,hash,genre,faces_zs,gray_max_zs,gray_med_zs,gray_std_zs,max_b_zs,max_g_zs,max_r_zs,med_b_zs,med_g_zs,med_r_zs,std_b,std_g,std_r,hmax1_zs,hmax2_zs,hmax3_zs,smax1_zs,smax2_zs,smax3_zs,smed_zs,sstd,vmax1_zs,vmax2_zs,vmax3_zs,vmed_zs,vstd,comp_1,comp_2,comp_3,comp_4,comp_5,comp_6,comp_7,comp_8,comp_9,comp_10,comp_11,comp_12,comp_13,comp_14,comp_15,comp_16,comp_17,comp_18,comp_19,comp_20,comp_21,comp_22,comp_23,comp_24,comp_25
3766,524f982f-8870-4893-b4bc-878ff99577c7,pop,3.8935,1.5386,2.1685,1.4588,1.6157,1.5096,1.1782,2.3273,2.1677,1.8018,97.2277,94.1293,82.2966,1.673,1.4496,1.4623,0.4601,0.3971,0.3761,-1.3423,87.0823,0.9215,-0.0358,1.0095,1.6897,82.6204,-1.0358,-0.3720,0.8781,-0.2297,-0.1469,0.5442,-0.3496,0.2249,0.4829,0.2753,0.1432,-0.3212,-0.4346,-0.1733,0.5094,0.2358,0.2161,-0.2885,-0.4867,0.3738,0.0573,-0.5275,0.5725,-0.5430,-0.3631
3767,52f24f06-4cfa-4ce1-ba8f-e0221c4a80ae,country,-0.5529,1.5487,2.1390,0.9149,1.6256,1.5096,1.1965,2.1834,2.111,1.7616,90.4136,80.8118,74.2364,-0.9497,-0.7505,1.7093,0.4601,0.3971,0.3761,-1.3264,59.3454,0.9215,0.3933,0.0659,1.6897,73.9321,1.7209,0.4261,-0.4869,0.3050,-0.5222,-0.2356,0.2265,0.2538,-0.1380,-0.1001,0.0823,0.8268,-0.5235,0.4893,-0.8790,-0.4157,0.2064,-0.3895,0.1739,0.0696,-0.4591,-0.3066,0.1307,0.2155,-0.2784
3768,53cc783b-afd4-4ce1-be24-1d0f72b97fd8,country,0.3364,1.5386,-0.7338,0.4772,-0.7085,1.5096,1.1965,-0.9957,-0.5983,-0.7474,75.7525,70.5758,70.4745,-0.1783,-0.2789,-0.4311,-0.1324,-0.0713,1.3459,1.0851,62.1516,-0.237,-0.4649,0.5377,-0.9420,70.4497,-0.7068,-0.5342,1.6985,0.2557,-0.7459,0.0703,0.8276,-0.0555,-0.4791,0.3772,-0.1831,-0.2892,-0.2106,-0.2114,0.5759,-0.5309,0.2875,-0.1291,0.1948,0.6232,0.1655,-0.3334,-0.0102,-0.0313,0.0146
3769,54b13dd7-341c-4c64-a56f-718bc3b0e562,rock,0.3364,1.5487,2.1832,-0.2085,1.6256,1.5096,1.1965,2.3273,2.1535,1.8153,57.9279,58.4049,57.4227,-0.9497,1.6068,1.6269,0.4601,0.3971,0.3761,-1.374,20.8586,0.9215,-0.0358,-0.4059,1.676,57.2251,-1.1697,0.4335,-0.4451,-0.0237,-0.0520,-0.1370,0.2306,-1.0191,-0.2963,1.1879,0.4417,0.1402,-0.1774,-0.3250,0.1596,0.1589,-0.2418,-0.2834,-0.2268,-0.2722,0.0883,0.0335,-0.2396,-0.7721,0.0278
3770,55480140-4f6b-3408-a9e4-42bc9a124aa8,rock,-0.5529,-0.3189,0.2238,0.3272,-0.8964,1.5096,1.1965,-0.708,-0.1018,1.131,65.9615,81.6269,59.1530,-0.564,-0.6719,-0.8427,0.4601,0.3971,-2.0484,1.7990,68.6446,0.9215,0.8224,0.5377,0.9769,59.3999,-1.1697,0.4335,-0.4451,-0.0237,-0.0520,-0.1370,0.2306,-1.0191,-0.2963,1.1879,0.4417,0.1402,-0.1774,-0.3250,0.1596,0.1589,-0.2418,-0.2834,-0.2268,-0.2722,0.0883,0.0335,-0.2396,-0.7721,0.0278
3771,5657f5dc-d0df-41f4-8134-12df29236c22,pop,-0.5529,-1.0256,-0.395,-0.5539,0.0926,-0.2183,-1.129,-0.0031,-0.3713,-0.5059,53.8317,50.4169,54.4106,1.1331,1.0567,0.9684,-0.725,-0.5396,-0.5937,-0.6125,45.9471,-1.0092,-0.4649,0.0659,-0.5171,53.9495,2.4583,0.6254,0.3694,-0.9606,-0.1534,-0.1234,-0.1250,-0.3421,0.5079,-0.4123,0.2306,0.2246,-0.5907,0.7690,-0.2722,0.1254,0.3778,-0.0239,-0.2726,-0.0281,-0.2436,0.1474,-0.1188,-0.3191,-0.1621
3772,57b3596e-dff3-489e-83c2-9efe206d65d3,pop,1.2257,0.6704,0.3564,0.0311,0.7157,0.6505,0.4396,0.4572,0.3805,0.2186,63.6023,62.4849,61.7759,-0.9497,-0.4362,1.7093,0.4601,0.3971,0.3761,-1.0408,27.1734,-1.7815,-0.0358,-1.3495,0.0449,61.7759,-1.5076,-0.6356,0.5551,0.3760,-0.6418,-0.2449,0.1702,0.6226,1.0638,-0.1702,-0.3783,-0.0062,-0.6362,-0.1067,0.1609,-0.1496,0.1932,0.7127,-0.0969,-0.0632,0.3223,0.3728,0.3047,0.3618,0.2571
3773,5871fb1f-0238-4fa9-8a4a-ac0c1168b25a,pop,0.3364,1.3266,1.756,-1.1611,1.4574,1.2949,0.9776,1.9964,1.7280,1.4262,45.1647,40.6623,37.8226,1.5959,1.371,-1.172,0.4601,0.3971,0.3761,-1.2312,12.1083,0.9215,0.8224,0.5377,1.3607,40.3269,-1.4934,0.0757,-0.2584,-0.3409,0.6647,-0.7152,-0.6836,0.6398,1.2069,0.2323,-0.4463,0.2655,-0.3412,-0.5694,-0.1427,0.1067,-0.3543,0.6263,-0.0535,0.0810,-0.1812,-0.0243,-0.1557,-0.1657,0.2368
3774,58ac9c4b-d9ef-4293-82bf-915018020d3b,pop,-0.5529,0.3272,0.1501,-0.3698,-0.8964,0.5432,-1.129,0.4284,0.3379,-0.4791,65.4965,58.9535,48.2157,1.673,1.6068,-1.0074,-2.5026,-1.008,-0.1088,0.038,57.7081,-0.237,-0.4649,-0.8777,-0.01,60.9870,2.1460,0.5877,-0.2297,-0.5351,-0.6443,-0.7814,-0.0518,0.2174,0.3715,0.8703,-0.1573,0.1776,0.9807,0.1319,0.3537,0.7652,0.0711,-0.0302,-0.6420,0.1926,0.4365,0.0623,0.0648,-0.0246,-0.3833
3775,58b3201d-fb9c-4d4d-832e-f48507f6fe1c,rock,-0.5529,0.2565,0.3122,-1.5043,-0.5898,-0.0719,0.9776,-0.8806,-0.1302,1.5067,46.2118,37.6940,37.1411,-0.564,-0.6719,-1.172,0.4601,0.3971,0.3761,2.1322,45.9437,0.9215,0.8224,0.5377,1.3607,36.8394,-0.2022,-0.1867,2.0392,0.4689,-0.1232,0.2085,-0.5097,-0.1768,0.0005,-0.3034,0.2571,-0.3456,0.6543,0.2863,0.3564,0.2007,-0.3697,0.2476,-0.2471,-0.3259,-0.6550,-0.0871,-0.1898,-0.0527,-0.2063
3776,58e4b0bc-7484-4ce3-ac6f-663de320a6de,hip-hop,1.2257,1.5487,2.0949,2.2766,1.6256,1.5096,1.1965,2.241,2.0968,1.7616,106.0902,105.3276,103.1059,-0.9497,1.6068,-0.1842,0.4601,0.3971,0.3761,-1.374,72.6115,0.9215,-0.0358,-0.8777,1.6348,102.6646,-0.2663,0.8959,0.9379,-0.5207,0.5939,0.6669,-0.0880,-0.3211,-0.3102,-0.4381,0.6520,-0.2434,0.0580,-0.5790,-0.3358,0.7375,0.2744,-0.5304,1.0031,0.3440,0.4404,0.1346,0.2409,-0.0825,-0.4016
3777,5a2c3732-c08c-4544-a3d6-df80f1f5d626,rock,0.3364,0.9935,0.0028,-0.1765,1.2399,0.9922,0.6037,0.6442,0.1535,-0.4656,62.7234,59.4148,56.8302,1.5959,1.5282,1.7093,-0.1324,-2.8813,-2.0484,-0.3586,32.2886,-1.0092,0.8224,0.0659,0.0723,62.3583,1.5413,1.4762,-0.6423,0.9069,0.2205,0.9706,0.2416,1.2616,-0.1729,0.2223,0.4627,0.3411,-0.1380,-0.5450,0.5429,-0.9160,-0.1295,0.3613,0.5416,0.3871,0.5264,0.3405,0.0094,-0.4735,0.0202
3778,5a5fc190-bb05-4ce8-a81a-e63248ae9a62,country,0.3364,-0.9246,-0.5276,0.6509,-0.8172,-0.8822,-1.0287,-0.9525,-0.7259,-0.3315,72.4687,74.3065,80.5722,-0.1012,-0.5933,-0.5135,0.4601,0.3971,0.3761,0.1015,73.0921,0.9215,-1.3232,-0.8777,-0.5171,80.6073,0.6973,0.7201,-0.1982,-0.1790,-0.4542,-0.5119,-1.3498,0.6418,0.3087,-0.5082,0.2261,0.0755,-0.5956,0.0412,-0.5671,-0.4362,0.4707,-0.0244,0.7315,-0.0150,0.7879,-0.1073,-0.2712,0.0344,0.0881
3779,5a715c03-3eab-4c6c-8a6d-8a3df7ca76b2,country,-0.5529,-1.0256,-0.616,1.0471,-0.8964,-0.9798,-1.129,-0.7367,-0.8109,-0.1436,88.8031,84.7843,84.6805,-0.3326,1.371,-0.6781,0.4601,0.3971,-1.0786,1.3231,90.7797,0.9215,-0.0358,0.5377,-0.1607,85.4645,-0.0563,0.9521,0.3962,-0.5852,0.3136,-0.9946,-0.9551,0.7455,-0.0502,-0.7766,0.4916,-0.9653,-0.2730,0.4395,-0.4115,-0.2129,-0.0518,-0.1446,0.5936,0.0252,-0.3690,0.5448,0.0091,0.4591,0.1479
3780,5af9d575-0308-37dd-b126-f7957c60b9de,pop,-0.5529,1.5184,2.1243,1.9479,1.5761,1.4804,1.1782,2.241,2.111,1.775,99.9843,99.7272,96.2549,1.7502,0.5853,0.7214,0.4601,0.3971,0.3761,-1.3106,51.9903,0.9215,-0.0358,-0.4059,1.6486,96.1330,0.8994,0.2520,-1.0439,0.5612,0.6873,0.6158,0.6602,0.3465,0.5474,0.5191,-0.9160,0.0873,-0.0022,0.1376,-0.8772,0.0321,0.4375,-0.0245,-0.7693,0.0049,0.1965,-0.2350,-0.5993,0.4059,0.2899
3781,5b30b8b6-544f-416f-94c7-69ce03c58f01,electronic,-0.5529,0.2061,0.2975,-1.2079,0.1421,0.4553,-0.3629,0.2127,0.6783,-0.4388,32.2192,44.5266,51.5801,-0.7183,-0.9862,0.9684,-1.91,0.8654,0.861,0.3712,39.3900,-0.6231,-0.0358,1.4813,0.2642,45.4705,1.8125,-0.2136,0.1854,-0.5616,-0.7545,-1.1121,-0.6624,-0.2778,0.4822,-0.0346,-0.0299,0.8236,-0.5027,0.2524,0.1749,0.1385,0.2330,-0.1954,-0.0921,-0.2773,-0.2441,-0.1709,-0.1986,-0.3930,0.3362
3782,5b5716d2-699b-4801-bf71-e89f4ee350e5,hip-hop,-0.5529,-0.9549,-1.3821,0.1504,-0.8271,-0.9017,-1.0743,-1.1683,-1.2791,-1.3914,38.8309,63.1596,81.0090,-0.9497,0.3496,-0.9251,0.4601,0.3971,0.3761,0.3553,67.7039,-1.7815,1.2515,-0.8777,-1.5725,80.3016,-0.1805,-0.1793,-0.0234,-0.7534,1.3087,-1.2361,0.1152,1.7121,-1.2589,-0.7356,0.0838,0.1951,0.3640,0.3811,-0.0646,0.1159,-0.1171,-0.5654,0.5048,-0.0068,0.1445,0.3083,-0.6580,-0.0171,0.1204
3783,5ce09bd0-88e8-42c2-91e1-d2429acd89f8,hip-hop,-0.5529,0.2969,0.3711,0.0989,0.3992,0.2991,0.0657,0.5579,0.4088,0.165,63.9588,63.9588,63.9588,-0.9497,-1.1433,-1.172,0.4601,-3.3496,-3.0182,-1.374,0.0,-0.6231,-2.6105,1.4813,-0.01,63.9588,2.1705,0.0577,-0.6857,-0.7227,-0.8337,-0.9475,0.5219,-0.2004,0.4239,0.0920,0.0015,-0.7471,0.1760,-0.0868,-0.4020,-0.0104,-0.2386,-0.0141,0.3552,0.2039,0.0454,0.1337,0.3897,-0.5037,-0.2586
3784,5d1f7a20-aae7-4c34-a983-f586048d18a5,electronic,-0.5529,-1.0256,-0.9253,-0.1992,1.6256,-0.9798,-1.129,-0.4203,-0.8394,-1.0963,57.5295,58.4376,58.5602,0.2074,-0.0433,0.1451,-0.1324,-0.0713,-0.1088,0.1966,65.0253,-1.0092,-0.4649,0.0659,-0.9420,57.5457,2.0868,0.4094,1.4422,-1.6374,0.2300,0.4965,-0.2801,-0.1525,0.3140,-0.4673,0.8353,-0.1813,0.1798,-0.0493,-0.4394,-0.1228,-0.2154,0.4411,-0.1849,-0.1290,0.4794,0.5627,-0.1922,-0.4057,-0.5405
3785,5d1f7a20-aae7-4c34-a983-f586048d18a5,electronic,-0.5529,-1.0256,-0.9253,-0.1992,1.6256,-0.9798,-1.129,-0.4203,-0.8394,-1.0963,57.5295,58.4376,58.5602,0.2074,-0.0433,0.1451,-0.1324,-0.0713,-0.1088,0.1966,65.0253,-1.0092,-0.4649,0.0659,-0.9420,57.5457,0.5203,-2.0079,-0.6405,1.0141,0.6964,0.2852,-0.3329,0.0237,-0.0341,-0.1875,1.0438,0.4007,0.3835,0.0124,0.1538,-0.2289,-0.3248,0.2108,-0.1990,0.3564,-0.0134,-0.1229,-0.1882,0.0446,-0.3119
3786,5d1f7a20-aae7-4c34-a983-f586048d18a5,pop,-0.5529,-1.0256,-0.9253,-0.1992,1.6256,-0.9798,-1.129,-0.4203,-0.8394,-1.0963,57.5295,58.4376,58.5602,0.2074,-0.0433,0.1451,-0.1324,-0.0713,-0.1088,0.1966,65.0253,-1.0092,-0.4649,0.0659,-0.9420,57.5457,2.0868,0.4094,1.4422,-1.6374,0.2300,0.4965,-0.2801,-0.1525,0.3140,-0.4673,0.8353,-0.1813,0.1798,-0.0493,-0.4394,-0.1228,-0.2154,0.4411,-0.1849,-0.1290,0.4794,0.5627,-0.1922,-0.4057,-0.5405
3787,5d1f7a20-aae7-4c34-a983-f586048d18a5,pop,-0.5529,-1.0256,-0.9253,-0.1992,1.6256,-0.9798,-1.129,-0.4203,-0.8394,-1.0963,57.5295,58.4376,58.5602,0.2074,-0.0433,0.1451,-0.1324,-0.0713,-0.1088,0.1966,65.0253,-1.0092,-0.4649,0.0659,-0.9420,57.5457,0.5203,-2.0079,-0.6405,1.0141,0.6964,0.2852,-0.3329,0.0237,-0.0341,-0.1875,1.0438,0.4007,0.3835,0.0124,0.1538,-0.2289,-0.3248,0.2108,-0.1990,0.3564,-0.0134,-0.1229,-0.1882,0.0446,-0.3119
3788,5e38b2dc-7399-4b8e-b02b-1b29bcbbb72b,hip-hop,-0.5529,-0.0867,-0.0856,-0.838,0.0827,-0.189,-0.1623,0.2271,-0.116,-0.1168,46.9048,48.2125,43.6968,1.1331,0.8996,1.133,0.4601,-0.5396,0.3761,-0.6442,24.6110,-0.237,-0.4649,-0.8777,-0.2293,45.1190,0.2001,-0.3963,1.8442,-0.3262,-0.6838,0.3550,0.4321,0.1030,0.3682,-0.4616,-0.6259,-0.1954,0.7187,-0.3780,0.6274,-0.0535,-0.2243,0.0084,0.0750,0.1443,-0.2057,0.2514,-0.1832,0.0648,-0.1008
3789,5e4260d0-6471-4848-b45c-9e1051d3cdc3,hip-hop,-0.5529,-0.9347,-0.0708,0.9329,-0.8964,-0.8822,1.1965,-0.5641,-0.1444,0.0174,89.8655,83.4353,91.6169,-0.564,-0.5148,-0.1018,0.4601,0.3971,-0.5937,1.0375,77.1392,0.9215,0.8224,0.0659,0.3875,91.2058,2.3111,1.0096,-0.5769,-0.3357,-0.6639,-0.3851,0.3577,0.5291,0.5451,0.6321,0.5848,0.0892,0.2910,0.7493,0.1990,0.1608,-0.2119,0.5334,0.1763,-0.3371,-0.2272,-0.1399,0.5063,0.3726,-0.3400
3790,603bfb50-8c28-4881-bf8b-8c42ff565ad6,rock,-0.5529,1.5487,1.9769,2.4671,1.6256,1.5096,1.1965,2.169,1.9691,1.6542,108.5618,108.8372,107.9186,-0.9497,1.4496,1.4623,0.4601,0.3971,-3.0182,-1.2947,85.6044,0.9215,-0.8941,0.0659,1.5663,106.9288,-1.2189,-0.0585,0.1659,-0.3105,0.7643,0.4317,0.2032,-0.7412,0.2502,1.5297,0.0534,-0.3299,0.2049,0.1847,-0.4488,0.0310,0.4345,-0.3933,0.2946,-0.1622,-0.0481,-0.2825,-0.4519,0.2886,-0.3290
3791,61960459-b3cb-490c-a227-1b6543add5b0,hip-hop,-0.5529,1.5184,1.0783,1.3988,1.6256,1.5096,1.1965,0.6155,1.1748,0.8492,84.8701,88.3772,93.3894,1.673,-0.9862,-1.0897,0.4601,0.3971,-0.5937,-0.4379,48.0026,0.9215,-1.3232,-0.8777,0.9358,90.9116,1.5128,1.0988,-0.4986,0.4599,0.2373,0.1378,-0.0118,-0.4370,0.5391,-0.3178,-0.4754,0.1493,0.0783,0.0389,-0.0677,0.2829,0.2428,0.1046,0.1451,0.1633,-0.0623,0.0837,-0.6211,-0.2993,0.6091
3792,61cac274-c0e9-467f-b577-f3844106e00c,rock,-0.5529,-0.753,-1.1021,-1.5212,-0.5304,-0.726,-0.8736,-0.7224,-1.038,-1.1768,38.9113,30.8333,39.3495,0.6702,0.4281,0.6391,-1.3175,-0.0713,-0.5937,-0.1048,31.3848,-1.0092,-0.4649,0.0659,-1.2298,41.3327,1.4580,-1.1839,-0.8314,0.9528,0.0107,-0.1827,0.2562,-0.2265,0.4170,-0.1265,0.2397,-0.0166,0.5714,0.1896,0.6710,0.4458,-0.2582,-0.2849,-0.3070,-0.2863,-0.2484,-0.1476,0.2925,-0.1424,0.2839
3793,61d0f01d-b3b1-4d87-be83-c19d9e141d46,country,-0.5529,1.5487,1.1372,0.3289,1.6256,1.5096,1.1965,1.867,1.2599,0.5138,57.5485,67.1413,77.3516,1.673,1.4496,1.7093,0.4601,-1.9446,0.861,-0.2634,58.9887,0.9215,0.8224,0.0659,1.2374,57.1649,-0.4937,0.2269,-0.1628,0.8430,-0.2176,-0.0046,-0.0200,-0.8385,-0.1050,0.2246,-0.3258,0.3924,-0.1306,0.4321,0.0849,0.2446,-0.3757,-0.6112,0.1408,-0.4530,0.7179,0.2723,0.1075,0.1136,0.5185
3794,62b399f5-6cee-4efa-944c-2cdcaf669b6d,hip-hop,-0.5529,0.408,0.4595,-0.8440,0.0234,0.3674,0.4304,-0.075,0.4372,0.6346,34.5856,47.6226,48.2946,-0.6412,-0.9076,-0.3488,-0.1324,0.8654,0.3761,0.5457,39.7923,-0.237,-0.4649,0.5377,0.4698,48.2943,1.8324,0.7454,1.3512,-1.0155,0.5466,1.0429,-0.3084,0.0554,0.0093,-0.4287,0.6386,-0.0148,0.0558,-0.2794,0.0822,-0.6146,-0.3689,0.4213,0.2889,-0.0198,0.3025,0.1687,-0.4072,-0.1922,-0.1643
3795,630318d2-deda-4e2f-bc5d-fb538886ca63,country,0.3364,1.4982,2.1096,-0.2698,1.5761,1.4608,1.1509,2.2553,2.0826,1.7482,56.9720,55.2964,61.4398,-0.9497,1.4496,1.4623,0.4601,0.3971,-0.1088,-1.3582,33.1734,0.9215,-0.8941,-1.3495,1.6074,54.3158,0.9298,-1.9518,-0.6266,0.5349,0.3671,0.1342,-0.0832,-0.2534,0.2410,-0.5488,0.6822,-0.0524,-0.0299,-0.2577,0.4101,0.1962,-0.5227,-0.0944,-0.1744,0.3062,-0.2030,-0.4584,-0.0724,0.1774,0.0807
3796,63796c65-9d6f-4a3f-87f1-a0040ba611ff,rock,-0.5529,-0.0059,0.0175,-0.4058,-0.5799,0.1331,-0.2353,-0.895,0.1819,0.165,61.4311,58.5419,53.0386,-0.3326,-0.4362,-0.5958,-0.1324,0.8654,0.3761,1.3548,72.6933,0.9215,0.8224,0.5377,0.0038,54.9711,0.9487,-0.9569,0.8421,-0.7366,0.1958,0.1468,0.3750,0.2915,-0.2931,0.8178,-0.6332,0.0095,0.6684,-0.8692,0.7112,-1.2105,0.3683,0.0329,0.2942,0.2140,0.5283,-0.5370,-0.3398,0.5440,0.0142
3797,6447e363-c6d0-4614-a2ec-490d050dce11,country,1.2257,-0.5814,-0.4392,-0.2182,-0.0953,-0.4038,-1.129,-0.0175,-0.3713,-0.6669,47.0427,51.8950,82.9929,-0.024,-0.1219,1.0507,-1.3175,0.8654,-0.5937,0.4029,77.7228,0.9215,-0.0358,-0.8777,-0.5171,61.6788,1.8407,-0.2898,-0.9937,-0.5928,-0.5430,-0.6439,0.8058,-0.0328,0.4662,0.2155,-0.2326,-1.2410,0.1096,-0.2944,-0.2020,0.3634,-0.2471,-0.0208,0.3120,0.2190,0.3065,-0.0904,0.2428,-0.5840,0.0066
3798,65977c52-2dea-463f-9ded-d5e272b45746,rock,-0.5529,-0.5309,-0.6896,-1.0729,-0.8964,-0.521,-0.4268,-1.1683,-0.6692,-0.4656,24.0332,39.8149,58.8467,-0.1783,-0.4362,-0.6781,0.4601,0.3971,0.3761,2.2274,47.0236,0.9215,0.8224,0.5377,-0.6542,58.8701,0.1523,-1.3790,-0.9490,0.4779,1.0732,0.4121,-0.3543,-0.6829,-0.0754,-0.1507,0.2533,0.4517,0.1075,0.2242,0.2063,0.0693,0.0555,-0.2741,0.0064,0.0961,0.2322,0.5403,0.3593,0.0744,0.1378
3799,65bb7148-b4b9-48f7-acc1-231d026d620d,hip-hop,0.3364,-0.1978,-0.0561,-1.1432,-0.1151,-0.2867,-0.0438,0.0688,-0.116,0.0576,41.6263,41.1357,47.0227,-0.8726,0.9782,1.133,0.4601,0.3971,0.3761,-0.6125,43.4941,-0.237,-0.8941,-0.4059,-0.0374,44.7304,1.9766,1.1285,-0.1133,-0.2253,-0.2557,-0.1069,-0.3719,0.1632,0.0208,-0.0264,0.7370,0.3022,-0.0486,0.2587,-0.3535,-0.4286,-0.3752,0.0300,0.4486,-0.0660,0.3657,0.0233,0.0967,-0.0326,-0.1433
3800,660283e3-2bf3-411d-aaea-ce9c225bfe8d,hip-hop,-0.5529,-0.9145,-0.1003,1.0399,-0.8074,-0.8529,1.1965,-0.5641,-0.3146,0.0845,73.2419,81.0419,96.2681,-0.6412,-0.7505,-0.0195,0.4601,0.3971,0.3761,0.3236,66.6877,0.9215,-1.3232,-0.4059,-0.0648,94.9744,-1.0358,-0.3720,0.8781,-0.2297,-0.1469,0.5442,-0.3496,0.2249,0.4829,0.2753,0.1432,-0.3212,-0.4346,-0.1733,0.5094,0.2358,0.2161,-0.2885,-0.4867,0.3738,0.0573,-0.5275,0.5725,-0.5430,-0.3631
3801,661b326c-7f2e-463d-8412-1c921f66f752,hip-hop,-0.5529,1.5487,1.4908,-0.6093,1.6256,1.5096,1.1965,0.4428,1.7138,1.8153,114.2367,53.5078,53.0566,-0.4869,-1.1433,-0.7604,0.4601,0.3971,0.3761,-0.1207,115.4352,0.9215,0.8224,-0.4059,1.6897,44.8221,1.7209,0.4261,-0.4869,0.3050,-0.5222,-0.2356,0.2265,0.2538,-0.1380,-0.1001,0.0823,0.8268,-0.5235,0.4893,-0.8790,-0.4157,0.2064,-0.3895,0.1739,0.0696,-0.4591,-0.3066,0.1307,0.2155,-0.2784
3802,6758b24e-4e25-48bb-aeb7-61231a1ee0ed,country,0.3364,-0.8035,-0.4244,0.5971,-0.6986,-0.765,-0.9192,-0.3052,-0.4139,-0.251,67.7571,74.9801,75.3246,-0.9497,-1.0648,-1.0074,0.4601,0.3971,0.3761,-0.5966,55.7491,-0.237,1.2515,-1.8213,-0.4212,74.5147,-0.7068,-0.5342,1.6985,0.2557,-0.7459,0.0703,0.8276,-0.0555,-0.4791,0.3772,-0.1831,-0.2892,-0.2106,-0.2114,0.5759,-0.5309,0.2875,-0.1291,0.1948,0.6232,0.1655,-0.3334,-0.0102,-0.0313,0.0146
3803,67a7cbc9-85ac-4f96-aa0b-7db881e2a960,rock,0.3364,1.2055,1.5497,1.7169,-0.7183,1.4023,1.1965,-0.823,1.5578,1.4664,98.0573,98.3032,105.2101,-0.564,-1.1433,1.5446,-0.1324,0.8654,-3.0182,-0.0731,102.4817,0.9215,-2.6105,1.0095,1.4018,102.5325,-0.5836,-0.2797,-1.2806,-0.9799,-1.1809,1.4844,-0.6754,0.5973,-0.7309,-0.2438,-0.1615,-0.2292,0.3872,-0.0148,-0.3438,-0.3204,0.0217,-0.2851,0.0555,-0.0075,-0.2546,-0.4727,0.2573,-0.0498,-0.1199
3804,6935d18d-7a2b-3040-8e4b-c8c8a9ebab6d,electronic,-0.5529,-0.2583,-0.4097,-1.5513,-0.0261,-0.2574,-0.4359,-0.0463,-0.3713,-0.5327,42.6285,33.4441,31.9581,1.1331,1.5282,1.5446,-1.3175,-0.0713,-0.5937,-0.7394,27.1336,-1.0092,-0.4649,0.5377,-0.5719,43.4554,0.6948,-1.5834,0.0734,1.1541,0.0291,-0.2352,-0.0510,-0.3679,-0.2977,-0.4894,0.4646,0.3023,0.4443,-0.2990,0.0414,-0.2270,-0.0086,-0.1153,0.0721,-0.0486,-0.6064,0.0878,-0.0057,0.0294,0.3290
3805,69dbead1-6c71-400d-9507-00676ab2e66d,electronic,0.3364,0.1859,-0.2624,-0.4395,0.3003,0.1038,0.1386,-0.5066,-0.3997,0.0442,55.7352,52.2487,59.9144,1.2102,-0.2789,-0.3488,0.4601,-0.0713,-0.1088,0.3553,61.9768,-0.237,0.3933,-0.4059,-0.1196,60.8422,0.5456,-1.6107,-0.6644,1.0326,0.4710,0.5103,0.2704,-0.2542,0.7076,-0.7473,0.0695,0.3950,-0.3889,0.2506,-0.4671,-0.4330,-0.5235,-0.1911,-0.1179,-0.0072,0.3351,-0.1093,0.4744,0.4343,-0.1264
3806,6a2235b3-2a61-4442-94cb-25139f7aaa4f,rock,-0.5529,-0.9347,-0.8959,0.4428,-0.7579,-0.9505,-0.9375,-0.4778,-0.8394,-1.0292,66.4665,73.5931,68.5392,0.2845,1.371,0.2275,-0.1324,0.8654,0.3761,0.276,71.8589,-1.0092,-0.4649,0.0659,-0.9420,69.8316,0.5588,-0.1620,0.8283,-0.9122,-0.2873,-0.7757,-1.1895,-0.1279,0.2329,-0.1619,-0.0255,-1.3558,-0.3940,0.1686,-0.2569,-0.1341,0.0040,0.4208,0.1832,0.3156,0.5988,0.6921,-0.4291,-0.2786,0.1543
3807,6b9eceb2-0f7f-4676-ab80-2d86fc86de56,pop,10.1183,1.5487,1.0194,0.823,1.6256,1.5096,1.1965,0.7593,0.8911,1.0371,82.5587,79.9037,78.9661,-0.9497,1.5282,-1.0074,0.4601,-0.0713,-0.1088,-0.2,57.4432,0.9215,-0.0358,1.0095,1.1688,74.8438,-1.3017,-0.2856,0.2339,0.1560,-0.2807,-0.0456,-0.7605,0.6171,0.9746,0.4148,0.0720,-0.1042,-0.5213,-0.6757,0.2378,0.1936,-0.2923,-0.0161,-0.3706,-0.1569,0.1233,-0.7557,0.2632,-0.7626,0.2623
3808,6d0e51b6-c077-43dd-b78c-fdadd114e66e,hip-hop,0.3364,1.0339,1.0488,0.2942,1.0124,0.9922,0.8317,0.9751,1.0188,0.97,70.9256,67.5758,66.6754,-0.9497,-0.9076,-1.0897,0.4601,0.3971,0.3761,-0.7235,43.6164,0.5353,-0.4649,0.0659,0.8124,66.6580,-0.8439,1.2687,0.4919,-0.1346,0.7220,1.2355,0.0370,-0.3823,0.3961,-0.0630,0.0973,-0.6959,0.6317,-0.4674,-0.1901,0.0675,-0.2584,0.0156,0.5633,0.1178,0.1767,-0.1003,-0.0921,-0.4298,-0.5705
3809,6d56473e-cd70-4e34-bdb6-00b3c9bfe5ea,pop,-0.5529,0.8622,1.1962,-2.7747,1.0915,0.8165,0.5855,1.5649,1.1606,0.9297,10.3274,10.0049,9.9155,1.5188,1.2925,1.2977,-0.1324,0.8654,0.3761,-1.025,1.7076,0.1492,0.8224,-0.4059,0.9495,10.3273,0.9686,-0.8452,-0.2402,-0.2038,0.2419,-0.2054,-0.5168,-0.0836,-0.2813,0.3450,0.6646,0.0782,-0.0689,-0.5406,0.0175,-0.6790,-0.6977,0.0542,-0.1046,-0.1831,-0.3579,0.2674,-0.1617,0.6324,0.2236
