neighbors,distance,15,0.32
neighbors,distance,15,0.22
neighbors,distance,15,0.3
neighbors,distance,15,0.27
neighbors,distance,15,0.31
neighbors,distance,15,0.23
neighbors,distance,15,0.28
neighbors,distance,15,0.29
neighbors,distance,15,0.26
neighbors,distance,15,0.26
neighbors,uniform,5,0.31
neighbors,uniform,5,0.26
neighbors,uniform,5,0.21
neighbors,uniform,5,0.28
neighbors,uniform,5,0.25
neighbors,uniform,5,0.24
neighbors,uniform,5,0.35
neighbors,uniform,5,0.32
neighbors,uniform,5,0.19
neighbors,uniform,5,0.23
neighbors,distance,5,0.27
neighbors,distance,5,0.3
neighbors,distance,5,0.27
neighbors,distance,5,0.25
neighbors,distance,5,0.34
neighbors,uniform,15,0.28
neighbors,uniform,15,0.28
neighbors,uniform,15,0.27
neighbors,uniform,15,0.23
neighbors,uniform,15,0.26
neighbors,distance,15,0.26
neighbors,distance,15,0.29
neighbors,distance,15,0.32
neighbors,distance,15,0.22
neighbors,distance,15,0.3
neighbors,uniform,35,0.36
neighbors,uniform,35,0.32
neighbors,uniform,35,0.21
neighbors,uniform,35,0.23
neighbors,uniform,35,0.3
neighbors,distance,35,0.27
neighbors,distance,35,0.23
neighbors,distance,35,0.2
neighbors,distance,35,0.3
neighbors,distance,35,0.24
neighbors,uniform,55,0.29
neighbors,uniform,55,0.28
neighbors,uniform,55,0.28
neighbors,uniform,55,0.28
neighbors,uniform,55,0.29
neighbors,distance,55,0.22
neighbors,distance,55,0.29
neighbors,distance,55,0.32
neighbors,distance,55,0.3
neighbors,distance,55,0.23
neighbors,uniform,75,0.31
neighbors,uniform,75,0.3
neighbors,uniform,75,0.32
neighbors,uniform,75,0.32
neighbors,uniform,75,0.26
neighbors,distance,75,0.33
neighbors,distance,75,0.26
neighbors,distance,75,0.34
neighbors,distance,75,0.3
neighbors,distance,75,0.3
