neighbors,5,uniform,0.25
neighbors,5,uniform,0.28
neighbors,5,uniform,0.24
neighbors,5,uniform,0.29
neighbors,5,uniform,0.27
neighbors,5,uniform,0.31
neighbors,5,uniform,0.3
neighbors,5,uniform,0.33
neighbors,5,uniform,0.25
neighbors,5,uniform,0.3
neighbors,5,distance,0.3
neighbors,5,distance,0.28
neighbors,5,distance,0.29
neighbors,5,distance,0.26
neighbors,5,distance,0.32
neighbors,15,uniform,0.33
neighbors,15,uniform,0.27
neighbors,15,uniform,0.33
neighbors,15,uniform,0.35
neighbors,15,uniform,0.28
neighbors,15,distance,0.25
neighbors,15,distance,0.31
neighbors,15,distance,0.36
neighbors,15,distance,0.21
neighbors,15,distance,0.26
neighbors,35,uniform,0.31
neighbors,35,uniform,0.26
neighbors,35,uniform,0.27
neighbors,35,uniform,0.23
neighbors,35,uniform,0.36
neighbors,35,distance,0.33
neighbors,35,distance,0.33
neighbors,35,distance,0.27
neighbors,35,distance,0.28
neighbors,35,distance,0.29
neighbors,55,uniform,0.3
neighbors,55,uniform,0.26
neighbors,55,uniform,0.34
neighbors,55,uniform,0.27
neighbors,55,uniform,0.32
neighbors,55,distance,0.29
neighbors,55,distance,0.34
neighbors,55,distance,0.23
neighbors,55,distance,0.32
neighbors,55,distance,0.28
neighbors,75,uniform,0.31
neighbors,75,uniform,0.34
neighbors,75,uniform,0.23
neighbors,75,uniform,0.28
neighbors,75,uniform,0.24
neighbors,75,distance,0.32
neighbors,75,distance,0.31
neighbors,75,distance,0.24
neighbors,75,distance,0.33
neighbors,75,distance,0.28
neighbors,15,distance,0.24
