neighbors,5,uniform,0.27
neighbors,5,uniform,0.24
neighbors,5,uniform,0.24
neighbors,5,uniform,0.25
neighbors,5,uniform,0.4
neighbors,5,uniform,0.18
neighbors,5,uniform,0.31
neighbors,5,uniform,0.31
neighbors,5,uniform,0.2
neighbors,5,uniform,0.19
neighbors,5,distance,0.2
neighbors,5,distance,0.27
neighbors,5,distance,0.23
neighbors,5,distance,0.19
neighbors,5,distance,0.24
neighbors,15,uniform,0.27
neighbors,15,uniform,0.26
neighbors,15,uniform,0.24
neighbors,15,uniform,0.28
neighbors,15,uniform,0.28
neighbors,15,distance,0.31
neighbors,15,distance,0.27
neighbors,15,distance,0.28
neighbors,15,distance,0.31
neighbors,15,distance,0.25
neighbors,35,uniform,0.33
neighbors,35,uniform,0.25
neighbors,35,uniform,0.29
neighbors,35,uniform,0.29
neighbors,35,uniform,0.23
neighbors,35,distance,0.29
neighbors,35,distance,0.26
neighbors,35,distance,0.24
neighbors,35,distance,0.22
neighbors,35,distance,0.3
neighbors,55,uniform,0.33
neighbors,55,uniform,0.31
neighbors,55,uniform,0.38
neighbors,55,uniform,0.33
neighbors,55,uniform,0.24
neighbors,55,distance,0.29
neighbors,55,distance,0.26
neighbors,55,distance,0.26
neighbors,55,distance,0.27
neighbors,55,distance,0.35
neighbors,75,uniform,0.28
neighbors,75,uniform,0.35
neighbors,75,uniform,0.3
neighbors,75,uniform,0.33
neighbors,75,uniform,0.27
neighbors,75,distance,0.23
neighbors,75,distance,0.21
neighbors,75,distance,0.33
neighbors,75,distance,0.33
neighbors,75,distance,0.29
