neighbors,distance,5,0.21
neighbors,distance,5,0.3
neighbors,distance,5,0.26
neighbors,distance,5,0.24
neighbors,distance,5,0.31
neighbors,distance,5,0.23
neighbors,distance,5,0.25
neighbors,distance,5,0.32
neighbors,distance,5,0.31
neighbors,distance,5,0.2
neighbors,distance,3,0.33
neighbors,distance,3,0.27
neighbors,distance,3,0.22
neighbors,distance,3,0.25
neighbors,distance,3,0.16
neighbors,distance,3,0.28
neighbors,distance,3,0.16
neighbors,distance,3,0.25
neighbors,distance,3,0.24
neighbors,distance,3,0.24
neighbors,distance,10,0.26
neighbors,distance,10,0.2
neighbors,distance,10,0.36
neighbors,distance,10,0.29
neighbors,distance,10,0.23
neighbors,distance,10,0.22
neighbors,distance,10,0.36
neighbors,distance,10,0.37
neighbors,distance,10,0.19
neighbors,distance,10,0.27
neighbors,distance,15,0.26
neighbors,distance,15,0.2
neighbors,distance,15,0.28
neighbors,distance,15,0.29
neighbors,distance,15,0.33
neighbors,distance,15,0.24
neighbors,distance,15,0.22
neighbors,distance,15,0.24
neighbors,distance,15,0.27
neighbors,distance,15,0.27
neighbors,uniform,5,0.24
neighbors,uniform,5,0.28
neighbors,uniform,5,0.29
neighbors,uniform,5,0.29
neighbors,uniform,5,0.15
neighbors,uniform,5,0.3
neighbors,uniform,5,0.19
neighbors,uniform,5,0.32
neighbors,uniform,5,0.24
neighbors,uniform,5,0.23
neighbors,uniform,10,0.23
neighbors,uniform,10,0.24
neighbors,uniform,10,0.25
neighbors,uniform,10,0.27
neighbors,uniform,10,0.22
neighbors,uniform,10,0.22
neighbors,uniform,10,0.29
neighbors,uniform,10,0.29
neighbors,uniform,10,0.16
neighbors,uniform,10,0.29
neighbors,uniform,15,0.29
neighbors,uniform,15,0.24
neighbors,uniform,15,0.25
neighbors,uniform,15,0.27
neighbors,uniform,15,0.21
neighbors,uniform,15,0.29
neighbors,uniform,15,0.29
neighbors,uniform,15,0.25
neighbors,uniform,15,0.26
neighbors,uniform,15,0.29
neighbors,distance,55,0.28
neighbors,distance,55,0.23
neighbors,distance,55,0.28
neighbors,distance,55,0.36
neighbors,distance,55,0.29
neighbors,distance,55,0.37
neighbors,distance,55,0.29
neighbors,distance,55,0.31
neighbors,distance,55,0.33
neighbors,distance,55,0.29
neighbors,uniform,55,0.3
neighbors,uniform,55,0.25
neighbors,uniform,55,0.31
neighbors,uniform,55,0.22
neighbors,uniform,55,0.3
neighbors,uniform,55,0.32
neighbors,uniform,55,0.35
neighbors,uniform,55,0.28
neighbors,uniform,55,0.2
neighbors,uniform,55,0.3
neighbors,distance,100,0.26
neighbors,distance,100,0.25
neighbors,distance,100,0.3
neighbors,distance,100,0.3
neighbors,distance,100,0.33
neighbors,distance,100,0.35
neighbors,distance,100,0.29
neighbors,distance,100,0.32
neighbors,distance,100,0.24
neighbors,distance,100,0.27
neighbors,uniform,100,0.25
neighbors,uniform,100,0.33
neighbors,uniform,100,0.25
neighbors,uniform,100,0.33
neighbors,uniform,100,0.24
neighbors,uniform,100,0.26
neighbors,uniform,100,0.22
neighbors,uniform,100,0.33
neighbors,uniform,100,0.33
neighbors,uniform,100,0.26
neighbors,uniform,10,0.22
neighbors,uniform,5,0.24
neighbors,uniform,5,0.19
neighbors,uniform,5,0.2
neighbors,uniform,5,0.22
neighbors,uniform,5,0.25
