,faces,filename,genre,hash,minNeighbors,scaleFactor
0,0,"['1990_010a7660-1f09-4fae-97b6-b1edd7b15c23_pop', 'jpg']",pop,010a7660-1f09-4fae-97b6-b1edd7b15c23,5,1.1
1,0,"['1990_010a7660-1f09-4fae-97b6-b1edd7b15c23_rock', 'jpg']",rock,010a7660-1f09-4fae-97b6-b1edd7b15c23,5,1.1
2,4,"['1990_0294a993-df39-4ae9-ae52-f71eb698a79f_pop', 'jpg']",pop,0294a993-df39-4ae9-ae52-f71eb698a79f,5,1.1
3,2,"['1990_02cb3417-947b-4d62-8f42-59c5c4020027_hip-hop', 'jpg']",hip-hop,02cb3417-947b-4d62-8f42-59c5c4020027,5,1.1
4,2,"['1990_02f3e7d2-3798-4ba3-8164-6d4000d7e5ef_hip-hop', 'jpg']",hip-hop,02f3e7d2-3798-4ba3-8164-6d4000d7e5ef,5,1.1
5,0,"['1990_04ffe287-7122-4430-b572-7a84db4d8066_country', 'jpg']",country,04ffe287-7122-4430-b572-7a84db4d8066,5,1.1
6,1,"['1990_0660a0a3-e248-4b66-a26a-7c4ef74e88df_country', 'jpg']",country,0660a0a3-e248-4b66-a26a-7c4ef74e88df,5,1.1
7,1,"['1990_06883963-13a1-4b4a-9919-f7f658d80077_country', 'jpg']",country,06883963-13a1-4b4a-9919-f7f658d80077,5,1.1
8,0,"['1990_07882999-1a8e-4d9b-9cba-667c0f84aa2a_rock', 'jpg']",rock,07882999-1a8e-4d9b-9cba-667c0f84aa2a,5,1.1
9,0,"['1990_0af94ac3-c3aa-46d7-bef4-06de700380c5_electronic', 'jpg']",electronic,0af94ac3-c3aa-46d7-bef4-06de700380c5,5,1.1
10,1,"['1990_0cc7ea8e-1f5b-4b9a-a054-e2c9ab8a28cd_country', 'jpg']",country,0cc7ea8e-1f5b-4b9a-a054-e2c9ab8a28cd,5,1.1
11,1,"['1990_0de30e42-1f0a-4591-b72f-5343fa6002e9_pop', 'jpg']",pop,0de30e42-1f0a-4591-b72f-5343fa6002e9,5,1.1
12,0,"['1990_0fdc7ecf-47a8-3f5d-bd85-2fd0a4f8438f_rock', 'jpg']",rock,0fdc7ecf-47a8-3f5d-bd85-2fd0a4f8438f,5,1.1
13,0,"['1990_10b3fb12-1014-4cbf-be18-3feea3a619ca_hip-hop', 'jpg']",hip-hop,10b3fb12-1014-4cbf-be18-3feea3a619ca,5,1.1
14,1,"['1990_10e2f3c0-140b-4342-9ad0-4f459bb6752c_rock', 'jpg']",rock,10e2f3c0-140b-4342-9ad0-4f459bb6752c,5,1.1
15,2,"['1990_1193941c-de68-3299-95b9-87b0922e27b0_hip-hop', 'jpg']",hip-hop,1193941c-de68-3299-95b9-87b0922e27b0,5,1.1
16,0,"['1990_143d6997-43ba-4787-b5fc-f5205ff1bfc0_rock', 'jpg']",rock,143d6997-43ba-4787-b5fc-f5205ff1bfc0,5,1.1
17,0,"['1990_177ff778-3f33-3f92-a949-95c99ee27145_electronic', 'jpg']",electronic,177ff778-3f33-3f92-a949-95c99ee27145,5,1.1
18,0,"['1990_18138722-2204-4d73-a4cc-65bb7337df50_rock', 'jpg']",rock,18138722-2204-4d73-a4cc-65bb7337df50,5,1.1
19,1,"['1990_1946d124-1c89-4555-a535-835525abab2a_country', 'jpg']",country,1946d124-1c89-4555-a535-835525abab2a,5,1.1
20,1,"['1990_1af96874-a467-4207-a66f-aa0c303b03a0_hip-hop', 'jpg']",hip-hop,1af96874-a467-4207-a66f-aa0c303b03a0,5,1.1
21,0,"['1990_1b0428f3-72e5-38d2-80fc-8a1fbbff303b_electronic', 'jpg']",electronic,1b0428f3-72e5-38d2-80fc-8a1fbbff303b,5,1.1
22,1,"['1990_1bd0e357-042b-4bd4-a35a-3cb12092b4b0_pop', 'jpg']",pop,1bd0e357-042b-4bd4-a35a-3cb12092b4b0,5,1.1
23,0,"['1990_1d7226d0-d449-3076-bf2b-6c1d699210e9_rock', 'jpg']",rock,1d7226d0-d449-3076-bf2b-6c1d699210e9,5,1.1
24,1,"['1990_1d7943c4-c2b0-4e31-b5a0-141c00c4de7d_rock', 'jpg']",rock,1d7943c4-c2b0-4e31-b5a0-141c00c4de7d,5,1.1
25,0,"['1990_1e36a7c3-47c3-34dc-9ead-e1fa4c51de1c_rock', 'jpg']",rock,1e36a7c3-47c3-34dc-9ead-e1fa4c51de1c,5,1.1
26,1,"['1990_2022a9b6-089f-4a5d-9a2c-7aaa42ca21f1_country', 'jpg']",country,2022a9b6-089f-4a5d-9a2c-7aaa42ca21f1,5,1.1
27,0,"['1990_204c26ad-c46c-4f87-bf56-a39a860125d8_hip-hop', 'jpg']",hip-hop,204c26ad-c46c-4f87-bf56-a39a860125d8,5,1.1
28,0,"['1990_21811621-02ba-436b-bbc7-a53d18d99477_pop', 'jpg']",pop,21811621-02ba-436b-bbc7-a53d18d99477,5,1.1
29,0,"['1990_21cf700f-a76e-4777-87af-199db0016ef8_rock', 'jpg']",rock,21cf700f-a76e-4777-87af-199db0016ef8,5,1.1
30,3,"['1990_2257d35c-f5a3-4ea2-901c-692b0a5e37fc_hip-hop', 'jpg']",hip-hop,2257d35c-f5a3-4ea2-901c-692b0a5e37fc,5,1.1
31,0,"['1990_25e56d88-dab0-4593-a18d-ca2515a131e8_hip-hop', 'jpg']",hip-hop,25e56d88-dab0-4593-a18d-ca2515a131e8,5,1.1
32,3,"['1990_27c79934-cc8e-4b70-b9e9-d98f62e2944c_country', 'jpg']",country,27c79934-cc8e-4b70-b9e9-d98f62e2944c,5,1.1
33,1,"['1990_2835fb58-18cf-45e1-9380-deaf252109c6_country', 'jpg']",country,2835fb58-18cf-45e1-9380-deaf252109c6,5,1.1
34,1,"['1990_288f553e-f970-4506-8450-88672bf22e87_country', 'jpg']",country,288f553e-f970-4506-8450-88672bf22e87,5,1.1
35,1,"['1990_28d79e63-2e5a-404d-b95f-f1b383babcfe_country', 'jpg']",country,28d79e63-2e5a-404d-b95f-f1b383babcfe,5,1.1
36,0,"['1990_2ba13425-7503-46e1-ae64-43a7dc2f742f_hip-hop', 'jpg']",hip-hop,2ba13425-7503-46e1-ae64-43a7dc2f742f,5,1.1
37,0,"['1990_2bc08829-389a-40b7-b644-dcbd59e50512_pop', 'jpg']",pop,2bc08829-389a-40b7-b644-dcbd59e50512,5,1.1
38,1,"['1990_2e4ee141-f448-4be7-ac87-2ef86e0aef56_electronic', 'jpg']",electronic,2e4ee141-f448-4be7-ac87-2ef86e0aef56,5,1.1
39,0,"['1990_3072eb02-f607-45d4-9ced-b3431eaf0a7e_rock', 'jpg']",rock,3072eb02-f607-45d4-9ced-b3431eaf0a7e,5,1.1
40,0,"['1990_30cda3fc-ce94-3ab2-b796-42683aba920b_pop', 'jpg']",pop,30cda3fc-ce94-3ab2-b796-42683aba920b,5,1.1
41,1,"['1990_3423ca62-7010-45f8-b91f-4f569ad389b0_hip-hop', 'jpg']",hip-hop,3423ca62-7010-45f8-b91f-4f569ad389b0,5,1.1
42,0,"['1990_34388203-3bf0-45be-9af8-2115b584513f_hip-hop', 'jpg']",hip-hop,34388203-3bf0-45be-9af8-2115b584513f,5,1.1
43,1,"['1990_35f1ee58-9e3c-4251-991e-9c47b42a3130_rock', 'jpg']",rock,35f1ee58-9e3c-4251-991e-9c47b42a3130,5,1.1
44,0,"['1990_3950d762-f987-46ac-8044-86d90e40dd5d_country', 'jpg']",country,3950d762-f987-46ac-8044-86d90e40dd5d,5,1.1
45,1,"['1990_3b4fbc80-3286-416d-ae32-35b96a4deab1_country', 'jpg']",country,3b4fbc80-3286-416d-ae32-35b96a4deab1,5,1.1
46,0,"['1990_3bd285c0-a681-4f31-90a8-1f17584302b8_hip-hop', 'jpg']",hip-hop,3bd285c0-a681-4f31-90a8-1f17584302b8,5,1.1
47,1,"['1990_3d37d164-8481-4c0d-a8f7-49fe08fd9844_rock', 'jpg']",rock,3d37d164-8481-4c0d-a8f7-49fe08fd9844,5,1.1
48,0,"['1990_3f6ba929-ff4a-4af8-a896-2803ca3112c0_rock', 'jpg']",rock,3f6ba929-ff4a-4af8-a896-2803ca3112c0,5,1.1
49,1,"['1990_406e3d68-19c6-48c8-bbbd-9e7b2b550588_rock', 'jpg']",rock,406e3d68-19c6-48c8-bbbd-9e7b2b550588,5,1.1
50,0,"['1990_42881692-ce43-47a5-848a-be0d8d97896f_rock', 'jpg']",rock,42881692-ce43-47a5-848a-be0d8d97896f,5,1.1
51,0,"['1990_442f8b2a-b4f0-42f9-9aad-f15c75b9b041_rock', 'jpg']",rock,442f8b2a-b4f0-42f9-9aad-f15c75b9b041,5,1.1
52,0,"['1990_44f40ac4-f647-4d27-9813-25b792b58f00_pop', 'jpg']",pop,44f40ac4-f647-4d27-9813-25b792b58f00,5,1.1
53,1,"['1990_47840458-09f4-4f06-94f1-37c7b19b54b7_pop', 'jpg']",pop,47840458-09f4-4f06-94f1-37c7b19b54b7,5,1.1
54,0,"['1990_491ded48-ec70-42cd-bba3-7fc4b0115f56_rock', 'jpg']",rock,491ded48-ec70-42cd-bba3-7fc4b0115f56,5,1.1
55,0,"['1990_498f132b-c8a3-4d51-a906-367704f692ae_country', 'jpg']",country,498f132b-c8a3-4d51-a906-367704f692ae,5,1.1
56,0,"['1990_4e6778c4-f0b2-421c-bcf8-d028808b625c_hip-hop', 'jpg']",hip-hop,4e6778c4-f0b2-421c-bcf8-d028808b625c,5,1.1
57,1,"['1990_4eb7f78a-a865-4e7f-939c-56bcd4165ebf_hip-hop', 'jpg']",hip-hop,4eb7f78a-a865-4e7f-939c-56bcd4165ebf,5,1.1
58,0,"['1990_53117da6-0a53-3a33-b318-65a41812e307_pop', 'jpg']",pop,53117da6-0a53-3a33-b318-65a41812e307,5,1.1
59,0,"['1990_55267b7f-24b1-3180-b988-4990e07f88c8_electronic', 'jpg']",electronic,55267b7f-24b1-3180-b988-4990e07f88c8,5,1.1
60,2,"['1990_570b207b-6ea4-4c36-9261-53c79e4aee91_hip-hop', 'jpg']",hip-hop,570b207b-6ea4-4c36-9261-53c79e4aee91,5,1.1
61,0,"['1990_587a825a-5712-454f-84c8-87c947a5c37a_rock', 'jpg']",rock,587a825a-5712-454f-84c8-87c947a5c37a,5,1.1
62,0,"['1990_58e81a52-3df7-4a77-ba52-b347359007bf_country', 'jpg']",country,58e81a52-3df7-4a77-ba52-b347359007bf,5,1.1
63,0,"['1990_5b1aacf4-6990-4301-981d-bba0d8683e7b_country', 'jpg']",country,5b1aacf4-6990-4301-981d-bba0d8683e7b,5,1.1
64,0,"['1990_5d0e6250-aeec-4884-b796-a3e91fcbaaa0_electronic', 'jpg']",electronic,5d0e6250-aeec-4884-b796-a3e91fcbaaa0,5,1.1
65,0,"['1990_5d44d312-db52-3c11-a03a-39fab7885681_rock', 'jpg']",rock,5d44d312-db52-3c11-a03a-39fab7885681,5,1.1
66,1,"['1990_5f4b6757-6712-4f9b-885c-3ba76b850b77_pop', 'jpg']",pop,5f4b6757-6712-4f9b-885c-3ba76b850b77,5,1.1
67,1,"['1990_602dcc18-1c1e-45a4-89ec-6339b00ee276_rock', 'jpg']",rock,602dcc18-1c1e-45a4-89ec-6339b00ee276,5,1.1
68,3,"['1990_603263dc-eacb-485d-91c2-51a4dafa9ce6_rock', 'jpg']",rock,603263dc-eacb-485d-91c2-51a4dafa9ce6,5,1.1
69,1,"['1990_60e09c01-7627-42ad-a9d7-b98524b5e737_country', 'jpg']",country,60e09c01-7627-42ad-a9d7-b98524b5e737,5,1.1
70,4,"['1990_611b3b23-55ba-4351-8565-99f14b222868_pop', 'jpg']",pop,611b3b23-55ba-4351-8565-99f14b222868,5,1.1
71,1,"['1990_61770233-7a49-4566-b6d4-9ee3bec8c147_hip-hop', 'jpg']",hip-hop,61770233-7a49-4566-b6d4-9ee3bec8c147,5,1.1
72,1,"['1990_626cd27c-31dc-358f-8074-78b67b985c05_pop', 'jpg']",pop,626cd27c-31dc-358f-8074-78b67b985c05,5,1.1
73,0,"['1990_674c9265-3d81-3c7f-bbe8-6b8c0aa6b3f7_rock', 'jpg']",rock,674c9265-3d81-3c7f-bbe8-6b8c0aa6b3f7,5,1.1
74,1,"['1990_67ebbc43-0415-4a07-90b9-3f8f8be296eb_hip-hop', 'jpg']",hip-hop,67ebbc43-0415-4a07-90b9-3f8f8be296eb,5,1.1
75,0,"['1990_6948898f-73d4-4b73-b078-cb13a78ba8fd_country', 'jpg']",country,6948898f-73d4-4b73-b078-cb13a78ba8fd,5,1.1
76,1,"['1990_6d0f44e7-3ba4-4085-b9f1-85ac84fe3c99_rock', 'jpg']",rock,6d0f44e7-3ba4-4085-b9f1-85ac84fe3c99,5,1.1
77,0,"['1990_6e5fe8df-c66c-412d-97d7-2ace0f9af571_pop', 'jpg']",pop,6e5fe8df-c66c-412d-97d7-2ace0f9af571,5,1.1
78,2,"['1990_70a85a9d-e469-4652-9e4d-9f1cb9b1663c_rock', 'jpg']",rock,70a85a9d-e469-4652-9e4d-9f1cb9b1663c,5,1.1
79,0,"['1990_75f38e9a-879b-4788-910a-4b6f651d0d3c_electronic', 'jpg']",electronic,75f38e9a-879b-4788-910a-4b6f651d0d3c,5,1.1
80,1,"['1990_7665833f-50fa-4874-87b3-3dc14c2f8716_hip-hop', 'jpg']",hip-hop,7665833f-50fa-4874-87b3-3dc14c2f8716,5,1.1
81,0,"['1990_766e73de-3ccd-46f9-b44c-1a5ed3099c9d_electronic', 'jpg']",electronic,766e73de-3ccd-46f9-b44c-1a5ed3099c9d,5,1.1
82,0,"['1990_766e73de-3ccd-46f9-b44c-1a5ed3099c9d_pop', 'jpg']",pop,766e73de-3ccd-46f9-b44c-1a5ed3099c9d,5,1.1
83,0,"['1990_79496f72-beca-4a4c-93e7-cfe250f4a098_country', 'jpg']",country,79496f72-beca-4a4c-93e7-cfe250f4a098,5,1.1
84,1,"['1990_7a33afb2-ef32-4755-a226-774fdc62981e_pop', 'jpg']",pop,7a33afb2-ef32-4755-a226-774fdc62981e,5,1.1
85,1,"['1990_7a7f0078-3969-45a9-b31f-55e55cb20a7f_rock', 'jpg']",rock,7a7f0078-3969-45a9-b31f-55e55cb20a7f,5,1.1
86,0,"['1990_7ae599c4-c020-44b3-ae40-aeb763f14ee8_electronic', 'jpg']",electronic,7ae599c4-c020-44b3-ae40-aeb763f14ee8,5,1.1
87,1,"['1990_7bf8d5e5-8509-4289-b8a8-c6f53d157803_country', 'jpg']",country,7bf8d5e5-8509-4289-b8a8-c6f53d157803,5,1.1
88,2,"['1990_7d887cae-5ffd-4f70-a91c-82ba860f157c_country', 'jpg']",country,7d887cae-5ffd-4f70-a91c-82ba860f157c,5,1.1
89,0,"['1990_7dcc424b-15cc-4f48-9912-b59cb86205bb_hip-hop', 'jpg']",hip-hop,7dcc424b-15cc-4f48-9912-b59cb86205bb,5,1.1
90,0,"['1990_7fc419b7-e88f-40ba-ac04-2da317b9f5a6_rock', 'jpg']",rock,7fc419b7-e88f-40ba-ac04-2da317b9f5a6,5,1.1
91,0,"['1990_81c5644d-d8ac-449f-87ff-3568eb8ccad5_hip-hop', 'jpg']",hip-hop,81c5644d-d8ac-449f-87ff-3568eb8ccad5,5,1.1
92,2,"['1990_83219409-a39c-3c3c-9928-06f0eac04423_electronic', 'jpg']",electronic,83219409-a39c-3c3c-9928-06f0eac04423,5,1.1
93,0,"['1990_84586a37-46c5-4a3b-afc7-87ed00ea3c07_pop', 'jpg']",pop,84586a37-46c5-4a3b-afc7-87ed00ea3c07,5,1.1
94,1,"['1990_8549de40-7e30-4d05-9f68-45b34f0bd156_pop', 'jpg']",pop,8549de40-7e30-4d05-9f68-45b34f0bd156,5,1.1
95,0,"['1990_8a427af6-e9e5-4ead-a64b-5cf483748750_rock', 'jpg']",rock,8a427af6-e9e5-4ead-a64b-5cf483748750,5,1.1
96,0,"['1990_8bacf976-318c-4ec2-87de-907b73edf66d_rock', 'jpg']",rock,8bacf976-318c-4ec2-87de-907b73edf66d,5,1.1
97,0,"['1990_8c97f0fb-f3f1-4645-a004-65caa7be2b49_rock', 'jpg']",rock,8c97f0fb-f3f1-4645-a004-65caa7be2b49,5,1.1
98,2,"['1990_8cd20ad3-1ca1-407e-90ec-e50d12a5f199_country', 'jpg']",country,8cd20ad3-1ca1-407e-90ec-e50d12a5f199,5,1.1
99,1,"['1990_8d2f1bc5-d379-45ec-a5a4-68f2a4bc9597_hip-hop', 'jpg']",hip-hop,8d2f1bc5-d379-45ec-a5a4-68f2a4bc9597,5,1.1
100,0,"['1990_8efeaa0e-d501-4637-856d-cdacbe64df52_pop', 'jpg']",pop,8efeaa0e-d501-4637-856d-cdacbe64df52,5,1.1
101,0,"['1990_912a8e16-3730-46e4-847d-dfba119df13a_pop', 'jpg']",pop,912a8e16-3730-46e4-847d-dfba119df13a,5,1.1
102,0,"['1990_923a8108-a2fe-488a-a77f-de19b9c3785a_hip-hop', 'jpg']",hip-hop,923a8108-a2fe-488a-a77f-de19b9c3785a,5,1.1
103,2,"['1990_938e9289-914f-4d4a-87cf-10fd2a1ee3ea_hip-hop', 'jpg']",hip-hop,938e9289-914f-4d4a-87cf-10fd2a1ee3ea,5,1.1
104,0,"['1990_953e31cd-dc03-3a05-a11e-160405c4c78f_electronic', 'jpg']",electronic,953e31cd-dc03-3a05-a11e-160405c4c78f,5,1.1
105,0,"['1990_9596de86-79f9-4929-b31f-b9ed41c8f15c_country', 'jpg']",country,9596de86-79f9-4929-b31f-b9ed41c8f15c,5,1.1
106,0,"['1990_97b0402f-eb52-4457-b577-1901fb3c3f94_rock', 'jpg']",rock,97b0402f-eb52-4457-b577-1901fb3c3f94,5,1.1
107,0,"['1990_97ca1366-63cb-46bb-a136-4c05cc09e7b1_pop', 'jpg']",pop,97ca1366-63cb-46bb-a136-4c05cc09e7b1,5,1.1
108,0,"['1990_98ade568-89c2-4a06-bac5-c9d77ee4e9b9_electronic', 'jpg']",electronic,98ade568-89c2-4a06-bac5-c9d77ee4e9b9,5,1.1
109,1,"['1990_9a6c826f-fa02-4d63-b977-329ade91032f_rock', 'jpg']",rock,9a6c826f-fa02-4d63-b977-329ade91032f,5,1.1
110,1,"['1990_9ab33d25-6b13-44e9-b7ed-3171f66cad9a_hip-hop', 'jpg']",hip-hop,9ab33d25-6b13-44e9-b7ed-3171f66cad9a,5,1.1
111,0,"['1990_9ab5437e-becd-3f84-8e74-5da8158abd56_electronic', 'jpg']",electronic,9ab5437e-becd-3f84-8e74-5da8158abd56,5,1.1
112,1,"['1990_9d4b0e99-d694-40bb-af1b-d2789cba5f0f_rock', 'jpg']",rock,9d4b0e99-d694-40bb-af1b-d2789cba5f0f,5,1.1
113,0,"['1990_9e6ae66b-0674-4097-b40d-1db04ea99771_rock', 'jpg']",rock,9e6ae66b-0674-4097-b40d-1db04ea99771,5,1.1
114,0,"['1990_9f71ba58-0732-411f-a732-6df9f8faca33_rock', 'jpg']",rock,9f71ba58-0732-411f-a732-6df9f8faca33,5,1.1
115,4,"['1990_9f89f12c-d216-4684-94fe-edd624eb6909_rock', 'jpg']",rock,9f89f12c-d216-4684-94fe-edd624eb6909,5,1.1
116,3,"['1990_a1000d58-73b8-41cc-958b-e221dde8b8ce_hip-hop', 'jpg']",hip-hop,a1000d58-73b8-41cc-958b-e221dde8b8ce,5,1.1
117,1,"['1990_a1e51c76-c6bd-4896-8514-49cff54debf3_hip-hop', 'jpg']",hip-hop,a1e51c76-c6bd-4896-8514-49cff54debf3,5,1.1
118,0,"['1990_a3f6ce4b-e114-4c01-b77e-635ad7342ff7_country', 'jpg']",country,a3f6ce4b-e114-4c01-b77e-635ad7342ff7,5,1.1
119,1,"['1990_a517e4b9-a039-4fa9-a46d-dec006128ed4_rock', 'jpg']",rock,a517e4b9-a039-4fa9-a46d-dec006128ed4,5,1.1
120,0,"['1990_a54c2292-9140-467a-936e-ecc70c150958_rock', 'jpg']",rock,a54c2292-9140-467a-936e-ecc70c150958,5,1.1
121,0,"['1990_a8783f01-a564-467d-bc81-1260728da3f7_country', 'jpg']",country,a8783f01-a564-467d-bc81-1260728da3f7,5,1.1
122,0,"['1990_aaed0919-e6ca-4ddb-8429-def78a915708_electronic', 'jpg']",electronic,aaed0919-e6ca-4ddb-8429-def78a915708,5,1.1
123,1,"['1990_ad5385a4-a758-4c89-8dad-23627c14227c_pop', 'jpg']",pop,ad5385a4-a758-4c89-8dad-23627c14227c,5,1.1
124,0,"['1990_adf4f565-1d20-407b-99d9-1ed9211a2a3e_country', 'jpg']",country,adf4f565-1d20-407b-99d9-1ed9211a2a3e,5,1.1
125,1,"['1990_adfc65f7-ca14-4144-9dda-e845179be452_pop', 'jpg']",pop,adfc65f7-ca14-4144-9dda-e845179be452,5,1.1
126,1,"['1990_ae103b0a-b932-4009-acb6-388db1cf890b_hip-hop', 'jpg']",hip-hop,ae103b0a-b932-4009-acb6-388db1cf890b,5,1.1
127,2,"['1990_afefd905-f5f1-411a-804b-e3cf717696d9_country', 'jpg']",country,afefd905-f5f1-411a-804b-e3cf717696d9,5,1.1
128,0,"['1990_b04b0345-0ef9-4832-90b7-6218df8d5cd0_country', 'jpg']",country,b04b0345-0ef9-4832-90b7-6218df8d5cd0,5,1.1
129,1,"['1990_b105debf-2ace-4f5d-ad98-b62253c38348_hip-hop', 'jpg']",hip-hop,b105debf-2ace-4f5d-ad98-b62253c38348,5,1.1
130,4,"['1990_b232fc92-358f-3f9c-94fd-bdec54857a6b_rock', 'jpg']",rock,b232fc92-358f-3f9c-94fd-bdec54857a6b,5,1.1
131,1,"['1990_b2c1bd3f-b0b1-49c7-ae5b-b5a01057a9e5_hip-hop', 'jpg']",hip-hop,b2c1bd3f-b0b1-49c7-ae5b-b5a01057a9e5,5,1.1
132,0,"['1990_b5aaf2be-7bab-3037-863a-08c962a6e84a_rock', 'jpg']",rock,b5aaf2be-7bab-3037-863a-08c962a6e84a,5,1.1
133,0,"['1990_b88a2c3c-f3b6-4774-b44b-6661b1263a34_rock', 'jpg']",rock,b88a2c3c-f3b6-4774-b44b-6661b1263a34,5,1.1
134,2,"['1990_b8c961e4-f1b8-44e6-9f32-2f664c035273_pop', 'jpg']",pop,b8c961e4-f1b8-44e6-9f32-2f664c035273,5,1.1
135,2,"['1990_b95a9e4f-fcbe-4e27-8714-da0e91600627_pop', 'jpg']",pop,b95a9e4f-fcbe-4e27-8714-da0e91600627,5,1.1
136,1,"['1990_bccd4a66-5c02-4141-8c41-db35f6c92746_country', 'jpg']",country,bccd4a66-5c02-4141-8c41-db35f6c92746,5,1.1
137,1,"['1990_bf281612-4ba0-4fc0-bc70-e4fe0bcc2508_electronic', 'jpg']",electronic,bf281612-4ba0-4fc0-bc70-e4fe0bcc2508,5,1.1
138,3,"['1990_bfb8af5c-7571-4083-a6ea-c5ea2eabcc06_rock', 'jpg']",rock,bfb8af5c-7571-4083-a6ea-c5ea2eabcc06,5,1.1
139,1,"['1990_c017c011-95c6-4c26-b361-c9b81f0e8e9b_pop', 'jpg']",pop,c017c011-95c6-4c26-b361-c9b81f0e8e9b,5,1.1
140,0,"['1990_c35686be-b368-47b9-a360-6f388bfe3a39_pop', 'jpg']",pop,c35686be-b368-47b9-a360-6f388bfe3a39,5,1.1
141,0,"['1990_c3a2c636-cd9c-366a-87de-479f6ed66451_rock', 'jpg']",rock,c3a2c636-cd9c-366a-87de-479f6ed66451,5,1.1
142,1,"['1990_c40e2a12-1bb4-3896-add2-7f1cef611395_electronic', 'jpg']",electronic,c40e2a12-1bb4-3896-add2-7f1cef611395,5,1.1
143,1,"['1990_c40e2a12-1bb4-3896-add2-7f1cef611395_pop', 'jpg']",pop,c40e2a12-1bb4-3896-add2-7f1cef611395,5,1.1
144,1,"['1990_c5ab1be4-7fd6-4a75-bd0d-26350c9fc359_rock', 'jpg']",rock,c5ab1be4-7fd6-4a75-bd0d-26350c9fc359,5,1.1
145,0,"['1990_c65a8887-a17a-4141-a826-4eef10f4dc48_pop', 'jpg']",pop,c65a8887-a17a-4141-a826-4eef10f4dc48,5,1.1
146,3,"['1990_c86cab28-4f26-4949-8cdd-115eb6d16509_hip-hop', 'jpg']",hip-hop,c86cab28-4f26-4949-8cdd-115eb6d16509,5,1.1
147,1,"['1990_c931fd3f-defc-49a3-957c-df1889a53a0c_country', 'jpg']",country,c931fd3f-defc-49a3-957c-df1889a53a0c,5,1.1
148,0,"['1990_c9385eef-8e0c-4371-9cb3-11bb12d31552_electronic', 'jpg']",electronic,c9385eef-8e0c-4371-9cb3-11bb12d31552,5,1.1
149,5,"['1990_ca1e3bf5-cc3a-433c-972f-0bff815a628f_country', 'jpg']",country,ca1e3bf5-cc3a-433c-972f-0bff815a628f,5,1.1
150,3,"['1990_cae910ef-a55e-4701-8d03-e0c78370033e_electronic', 'jpg']",electronic,cae910ef-a55e-4701-8d03-e0c78370033e,5,1.1
151,0,"['1990_cc165e34-35ed-49b1-ad57-d6ee5ee3c462_hip-hop', 'jpg']",hip-hop,cc165e34-35ed-49b1-ad57-d6ee5ee3c462,5,1.1
152,0,"['1990_cfbf6161-2d41-44c1-9557-7ed55b62e30c_rock', 'jpg']",rock,cfbf6161-2d41-44c1-9557-7ed55b62e30c,5,1.1
153,0,"['1990_d2eb8894-6ca3-488e-8359-f2a519ae6d0e_rock', 'jpg']",rock,d2eb8894-6ca3-488e-8359-f2a519ae6d0e,5,1.1
154,1,"['1990_d3f43588-934f-359e-9fba-815e7b236f63_pop', 'jpg']",pop,d3f43588-934f-359e-9fba-815e7b236f63,5,1.1
155,0,"['1990_d57786d7-6c7b-4be5-8daf-7eef1caeb211_hip-hop', 'jpg']",hip-hop,d57786d7-6c7b-4be5-8daf-7eef1caeb211,5,1.1
156,0,"['1990_d7bd5278-6a18-4542-a1be-34ab59d050b7_country', 'jpg']",country,d7bd5278-6a18-4542-a1be-34ab59d050b7,5,1.1
157,0,"['1990_d8e9e0f9-7ced-4176-a935-cfac17409d10_rock', 'jpg']",rock,d8e9e0f9-7ced-4176-a935-cfac17409d10,5,1.1
158,0,"['1990_db41cd14-71ac-4ddf-a1bd-b0d250f5cc83_hip-hop', 'jpg']",hip-hop,db41cd14-71ac-4ddf-a1bd-b0d250f5cc83,5,1.1
159,0,"['1990_dcf83f5c-887f-488c-b97c-fcfff2dd4780_hip-hop', 'jpg']",hip-hop,dcf83f5c-887f-488c-b97c-fcfff2dd4780,5,1.1
160,1,"['1990_de380af8-55ea-4960-9331-9dbd7a15cffb_pop', 'jpg']",pop,de380af8-55ea-4960-9331-9dbd7a15cffb,5,1.1
161,0,"['1990_de3ea3dd-8bda-47d5-9059-59dadb11ab7c_rock', 'jpg']",rock,de3ea3dd-8bda-47d5-9059-59dadb11ab7c,5,1.1
162,0,"['1990_dffd5e13-aa0d-38f0-9680-1582ab07c43e_rock', 'jpg']",rock,dffd5e13-aa0d-38f0-9680-1582ab07c43e,5,1.1
163,1,"['1990_e0622f3a-e4cf-45be-bd7c-eac09c37340e_rock', 'jpg']",rock,e0622f3a-e4cf-45be-bd7c-eac09c37340e,5,1.1
164,0,"['1990_e18b4236-431e-4e35-9e3e-90d9c8d52e73_pop', 'jpg']",pop,e18b4236-431e-4e35-9e3e-90d9c8d52e73,5,1.1
165,0,"['1990_e46d2278-4024-40d5-b031-28d0c03d58e3_country', 'jpg']",country,e46d2278-4024-40d5-b031-28d0c03d58e3,5,1.1
166,1,"['1990_e5a02e19-90e8-4a2f-9722-e445ea420326_hip-hop', 'jpg']",hip-hop,e5a02e19-90e8-4a2f-9722-e445ea420326,5,1.1
167,0,"['1990_e6376c80-19a7-4f32-a0e7-f3afacf341af_electronic', 'jpg']",electronic,e6376c80-19a7-4f32-a0e7-f3afacf341af,5,1.1
