Dateiname,Tag1,Tag1_P,Tag2,Tag2_P,Tag3,Tag3_P,Tag4,Tag4_P,Tag5,Tag5_P
2004_a5727d40-4f38-49df-a3f0-13b619ed4814_hip-hop.jpg;people,0.9886,man,0.9762578,portrait,0.97365713,rap,0.96844435,adult,0.9332711,
2004_b32b3292-55db-4883-adaf-786171f381a1_pop.jpg;people,0.9827435,woman,0.96467924,man,0.96106696,adult,0.9513489,group,0.9226812,
2004_bbfd46c9-8647-473d-8382-917920724ea1_rock.jpg;woman,0.99028933,adult,0.9765738,monochrome,0.97512543,people,0.97503126,fashion,0.9637464,
2004_be4c8191-7b29-4667-98ff-962059c3c486_hip-hop.jpg;tree,0.98945165,people,0.9793449,man,0.9720696,environment,0.9705646,nature,0.9648991,
2004_c4cf23d5-c0f6-49f8-b892-87f044f377e1_hip-hop.jpg;illustration,0.9910332,retro,0.97661674,print,0.9704933,vintage,0.9613148,man,0.95493656,
2004_cdd3e963-3ef7-484e-b266-3f2d5d631b3b_pop.jpg;vertical,0.9397476,old,0.9353889,outdoors,0.92682856,horizontal,0.9173227,wood,0.91705704,
2004_d145e18a-6cbe-434b-82fe-dd680d45b060_pop.jpg;portrait,0.99169314,people,0.9904307,adult,0.9861615,man,0.9703437,one,0.9614513,
2004_d22a36ce-2a5d-48d3-a3f6-4c226a8fac26_pop.jpg;casino,0.997107,gambling,0.9954872,slot,0.9945663,luck,0.98979414,chance,0.98521733,
2004_d9d6d2d0-8552-4c12-982d-49cc6a4d7a7e_pop.jpg;people,0.97569394,man,0.92159176,vehicle,0.9183538,communication,0.91219515,adult,0.9003751,
2004_db04b015-973a-4fe4-8b1a-2ac0ce0a248e_pop.jpg;woman,0.9811009,nature,0.958753,pretty,0.93331826,young,0.92946345,relaxation,0.92935425,
2004_db1f317d-7c44-474b-9be6-3302eb52fcb2_country.jpg;no person,0.990072,retro,0.94349074,empty,0.9110377,picture frame,0.89375997,design,0.8922627,
2004_e90554b3-6ad4-4359-b917-85a22fcc0753_pop.jpg;abstract,0.97184634,illustration,0.96761966,vector,0.94080305,no person,0.92870027,splash,0.92338216,
2004_ea074fb8-888d-42a0-b2f9-d73b0039f5c0_rock.jpg;people,0.99998146,group,0.9963995,print,0.996086,adult,0.995726,man,0.9828907,
2004_f4bf1058-372d-42c2-bcd0-d1a501cf1428_electronic.jpg;vehicle,0.9892714,weather,0.9864253,aircraft,0.9833938,sky,0.9815719,airplane,0.9785209,
2005_091786c8-db0d-4ce9-8a60-f13bda4abfd9_hip-hop.jpg;people,0.99289846,actor,0.98605716,recreation,0.9802203,portrait,0.9759713,one,0.95753014,
2005_0b98781c-a8ec-4a9e-a4ed-0fdfd1033ced_hip-hop.jpg;no person,0.9409418,people,0.9351478,portrait,0.92261785,veil,0.91586745,retro,0.9153029,
2005_0f69648e-04c6-3082-9cd2-f973cb191781_rock.jpg;illustration,0.9484205,painting,0.93694437,winter,0.90359724,snow,0.8935667,people,0.891392,
2005_1915dbf5-31f1-486d-891d-9bdc92935cd9_hip-hop.jpg;bill,0.99054855,people,0.9757886,illustration,0.972924,adult,0.9574257,graffiti,0.93507063,
2005_22c7b8ee-a6a6-4818-a9a7-843fbb2c9d03_pop.jpg;people,0.98868144,text,0.9629762,man,0.95143414,print,0.9425744,illustration,0.93118227,
2005_240fd4f6-217a-47f3-a81a-90a08d4cc360_hip-hop.jpg;people,0.99606633,bill,0.9718827,man,0.9685316,adult,0.96191895,one,0.955011,
2005_25b6299e-1ab1-440b-b204-5306b399d5c6_hip-hop.jpg;people,0.9627931,travel,0.93451214,city,0.91325605,architecture,0.9071189,crowd,0.8899864,
2005_26f618e5-3259-4e4e-94ca-5df54bd1469d_electronic.jpg;isolated,0.9740542,silhouette,0.9361319,weapon,0.9262858,danger,0.9224403,desktop,0.910648,
2005_30214efe-bc85-48c3-b5a1-39d50fd3dd11_rock.jpg;no person,0.9936855,shining,0.98201513,luxury,0.97758174,ornate,0.9621701,elegant,0.9420413,
2005_3a131446-032a-4190-a101-72f85d65a5bb_hip-hop.jpg;people,0.9574671,man,0.9557798,adult,0.9534271,portrait,0.95262164,one,0.8573327,
2005_489287ff-44ee-4e14-9653-3a257980d728_pop.jpg;portrait,0.9979218,man,0.99743235,people,0.99691045,adult,0.99049675,facial hair,0.9745643,
2005_6692240d-55c2-471f-8b9e-f4b5f575e2d1_rock.jpg;adult,0.9836538,people,0.98207265,man,0.97817713,woman,0.9630911,togetherness,0.9399606,
2005_6ac9f4c6-3f11-44e6-872a-5ae6fa8b15fe_electronic.jpg;signalise,0.9468187,sign,0.9392779,illustration,0.93749595,vector,0.93562496,business,0.9272524,
2005_6eb585f4-b80c-452a-9bc5-149ad3b90e78_rock.jpg;Halloween,0.9867557,vicious,0.9856155,horror,0.9853997,danger,0.9693898,Satan,0.9674252,
2005_71330c9f-b5d1-4204-9fa0-c0cc63d4054e_hip-hop.jpg;vertical,0.9860365,people,0.9857782,man,0.97925234,adult,0.9785025,bill,0.96483684,
2005_73432ed1-f2c5-47cb-8bcd-cf4970a73bad_electronic.jpg;no person,0.9932573,adult,0.98099375,people,0.98043513,one,0.9735931,woman,0.96753275,
2005_776dd212-5050-4c76-88bc-089d9a51369d_hip-hop.jpg;people,0.9861994,man,0.9768138,lid,0.96799046,one,0.9533726,door,0.9497652,
2005_78e0a82c-f6e3-45fe-8f5c-190ae91bf357_rock.jpg;people,0.9805438,recreation,0.93190986,woman,0.9264319,sexy,0.91108227,one,0.90935415,
2005_7f634e83-03a4-4ef1-aaa2-b520e4415e6b_rock.jpg;man,0.97986096,people,0.9656331,no person,0.9547148,music,0.9205817,dark,0.91526866,
2005_8c7383c8-2020-4cae-9a6e-74acbb22c7bf_country.jpg;vertical,0.9832957,people,0.97557604,illustration,0.9579566,adult,0.9376234,portrait,0.93633723,
2005_96ec45d1-859f-4179-a59c-d7b4faef77f0_rock.jpg;no person,0.9902513,wood,0.9790195,architecture,0.97474873,house,0.96463513,old,0.9569411,
2005_98450cf0-1972-403c-ab5f-318003cc6c6c_hip-hop.jpg;indoors,0.9907964,people,0.9722638,adult,0.96757644,sitting,0.9641635,business,0.9541615,
2005_a42b2f39-dd6c-4db0-896f-456d2ad0c474_hip-hop.jpg;outdoors,0.9451872,people,0.9392558,travel,0.9366772,art,0.9303348,horizontal,0.91958815,
2005_aae883ce-905d-4b1b-8440-037e4102bf7a_country.jpg;people,0.9968854,famous,0.96943307,person,0.93085885,fame,0.9260961,pop,0.91680413,
2005_abba4d7c-b9d5-3259-b4d9-fe43a6f23c30_pop.jpg;people,0.9775046,retro,0.95475066,man,0.9491824,blood,0.934289,adult,0.93415976,
2005_ca485ab0-da87-4fdf-9564-6664f23a7945_rock.jpg;print,0.9994743,art,0.99600005,people,0.9940911,illustration,0.9932611,vintage,0.9903663,
2005_d05c7c9a-a636-4b12-ac6b-c1de3a56bc65_pop.jpg;woman,0.9939189,fashion,0.992483,sexy,0.98846155,glamour,0.9832057,girl,0.98095584,
2005_d17140f6-62b7-4fc6-a066-907be5f6e70c_rock.jpg;people,0.9889344,museum,0.9327557,exhibition,0.9211134,music,0.89651334,sign,0.8889736,
2005_d1918911-da23-4c5b-8a1d-31c69731110b_hip-hop.jpg;illustration,0.99402833,people,0.9875524,man,0.9853374,adult,0.9601713,art,0.94576705,
2005_ede858b2-0b08-4944-bc2e-88dc50f8ba9f_pop.jpg;outdoors,0.99305737,woman,0.9781733,people,0.9611092,horizontal,0.9600116,fashion,0.9520534,
2005_f03e1045-590b-3853-8b75-0fc0e6698187_country.jpg;illustration,0.9974214,horizontal,0.9669107,no person,0.96671635,paper,0.96336055,people,0.95646477,
2005_fa0d5bfc-58c9-43c2-aea3-fa0edb56e83f_country.jpg;vertical,0.97953117,wealth,0.94744337,gold,0.9180731,horizontal,0.8629682,decoration,0.85578537,
2005_fc648794-6666-4a13-83e3-0f20dc8a4c0c_electronic.jpg;business,0.94152087,architecture,0.937204,desktop,0.92244864,no person,0.9212034,elevated,0.86362636,
2006_01bbbb06-115a-4993-b28e-9e30dea19184_country.jpg;people,0.9985928,adult,0.99085987,man,0.99022603,woman,0.9736687,togetherness,0.9529958,
2006_07209a3d-955d-4889-ac8a-8b54a0f744d3_hip-hop.jpg;water,0.970242,nature,0.9617274,illustration,0.94361615,silhouette,0.9380022,reflection,0.92668456,
2006_1deab224-1c7c-45b1-a081-8f9f4655c0fe_hip-hop.jpg;people,0.9425203,woman,0.92802405,street,0.9241111,dark,0.9187436,light,0.90381545,
2006_2531f259-9f0e-4424-9c5b-e2275bd42239_pop.jpg;woman,0.9860866,fashion,0.98043954,adult,0.97951245,sexy,0.9757687,portrait,0.97549415,
2006_2c8efc87-84d5-4519-8898-934c82c6bf46_rock.jpg;vertical,0.9805269,illustration,0.97965723,text,0.9748678,people,0.9746808,old,0.9734754,
2006_2ef79631-26b6-4b63-b55c-8863394003cc_electronic.jpg;painting,0.9676225,people,0.965568,no person,0.96319234,adult,0.93480504,woman,0.92627716,
2006_39790482-0def-4b62-8daf-7cb8051aa71b_electronic.jpg;abstract,0.9648743,dark,0.9543984,desktop,0.94622123,illustration,0.94164777,motion,0.9285363,
2006_441a4aea-4451-419a-98dc-2b5fe242dc04_electronic.jpg;illustration,0.93217516,pattern,0.9304223,abstract,0.9283018,design,0.9278882,art,0.9001514,
2006_45090fb9-77ab-3a0f-b6fd-37f6db33c2aa_rock.jpg;illustration,0.9581232,design,0.94580436,vector,0.9375895,abstract,0.93645495,desktop,0.9315243,
2006_47c4a416-cf8b-44b2-ae05-7f810c6e149e_electronic.jpg;retro,0.98444647,vintage,0.97668415,old,0.97138715,paper,0.96900606,art,0.9607046,
2006_49133b41-e394-34cd-91b0-3795f9208bf3_electronic.jpg;fall,0.98124766,painting,0.9785689,stain,0.97612655,leaf,0.9761259,brush,0.97075105,
2006_4d7cc51a-28fe-4f4c-8b5a-f91a12ee00e3_electronic.jpg;people,0.9991236,portrait,0.99833524,one,0.9929641,adult,0.9922414,man,0.99211407,
2006_4e390c3e-a1eb-4e20-9679-8d52ca76dee6_hip-hop.jpg;man,0.97712445,people,0.9659375,industry,0.96180165,safety,0.95420444,helmet,0.95227396,
2006_57172fbc-f0dd-4a14-9e97-d7d366f90e01_electronic.jpg;illustration,0.99488974,people,0.95904493,horizontal,0.93796813,adult,0.9221507,indoors,0.91247404,
2006_650ae81b-89d2-46cf-a3f6-be34046a7303_hip-hop.jpg;outdoors,0.98606884,snow,0.9666288,water,0.9574564,ice,0.95543754,landscape,0.94514745,
2006_69ffac87-4f95-47ba-8826-a9ae8e643f61_electronic.jpg;illustration,0.98881376,retro,0.9841888,old,0.95722497,vintage,0.937901,bill,0.92622256,
2006_6a76b16c-be39-3175-a4e8-8ed2ac969a6d_rock.jpg;retro,0.9854221,illustration,0.9614129,vintage,0.95707166,set,0.950994,desktop,0.9390485,
2006_6a902bb8-31bd-32a9-bef2-31cdfff84082_pop.jpg;bowed stringed instrument,0.9696337,wood,0.96667504,illustration,0.9636035,horizontal,0.9624061,equipment,0.9563184,
2006_6bb236f1-4c11-3308-bae0-804a90ae347b_pop.jpg;people,0.956275,woman,0.95021355,travel,0.882439,summer,0.8744488,street,0.86513156,
2006_7e1cceaf-cfe8-44a5-bc4e-35505940e8f6_country.jpg;people,0.98538804,music,0.9805856,adult,0.9803189,one,0.9777529,man,0.97684836,
2006_823d0afc-b1ff-4be2-b995-47565a417005_pop.jpg;woman,0.98790795,adult,0.97104573,indoors,0.96749616,people,0.96738553,portrait,0.9558188,
2006_82f14d3d-094c-4c93-8892-51d5099f6872_rock.jpg;illustration,0.9754604,vertical,0.9569469,danger,0.95201904,monochrome,0.94888693,horizontal,0.92039454,
2006_84d537c0-bc24-43dc-ba55-377c25e9c17a_rock.jpg;illustration,0.9815823,people,0.9330938,outdoors,0.9242644,vector,0.9056993,transportation system,0.89685553,
2006_9393e707-e105-42b5-aaac-c2a524a7a589_country.jpg;people,0.9959253,adult,0.9866366,man,0.979429,portrait,0.949206,vertical,0.91996455,
2006_97b97ec9-8b73-3a0d-aa3c-bd5ae117453e_electronic.jpg;abandoned,0.9862212,dirty,0.9790389,military,0.97855675,old,0.9728663,rusty,0.9723251,
2006_9820fea9-39da-3e96-830a-202b6cde8253_pop.jpg;education,0.9902891,school,0.98791003,woman,0.9851678,adult,0.98472863,people,0.9811607,
2006_a047b949-977d-4f8e-ad97-c7fdd621fe79_hip-hop.jpg;illustration,0.98479545,no person,0.97826684,text,0.95398986,people,0.92738736,print,0.9196737,
2006_af3388d9-3416-4dfc-9453-8927f5b0a0bf_electronic.jpg;dirty,0.98049283,retro,0.96877664,old,0.9629612,no person,0.9616045,art,0.9587712,
2006_afdcccfe-5188-4718-b238-a6145487afba_pop.jpg;portrait,0.98590535,people,0.97666985,woman,0.9749849,fashion,0.96227825,young,0.9542155,
2006_b0beb1c8-1ed7-3dda-a77a-ad48fde73104_pop.jpg;illustration,0.9964355,people,0.9839325,painting,0.98284054,no person,0.97915316,art,0.97855794,
2006_b5d8192f-6924-4e2c-952b-b10b69eb2cfa_electronic.jpg;no person,0.99031043,addiction,0.9725819,medicine,0.91615295,healthcare,0.9153728,nature,0.898456,
2006_bb572612-98ed-4cea-8893-2cdc5dee7c81_country.jpg;people,0.98550737,woman,0.9845679,room,0.9735792,indoors,0.9692079,furniture,0.9528116,
2006_bd18c7e3-7248-4f68-90f7-f5f0c4c491ac_country.jpg;music,0.9998435,piano,0.9995542,musician,0.9994093,concert,0.9980397,performance,0.99223614,
2006_cc491072-7ed0-40c1-a36b-4499e86de2b5_hip-hop.jpg;car,0.9987062,vehicle,0.9909557,people,0.9885974,transportation system,0.98085356,adult,0.9703702,
2006_d61a6676-7851-4a10-811a-cb9aaed06d23_pop.jpg;people,0.9635606,man,0.94161856,old,0.9362788,retro,0.90618414,dirty,0.9038335,
2006_daf41569-527f-4ab1-8cda-d28a438873cc_electronic.jpg;outdoors,0.9972145,horizontal plane,0.99034345,landscape,0.9895342,nature,0.9816338,sky,0.9668219,
2006_dd54d9da-975d-4b47-bbc4-c809f99f9426_country.jpg;illustration,0.96082807,silhouette,0.9598016,people,0.95730054,woman,0.9560393,adult,0.89138836,
2006_e30870f0-4c78-4465-98ed-40077948a650_rock.jpg;dirty,0.9896855,illustration,0.97956455,abstract,0.97757477,pattern,0.9715632,old,0.9713491,
2006_e403facd-913e-4ab4-a8b4-d397c79550e2_electronic.jpg;recreation,0.9972005,wear,0.987129,people,0.9814297,woman,0.9785961,adult,0.97769445,
2006_e8bd2c33-ff7d-40dd-84ba-c016d8d08c7b_country.jpg;people,0.99419343,woman,0.946269,adult,0.9423696,group,0.9373915,man,0.9357374,
2006_efe4802f-5faf-39b2-8e62-ea01b9906460_country.jpg;people,0.9948551,lid,0.98410046,sit,0.98321325,man,0.981542,adult,0.97841406,
2006_f7b5f3c0-a688-4433-85bf-f478ddf5edff_hip-hop.jpg;bill,0.990454,illustration,0.9861717,text,0.9800434,graffiti,0.9782623,dirty,0.96627665,
2007_0194abe3-f137-3757-b639-2566af63036d_electronic.jpg;dirty,0.9675441,illustration,0.965269,retro,0.94585776,vertical,0.9431458,man,0.94233507,
2007_07d28133-913d-4121-9f5a-a96f991c3733_electronic.jpg;connection,0.9954505,wire,0.9926977,technology,0.9847082,stopper,0.98357075,switch,0.9759916,
2007_13742f8b-d981-48b5-b1e0-1acb3e21d520_electronic.jpg;no person,0.9750718,illustration,0.90516263,technology,0.90502226,ball-shaped,0.90356386,bright,0.8984555,
2007_14ccf0a8-9085-4713-97f9-e9da16dbed2f_electronic.jpg;water,0.99702585,no person,0.9951391,travel,0.9808576,sea,0.9729794,beach,0.96223634,
2007_163ecae4-6bb7-479d-8e90-92aa03cb79bc_country.jpg;people,0.99179757,man,0.9737301,portrait,0.9611882,famous,0.9474055,person,0.9462069,
2007_17a635c3-c8ec-4dbd-a438-5e540d49e3a3_pop.jpg;competition,0.9912791,people,0.9897773,soccer,0.9830546,outdoors,0.98092407,man,0.97047615,
2007_24a08714-2e03-4798-b739-d9a2cc5bf5f2_pop.jpg;fashion,0.9962492,woman,0.99389255,portrait,0.98014104,glamour,0.97856575,sexy,0.96014607,
2007_29f32ce1-8b4c-4757-bd11-d9a072fc11db_rock.jpg;illustration,0.974494,vector,0.9668562,desktop,0.9593587,design,0.95563704,decoration,0.95399356,
2007_331b3e8d-c13d-4664-b066-2c455c77ffd2_country.jpg;man,0.9923693,people,0.98158884,fun,0.9635253,adult,0.9228795,celebration,0.91104186,
2007_3a2c6c46-5b25-4690-8bde-d4ce9f4d211f_hip-hop.jpg;people,0.997185,adult,0.9928794,illustration,0.98982847,portrait,0.9865103,one,0.97732764,
2007_3a65e08a-a077-4fcf-b81b-901fa9104fc8_rock.jpg;people,0.9823928,illustration,0.9536294,man,0.94828564,text,0.93749154,print,0.89105,
2007_3bfea784-6dfd-48bc-9f0a-c280d591f8f9_pop.jpg;people,0.9498254,one,0.93864065,business,0.9285406,adult,0.8818054,festival,0.8778094,
2007_3e5abaf6-faca-4d56-b272-d6931e1bd164_country.jpg;woman,0.996184,beautiful,0.9922699,fashion,0.9896487,pretty,0.9862226,young,0.9798378,
2007_437a177e-71a7-4cc3-9af4-f6fad7636fdc_pop.jpg;people,0.95250225,eyesight,0.93799424,woman,0.93504333,lipstick,0.9338215,mouth,0.93337774,
2007_47949ab9-3cbd-4fe0-8e6a-46539a6cae80_electronic.jpg;nature,0.98533916,leaf,0.98135364,flower,0.96274483,season,0.9615177,flora,0.9583309,
2007_4eb56cea-ca17-4f14-bf98-cfdef3947c7f_hip-hop.jpg;illustration,0.9746616,vector,0.95706946,retro,0.9559297,art,0.9549593,design,0.9518594,
2007_60e1752d-8eb1-4b53-a2f1-0f3c4226e25d_pop.jpg;wall,0.9935609,art,0.9928861,painting,0.9828007,graffiti,0.9810276,desktop,0.9760855,
2007_6acf7da7-d6e5-4a92-b160-5efe87ed68a7_pop.jpg;group,0.98326015,man,0.97561353,music,0.97233534,people,0.96951735,party,0.90285474,
2007_79373ec3-88b1-4186-815c-1633b0011f75_electronic.jpg;aircraft,0.99736506,airplane,0.98948735,technology,0.98051405,people,0.9714786,no person,0.9619857,
2007_7cef5d37-90ac-4b7e-8e76-31a02363f431_hip-hop.jpg;people,0.9755495,man,0.95504427,street,0.92200184,adult,0.920197,transportation system,0.9028613,
2007_805e1717-04f2-39c2-86fb-64d036d63c11_country.jpg;people,0.9613488,wear,0.8863062,child,0.8809935,woman,0.8808389,adult,0.86833715,
2007_81e0d103-5fbe-4765-8c75-8ba33c30b36b_country.jpg;no person,0.9732655,window,0.957734,dark,0.93570095,glass items,0.9352282,picture frame,0.93460834,
2007_97f5ade7-e87d-480c-a956-cab764c0a6bf_country.jpg;music,0.98623526,dirty,0.9669448,people,0.94827676,no person,0.9341867,indoors,0.9191455,
2007_9f33230f-a517-467e-bf7a-dcd13d3e3a71_pop.jpg;people,0.97978336,creativity,0.97791255,illustration,0.9745781,horizontal,0.9714924,art,0.95616937,
2007_a1307a83-8a01-4e6c-9b69-ba1aa01b9171_country.jpg;no person,0.9595345,symbol,0.95573056,illustration,0.92866564,round out,0.89191365,retro,0.8891686,
2007_a5d1ef39-09af-45ea-a3d7-8af0a91a691a_hip-hop.jpg;people,0.99490315,portrait,0.97662264,man,0.9752617,adult,0.96706444,illustration,0.95868254,
2007_b12c60d7-80c9-4391-b885-22dd289759e7_hip-hop.jpg;people,0.97162783,man,0.94957924,portrait,0.9481174,police,0.9311309,adult,0.9305329,
2007_bd10b986-eca8-40a9-8ded-dd7804d271fb_hip-hop.jpg;people,0.9963325,adult,0.98696315,man,0.9747672,sit,0.93450844,music,0.9183889,
2007_c98a6b0b-dc91-431c-9be1-bbbc74833642_pop.jpg;man,0.97360283,achievement,0.9680176,pride,0.96746635,people,0.96535695,business,0.94460046,
2007_cc32d408-de18-4a62-a74e-e5f222582d4c_hip-hop.jpg;text,0.95280457,people,0.9424041,business,0.94116294,man,0.86291355,illustration,0.8588237,
2007_e3c33f03-3324-3ace-b5e2-887dba7795fd_pop.jpg;people,0.99639165,adult,0.9910368,one,0.9873825,furniture,0.9868033,woman,0.9725601,
2007_e4345f70-efb0-4d01-9add-6f8ca578ed4a_hip-hop.jpg;people,0.9923439,adult,0.9674774,man,0.9666285,one,0.92821705,illustration,0.9219601,
2007_e50d6802-fa4c-474f-a003-1d00b89f73c3_electronic.jpg;outdoors,0.9693344,no person,0.96008515,nature,0.92573607,dirty,0.9178852,wet,0.8888587,
2007_ee553dec-4f1a-4d55-8146-32151ee4a466_country.jpg;car,0.9972296,transportation system,0.9880585,road,0.97183347,vehicle,0.95949733,traffic,0.9577165,
2007_eefa6f79-d77c-4030-a6ac-52b8e751d38d_electronic.jpg;people,0.9749235,man,0.97325194,portrait,0.9720628,adult,0.9704137,woman,0.91468,
2007_f6b46dc2-2be1-46c4-b50e-e1ff9300e83a_pop.jpg;illustration,0.9905505,skull,0.99031955,guitar,0.98961926,horror,0.97765106,music,0.9754976,
2008_09d13236-51ed-458a-b752-832868623f04_hip-hop.jpg;horror,0.9978583,Halloween,0.9953711,vicious,0.9950768,skittish,0.98841757,tattoo,0.9833728,
2008_15954da7-7d95-4813-abfe-b7c61e4d0975_hip-hop.jpg;sunset,0.97132087,no person,0.9569309,nature,0.95290756,travel,0.9522152,outdoors,0.9443296,
2008_16c2685c-36cd-475f-bfaf-8ceb8bbd95ee_pop.jpg;child,0.9963174,cute,0.992144,fun,0.9864225,summer,0.9832127,woman,0.97693783,
2008_1cd772fd-838a-4a20-b1d7-f6d40877a60b_rock.jpg;adult,0.9924878,man,0.9896505,people,0.9875617,portrait,0.98432976,horizontal,0.9816359,
2008_2251575e-382f-49f3-8778-2fd3b731db2c_country.jpg;people,0.9956529,adult,0.97722673,one,0.94625485,woman,0.94543976,monochrome,0.92752,
2008_4157e946-dc6d-44bf-b9b5-ecfef34ed73c_electronic.jpg;illustration,0.972443,desktop,0.9481419,symbol,0.94810563,disjunct,0.94567305,heart,0.94066226,
2008_6155451e-57a5-4ce0-9a91-8a119fbe59cb_hip-hop.jpg;people,0.9807694,sit,0.9694598,indoors,0.9671968,man,0.96466357,outdoors,0.9440336,
2008_61fccb9b-a912-4875-8c86-d889518179c9_country.jpg;people,0.9848472,popularity,0.9499676,person,0.94102395,man,0.9229907,famous,0.9171517,
2008_6312f231-415c-4317-b145-460edfce1806_hip-hop.jpg;portrait,0.98732626,man,0.9863775,people,0.9863471,one,0.96943974,adult,0.9660371,
2008_72c77ef7-aa04-44b2-ada4-ebb718bf53ac_country.jpg;woman,0.9941014,girl,0.98275775,beautiful,0.98173493,pretty,0.97867644,young,0.9721756,
2008_7db4927b-6dd8-4e78-abc5-ba51ff5cd9d5_country.jpg;girl,0.9851712,woman,0.98329306,beautiful,0.9738002,person,0.96606123,fashion,0.961234,
2008_853dc35d-8f09-345e-81e7-cee78e6a5c34_pop.jpg;hanging,0.98083556,mannequin,0.97025716,window,0.964022,people,0.95118177,indoors,0.9371649,
2008_86c91629-9d6c-416b-8b2e-3ba4e6ed0b07_hip-hop.jpg;music,0.98333704,performance,0.9701022,people,0.9651501,musician,0.94025314,populace,0.8814316,
2008_8fbf22dc-2393-405b-a6d1-71a7e87cfd08_electronic.jpg;illustration,0.991438,robot,0.96860266,cyborg,0.949119,sketch,0.94744873,sport,0.9365802,
2008_9116ee21-a76f-4322-bbef-7545ad3155f7_hip-hop.jpg;text,0.959765,bill,0.95070803,illustration,0.9403372,art,0.9396797,people,0.9190419,
2008_954f8d9c-b667-4f3b-a6e0-1e00da7e2371_rock.jpg;illustration,0.98729014,dirty,0.98160815,retro,0.9753299,graffiti,0.97468245,man,0.9662659,
2008_a01c4390-05eb-4192-9f7c-e1a1e5246e96_electronic.jpg;science,0.9827193,no person,0.96914315,space,0.91348517,technology,0.895326,motion,0.89288974,
2008_a57ef7f3-7cc3-4552-b945-778531ce0c61_electronic.jpg;blur,0.9941751,illuminated,0.9870162,light,0.9763065,traffic,0.9714887,no person,0.963857,
2008_ac3c348f-8d12-40bd-8def-7aa67d4946a3_rock.jpg;Christmas,0.954406,winter,0.9284431,illustration,0.9238119,decoration,0.922379,celebration,0.91448617,
2008_b0621012-1b76-4283-9a94-167cb787dbc2_rock.jpg;graffiti,0.97968686,dirty,0.97235596,wall,0.9683432,urban,0.9546455,old,0.94526935,
2008_b9c004a2-0c3b-4e09-bee3-d147872a9266_electronic.jpg;computer,0.98393977,internet,0.97714454,no person,0.9651022,business,0.9626893,technology,0.9498379,
2008_c7ecf410-d423-4cdd-a97d-1e47104fab8c_pop.jpg;portrait,0.9935427,man,0.98960406,people,0.98896444,serious,0.979056,one,0.97729695,
2008_cd37f7e0-592e-4da1-852f-1c416aa4cf57_hip-hop.jpg;people,0.94456744,man,0.9166732,business,0.87210774,adult,0.86528766,indoors,0.84077513,
2008_d4cccd1c-61fb-4939-aa53-49798314724e_rock.jpg;people,0.99173963,portrait,0.98669267,man,0.97122705,adult,0.9651125,one,0.9519522,
2008_e2b314d5-5a49-48a1-83df-26172acb37d7_country.jpg;lid,0.98564607,nature,0.9823246,woman,0.9777727,beautiful,0.95236963,outdoors,0.9486358,
2008_e686f0f9-d7fc-4db3-b918-542e6963ebec_pop.jpg;business,0.9478396,text,0.933424,paper,0.9254539,document,0.8806522,no person,0.85651463,
2008_f677da4a-c069-4ae2-9bde-bafdcaa3eaa9_rock.jpg;technology,0.9557726,no person,0.8719851,round,0.86869293,desktop,0.84915715,dark,0.83625513,
2008_f9720b6d-5c8c-42cd-ba94-685394ae4a9a_pop.jpg;portrait,0.9969892,people,0.9966363,adult,0.9945032,vertical,0.97646046,illustration,0.93759894,
2008_fe7cefee-997f-4cd7-899e-de5db2566d29_country.jpg;lid,0.995296,people,0.9863461,man,0.98452866,one,0.978529,wear,0.97829515,
2009_0584c25b-a8a9-4f0a-8e1b-2ad1549e5ffe_hip-hop.jpg;old,0.96935815,disjunct,0.95116174,symbol,0.95032823,nature,0.94600344,image,0.9445179,
2009_0789780c-0059-44f7-b4f5-5a06de3dcd26_pop.jpg;painting,0.9736673,art,0.9521223,invertebrate,0.94652647,no person,0.92875576,decoration,0.91032165,
2009_0f5f0366-f199-46dd-bbbd-34b282890e91_hip-hop.jpg;people,0.9896417,adult,0.98719025,vertical,0.9729155,portrait,0.95473397,lid,0.9455335,
2009_16bca431-2228-4156-8f12-1932b72c2335_pop.jpg;woman,0.9784219,portrait,0.965333,adult,0.9628742,fashion,0.95850027,togetherness,0.9579947,
2009_254c7aa0-83c4-4ad0-9cb6-39cdff4934dd_country.jpg;picture frame,0.98750925,chalk,0.9754932,chalkboard,0.9753952,bill,0.9628724,margin,0.9557338,
2009_30e4620f-b5b5-46b5-af6b-57457d33d716_hip-hop.jpg;people,0.9768934,tree,0.9722266,man,0.9390675,sunset,0.9382479,adult,0.92764246,
2009_323b22de-fcba-4881-a9e7-7c495000e9ed_electronic.jpg;flame,0.98415184,energy,0.97678256,bright,0.9644239,motion,0.9309217,smoke,0.9283779,
2009_3a0138b9-1ec5-49ee-a07d-80044fc683db_pop.jpg;horizontal,0.9751686,identity,0.93414664,business,0.9337876,vertical,0.92186564,illustration,0.91283834,
2009_4f090737-cafa-4781-be6c-8ade7da5d681_electronic.jpg;retro,0.9577297,no person,0.95660245,dirty,0.95643556,paper,0.95417094,page,0.9385521,
2009_5aca9cda-fc06-47ce-a5f3-bf415b1710e4_rock.jpg;flame,0.99393344,smoke,0.98586094,transportation system,0.9570551,vehicle,0.9541978,truck,0.94595635,
2009_5f9ff8e2-8007-4c2d-9559-b98ec27ff776_pop.jpg;business,0.95501214,man,0.92049336,people,0.9153501,desktop,0.8562728,adult,0.85468227,
