Dateiname,Tag1,Tag1_P,Tag2,Tag2_P,Tag3,Tag3_P,Tag4,Tag4_P,Tag5,Tag5_P
1998_b58b451e-77e8-4d11-a3ed-99a64df539d5_electronic.jpg;people,0.98241216,illustration,0.98127913,music,0.9796544,competition,0.96721756,bill,0.9652711,
1998_bfdf5e10-043e-47fb-bbde-3dcd16e13fc5_hip-hop.jpg;horizontal,0.94146264,desktop,0.94134355,vector,0.9278327,technology,0.9009669,illustration,0.8965479,
1998_d28b1565-137e-475b-b554-a4a9cde3810b_rock.jpg;no person,0.99049395,symbol,0.9563569,illustration,0.94669974,sign,0.94600546,texture,0.91921234,
1998_d6521901-fa16-451d-86f3-50273ff5fb05_hip-hop.jpg;people,0.97375774,man,0.9396775,music,0.9267248,retro,0.925445,recreation,0.82042885,
1998_d6c866bf-1bab-4c35-b538-d4b42c0d93ed_hip-hop.jpg;no person,0.9938623,dark,0.939618,retro,0.93875384,graphic design,0.93173563,technology,0.9242953,
1998_de32ea23-1f25-4359-93ee-afdc9de2b6dc_electronic.jpg;desktop,0.9892193,design,0.9753308,vintage,0.96540797,retro,0.9644178,abstract,0.9545605,
1998_f06c5dc0-e7c4-4511-b30a-b09d78c0c625_pop.jpg;woman,0.9707366,people,0.9591782,adult,0.9552114,man,0.9428853,vertical,0.93501806,
1998_ff7d4424-3041-4a6b-9960-d602b0ce7855_country.jpg;portrait,0.9846976,people,0.97009146,adult,0.9647047,man,0.92439795,outdoors,0.9171679,
1999_0c25166a-9684-43ae-8349-a3133269d3e2_rock.jpg;people,0.9878954,portrait,0.97770643,one,0.9494453,adult,0.92932993,red carpet,0.90569186,
1999_0f6a17e6-b9d7-4a9a-af7d-665dcb5da460_hip-hop.jpg;illustration,0.9885279,vector,0.9570881,man,0.9497448,people,0.920276,symbol,0.9093951,
1999_19c9c45f-fd34-4f0d-9bc8-f53e6cbce3cb_rock.jpg;old,0.96472096,vintage,0.9130924,wood,0.90635794,symbol,0.88010275,art,0.8786225,
1999_1e4a9a21-7599-4d23-9193-d28bced2fb6b_hip-hop.jpg;indoors,0.99386585,business,0.98807216,woman,0.9713483,people,0.9696364,adult,0.9623499,
1999_2cfa71de-25e5-433a-a689-01b9d140f59d_pop.jpg;dirty,0.9814609,no person,0.9588288,old,0.9271653,time,0.91207963,retro,0.90825194,
1999_3566c002-a04d-480f-8246-640e9f4e8108_electronic.jpg;people,0.9912046,offense,0.97305083,adult,0.9711571,one,0.9616986,music,0.9461863,
1999_3a8c1b8b-30fa-33c3-9ef8-ec9f542f9491_rock.jpg;performance,0.9662663,people,0.9617914,music,0.95182955,celebration,0.93932104,religion,0.93731767,
1999_4947b1b5-926c-4148-80ce-9e662356c47e_hip-hop.jpg;portrait,0.99637365,adult,0.99304664,people,0.98955387,man,0.98335904,vertical,0.9587331,
1999_49ebe9c7-570e-4d87-ad3a-e54d4ad85b30_electronic.jpg;abstract,0.988099,design,0.9729532,art,0.96156955,desktop,0.96037006,bright,0.96029663,
1999_4fc77d6e-e721-4c57-b6e4-61cad4a2b5ed_hip-hop.jpg;time,0.99778855,clock,0.9957732,vertical,0.9935068,indoors,0.96944034,midnight,0.94266546,
1999_5528841d-3e6f-4e4c-97f9-e1d1cc196206_electronic.jpg;no person,0.93191254,illustration,0.91675067,desktop,0.9104098,abstract,0.9065231,symbol,0.88987124,
1999_5c05047d-aa78-39b1-8a95-9a302b056110_rock.jpg;no person,0.980213,horizontal,0.93479294,dirty,0.91863894,retro,0.90707326,magnification,0.90657824,
1999_647bdfce-8294-480a-b8fe-b331161e97de_rock.jpg;people,0.97025514,man,0.941911,one,0.9387574,portrait,0.9338327,adult,0.9209221,
1999_6aa63fe8-aa2d-4cdc-afe4-1f84803b496b_rock.jpg;illustration,0.9950212,people,0.9568243,vertical,0.9538764,adult,0.94458485,text,0.93633556,
1999_6c41a584-37e5-4710-aa5d-1f75c50d61f0_hip-hop.jpg;people,0.99097776,man,0.96292984,portrait,0.9613885,adult,0.9450098,woman,0.9447845,
1999_78d4a493-4036-338f-8eef-466f38b3e935_rock.jpg;creativity,0.9866421,people,0.969978,portrait,0.9615065,woman,0.9496833,art,0.9370663,
1999_81a1dc18-349b-4470-a85f-f2cf1cf3ff67_electronic.jpg;computer,0.99367774,technology,0.9882525,data,0.9746509,business,0.9724374,communication,0.9636471,
1999_82dfe0a3-a84f-499a-9efa-da0c0873ea33_country.jpg;man,0.9832623,people,0.97966,adult,0.96261024,outdoors,0.92359936,portrait,0.874709,
1999_97831ff7-20b7-4eac-8d68-1b644936278c_hip-hop.jpg;people,0.99144757,retro,0.98069704,music,0.9755811,adult,0.9749639,musician,0.96218926,
1999_99070885-eb30-4604-be19-c07bd93ef12e_rock.jpg;people,0.9878093,adult,0.98188627,indoors,0.9772984,horizontal,0.9716348,child,0.95787895,
1999_a5f6128e-491b-3f5e-b9e4-21b4166eb5bc_rock.jpg;winter,0.9948793,snow,0.9897964,outdoors,0.98585534,nature,0.9785358,people,0.96354413,
1999_cac2b28b-469a-4a7e-8f56-21acb12f6c77_pop.jpg;illustration,0.97778076,horror,0.9450618,Halloween,0.9411062,skittish,0.913224,vicious,0.90827274,
1999_d0374fd8-223a-41cd-ae53-fc96dad1edc2_pop.jpg;woman,0.98821807,fashion,0.97885185,portrait,0.97145844,adult,0.9658427,dress,0.92860126,
1999_d33ce12c-6973-4b81-bdfe-21ebabedc158_hip-hop.jpg;illustration,0.93011546,business,0.9252286,design,0.91340613,desktop,0.9072143,industry,0.8997921,
1999_e7b6c232-063d-4f9e-a6a6-c3af8337199a_country.jpg;lid,0.99322265,fashion,0.98281574,man,0.96463597,retro,0.9312842,fine-looking,0.91653794,
1999_ed107f8d-fcee-496d-bba1-e3191789d6e1_country.jpg;people,0.98507524,one,0.9785111,man,0.9709711,portrait,0.965202,adult,0.9649979,
1999_fc0c4079-a29f-30e3-939e-d6ee4d03f886_rock.jpg;car,0.998805,transportation system,0.99841857,vehicle,0.98892516,headlight,0.9684616,outdoors,0.9463896,
2000_14e7a6a2-f181-4e67-92d0-01303e60ddfa_pop.jpg;woman,0.9438846,people,0.8918537,fashion,0.87716806,human,0.8645015,head,0.8624773,
2000_19976ffa-c705-4535-bdaa-cf2f73a32bd4_electronic.jpg;desktop,0.99363816,texture,0.9931537,fabric,0.9865571,abstract,0.9837787,pattern,0.9828493,
2000_1e16f409-d014-430c-b5e3-3e0a1bab2e64_rock.jpg;illustration,0.9880378,horizontal,0.93200004,communication,0.9029379,outdoors,0.8955266,vertical,0.8949835,
2000_2d7f5fd0-1b59-42d4-b9b6-5c9b47f9bb5d_electronic.jpg;nature,0.95536804,outdoors,0.95473677,no person,0.9390788,snow,0.9334956,environment,0.9214056,
2000_336917ad-16ee-40ec-91a2-7c0cb654051b_country.jpg;man,0.9913896,portrait,0.99064386,lid,0.98952997,people,0.97423303,one,0.9701847,
2000_459e1739-d8c4-4386-a176-5f934aabf9f6_pop.jpg;people,0.9714664,woman,0.9453466,portrait,0.9445045,adult,0.94127285,fun,0.9071107,
2000_47a57cb6-e676-4502-985c-2d9c475ac9ec_hip-hop.jpg;desktop,0.97964495,people,0.97842056,portrait,0.9723383,man,0.97033536,abstract,0.95846856,
2000_534b6c59-1838-40d3-8bdf-e218e822c740_electronic.jpg;horizontal,0.96468294,no person,0.94872725,nature,0.9254352,health,0.8988301,outdoors,0.89719796,
2000_566eb3d5-5884-4965-8cc1-40f5d64fcfc3_pop.jpg;woman,0.9811622,people,0.97740936,adult,0.9690094,man,0.96662885,nightlife,0.9549591,
2000_5bc069ce-749a-4c88-a3d6-bbb9fa9642c2_electronic.jpg;vertical,0.9729111,illustration,0.96807075,monochrome,0.9574553,horizontal,0.9562885,people,0.947302,
2000_65bbd028-3343-4943-84a2-ad9fd51350fd_rock.jpg;chip,0.9883317,illustration,0.9877087,pattern,0.9865051,circuit,0.977395,abstract,0.97624636,
2000_6a0c8924-925e-48ee-96f5-0af82187aa79_rock.jpg;negative,0.99643457,no person,0.99608696,movie,0.99605054,exposed,0.99503195,slide,0.9929942,
2000_6d750833-523d-4dc9-a14a-6d45c9b411ac_country.jpg;people,0.9847275,lid,0.9842341,vertical,0.9819304,portrait,0.97762334,adult,0.97642237,
2000_6df2edfe-cad6-4f74-b660-e782c60f5da5_electronic.jpg;outdoors,0.98241484,two,0.97552615,one,0.97274995,travel,0.97092235,people,0.9580085,
2000_757c481b-c243-498d-bba9-91dec78a49ec_rock.jpg;illustration,0.9954432,art,0.99505883,people,0.9860593,painting,0.9856034,lithograph,0.974842,
2000_79991c08-21fb-4aba-87a6-b681ddf44bf2_hip-hop.jpg;no person,0.971882,intelligence,0.97095966,head,0.96667457,dark,0.96522695,retro,0.93984455,
2000_7e0c0c74-1954-4591-98e2-2d26d6ada54c_electronic.jpg;old,0.99385303,antique,0.9755523,retro,0.9732028,dirty,0.95559514,no person,0.94271696,
2000_829a95a1-c08f-4f28-8012-8daf3504f217_electronic.jpg;illustration,0.9810035,retro,0.97767615,love,0.97252226,romance,0.9627461,no person,0.9526108,
2000_87a51f1d-f8c2-4fa7-801c-1865e8f80cc3_rock.jpg;architecture,0.99332607,sky,0.9906845,outdoors,0.9853871,city,0.97746956,vertical,0.96997046,
2000_920c4420-eb2e-4309-8ad9-b1c15109e86f_pop.jpg;woman,0.970256,fashion,0.9674729,portrait,0.9345287,people,0.93153065,glamour,0.9102146,
2000_978aad5f-18a8-4ef8-b182-0c38c446d91f_pop.jpg;woman,0.9938061,fashion,0.9880216,sexy,0.96782696,glamour,0.9587654,pretty,0.93938595,
2000_9df31376-02b2-400c-bc65-83480a28287e_electronic.jpg;fog,0.9869416,horizontal plane,0.9794372,transportation system,0.974464,smoke,0.9687622,people,0.9599997,
2000_a7c54111-057b-4d91-a0ee-f3f30d5fc6ef_electronic.jpg;movie,0.9926062,industry,0.976605,retro,0.9698324,obsolete,0.96868277,cinematography,0.96608204,
2000_b3da1b87-ab9d-4bbd-ab4e-d9c46ef41a7d_country.jpg;people,0.9945853,horizontal,0.9906799,adult,0.98887056,indoors,0.98464733,portrait,0.96525425,
2000_d1d702b2-a3fc-422d-9c6e-c5d0633b9ecc_rock.jpg;people,0.99190104,side view,0.97499645,man,0.97365177,one,0.9565523,outdoors,0.95404375,
2000_d9de29b5-24cb-4343-8ce4-a68c2c378423_country.jpg;people,0.97867775,portrait,0.9369732,bill,0.9096737,adult,0.90920424,woman,0.87852114,
2000_df091849-095e-433f-b451-3adecf294578_electronic.jpg;vector,0.982164,illustration,0.9784237,horizontal,0.9777206,desktop,0.96796525,vertical,0.9663757,
2000_e022d75b-efad-4e5d-a192-970888da9532_country.jpg;illustration,0.986197,retro,0.9817531,old,0.9750297,vintage,0.97320855,paper,0.9659794,
2000_e301ce16-02f7-4339-8177-5f787559f9ca_hip-hop.jpg;steel,0.9725667,dirty,0.9542124,iron,0.9435086,old,0.94090813,industry,0.92714685,
2000_fec9289e-3a84-4f9f-9553-3d91c2d27ad7_hip-hop.jpg;man,0.97477245,people,0.97434926,outdoors,0.9664892,adult,0.92594326,sky,0.9239564,
2001_0c378146-0be6-34af-8f0a-95f8d29a5c8c_hip-hop.jpg;adult,0.9804186,indoors,0.97806966,dark,0.9710727,offense,0.9651345,people,0.957209,
2001_1a806523-6e3f-4ece-ac10-d470fc1d09bf_country.jpg;portrait,0.99683464,people,0.99506444,adult,0.98995006,one,0.9624287,monochrome,0.95189106,
2001_1dacf76b-e450-4945-b877-c7db83bbadce_rock.jpg;woman,0.98721635,fashion,0.98214364,pretty,0.9451261,sexy,0.9333087,glamour,0.9315516,
2001_1f026be6-5446-4a40-8979-40b52dbbd8fa_pop.jpg;woman,0.98487854,adult,0.9829726,portrait,0.98063433,facial expression,0.9611925,hairdo,0.9523201,
2001_2bee1831-f594-486e-bec1-0b213a7d07ee_pop.jpg;woman,0.9822096,nude,0.97612464,portrait,0.958053,sexy,0.9465625,fashion,0.93537885,
2001_3749d18e-97f4-4b11-b063-8fa32ac21a99_rock.jpg;theater,0.988991,auditorium,0.9868753,stage,0.98620474,movie,0.9861878,performance,0.9705241,
2001_44829ec0-a5e9-435f-bbea-ee6ba5c75642_hip-hop.jpg;illustration,0.9994217,science,0.98915786,astronaut,0.9880283,man,0.98024035,spaceship,0.9719075,
2001_529b0a15-e88e-4af3-a0c2-bf05b2e0fbdc_pop.jpg;man,0.9913759,adult,0.980369,people,0.9723879,portrait,0.9713384,serious,0.9479059,
2001_55699405-a41f-4835-8ff0-d659808edccd_pop.jpg;woman,0.9974147,fashion,0.98959345,glamour,0.96877205,pretty,0.9672222,sexy,0.9641443,
2001_5d7e08dc-461f-48ad-b27e-ebf35d41bca7_country.jpg;lid,0.9979311,man,0.98423123,people,0.9761131,cap,0.96984875,portrait,0.96716213,
2001_6803c0ea-0fb7-442a-afb0-b8614c83d038_hip-hop.jpg;illustration,0.9878745,vertical,0.98369646,horizontal,0.9765916,side view,0.93657076,science,0.9179522,
2001_6ac5b964-34b5-4609-bfd6-c2aebc5cdebe_rock.jpg;illustration,0.9856864,print,0.9639938,art,0.9623438,people,0.9610888,man,0.93318784,
2001_6da289bf-35b6-41b4-8a9d-60c120a1622e_country.jpg;people,0.99474335,adult,0.9946165,one,0.99239266,wear,0.9919597,lid,0.9909002,
2001_73bb810c-5d15-45ef-8de9-65e38b1238f6_electronic.jpg;people,0.98191774,man,0.9688121,portrait,0.96551657,bill,0.9643308,adult,0.9548212,
2001_8121df2b-ef35-434a-87ae-8770373d6469_pop.jpg;woman,0.9548861,people,0.93578213,love,0.9257153,religion,0.91777813,Christmas,0.91147006,
2001_81879848-ce29-407d-a55a-a57e999ca533_pop.jpg;no person,0.9979564,nature,0.9953499,outdoors,0.9948006,sky,0.9846389,fair weather,0.9807313,
2001_83f92cc6-5159-430c-abcb-be1671407c63_pop.jpg;relaxation,0.9940648,indoors,0.97572887,man,0.9707426,people,0.97057104,leisure,0.96867216,
2001_89992355-8ae5-4b7f-b4dd-7cd0650b3580_pop.jpg;battle,0.98504853,fist,0.98498905,man,0.9727755,strength,0.9705117,people,0.96715415,
2001_91eb8ddf-5683-4ab2-aa1b-be39d1a65f7c_rock.jpg;illustration,0.99525964,man,0.9797251,people,0.9729754,woman,0.96894133,adult,0.9537744,
2001_93216356-7f66-4492-9fba-54ab96f0c7bd_hip-hop.jpg;vertical,0.99329114,people,0.9890872,portrait,0.9870941,adult,0.977991,indoors,0.92515624,
2001_970b98dc-e7a4-46fa-9cf6-bb5d450c522d_country.jpg;illustration,0.9920876,adult,0.9736229,fun,0.95265496,people,0.951214,woman,0.9404161,
2001_9c89067f-9d3d-4880-9a97-13688886e4c5_country.jpg;painting,0.99664134,illustration,0.9955208,art,0.9952253,people,0.9922339,adult,0.97862136,
2001_bc95cda3-9bc0-4a75-b895-1cd12a0810c8_electronic.jpg;retro,0.99792576,dirty,0.99563736,antique,0.989882,paper,0.98932886,empty,0.9882282,
2001_c25f58bd-3a4b-4940-a172-0bf6d0435887_hip-hop.jpg;man,0.9619316,people,0.9617438,portrait,0.9603001,woman,0.95946634,adult,0.95004195,
2001_f4de3bd7-a7f7-4da8-b3e8-927270c38257_hip-hop.jpg;illustration,0.9867133,people,0.9631812,man,0.93614966,art,0.92240316,vehicle,0.915509,
2001_fb65572a-f91c-43b2-aa8c-e835d2f4d740_electronic.jpg;monochrome,0.9885479,people,0.9838443,print,0.9564533,no person,0.95641613,art,0.9511844,
2002_02d63f84-fd12-4611-b612-d8e4b058b5f2_electronic.jpg;no person,0.9742317,nature,0.9714483,water,0.9698163,outdoors,0.9685172,vertical,0.9651364,
2002_167b51f4-1f76-4bf0-8626-fe4e93bb993f_rock.jpg;chair,0.99171865,seat,0.99138165,outdoors,0.94832957,bench,0.9465182,empty,0.9406638,
2002_3406f8a6-b047-4e64-9175-0ffba399e1e7_hip-hop.jpg;musician,0.9833461,music,0.981651,people,0.9735214,performance,0.97212124,concert,0.9684609,
2002_3447c003-0b5d-34a2-bf89-23a1b8c7ba43_pop.jpg;woman,0.97995484,group,0.9516696,fashion,0.9515908,people,0.9423524,music,0.9283289,
2002_4f0e5075-047a-4103-9ba1-d5f99f99d36c_country.jpg;lid,0.99218905,adult,0.98646843,people,0.98547816,portrait,0.9823699,outdoors,0.947803,
2002_576deb93-2d48-4304-b649-4202223f317b_rock.jpg;illustration,0.99944705,people,0.9850416,adult,0.98409885,vertical,0.9822793,woman,0.9652655,
2002_662ca343-80a2-4913-9cb3-01b09107bd90_rock.jpg;bill,0.993266,illustration,0.9901997,lithograph,0.98881483,print,0.98281634,vintage,0.9822129,
2002_67cf06d4-c23f-4720-9d08-aecea1e22b79_pop.jpg;people,0.9795372,outdoors,0.9688043,man,0.9642758,adult,0.9366385,woman,0.93497723,
2002_708f085d-210a-4b81-9f31-51130dc11d1c_pop.jpg;no person,0.9930898,sexy,0.98591816,woman,0.9853284,love,0.9787762,erotic,0.97623086,
2002_75b18e80-d108-4055-b26a-79ce08728d45_hip-hop.jpg;people,0.98939747,adult,0.9864162,man,0.9858531,competition,0.98396885,sport,0.97247434,
2002_7b4dbfb2-0a09-44f2-9b6f-be5578f0b534_country.jpg;portrait,0.99602604,people,0.99248695,man,0.9920718,popularity,0.97366816,adult,0.969805,
2002_8303a23b-cc32-4383-973d-c418bee0ddd5_rock.jpg;dark,0.9701236,illuminated,0.9685003,no person,0.96142006,business,0.94869864,light,0.9421027,
2002_85d128ea-d0a5-471d-b982-b25664cfaff7_hip-hop.jpg;people,0.9834897,adult,0.97856367,man,0.96824604,celebration,0.950576,transportation system,0.9430436,
2002_8b717570-1fc5-41cc-b05a-b0354414679a_rock.jpg;retro,0.97617257,leaf,0.9633699,no person,0.96160084,design,0.95771575,flower,0.95366955,
2002_9a1e5f83-4be0-48ff-8477-dce2e73a2ace_pop.jpg;people,0.9809071,adult,0.961318,man,0.95127916,woman,0.9437382,indoors,0.94057894,
2002_9e327a6d-4cbd-4068-a647-896069a7e2a0_rock.jpg;people,0.9864705,man,0.96938044,architecture,0.95512354,stone,0.9282236,adult,0.92712116,
2002_a020be63-0c14-404d-bdaf-96f3583dafd2_electronic.jpg;chalk,0.99944043,chalkboard,0.9977093,handwriting,0.9974396,achievement,0.99268603,writing,0.9925126,
2002_c1874f9f-d728-478b-884b-a4077ed70d15_rock.jpg;vertical,0.98202187,outdoors,0.97751653,nature,0.9769355,winter,0.96753037,snow,0.9592719,
2002_c6ee44b4-b822-40a3-b550-a9dda17802cf_pop.jpg;no person,0.9840152,business,0.9806681,graphic design,0.97923106,vectors,0.96900535,danger,0.96001357,
2002_c93f8b71-e341-457f-a680-d9b873219619_rock.jpg;dirty,0.98389554,messy,0.9746369,vertical,0.9643443,window,0.9634023,outdoors,0.96234643,
2002_cd31e6f9-152d-45c4-ae33-431266a19e82_pop.jpg;illustration,0.98655057,retro,0.96161485,art,0.90666854,old,0.8509797,sketch,0.8471596,
2002_cf2823eb-9fbd-46a7-af5c-9e4455277c62_rock.jpg;illustration,0.98925924,design,0.96451473,desktop,0.95781404,bright,0.9517709,abstract,0.9467119,
2002_d24e7761-a7c4-48f6-bd0a-8fa892147191_country.jpg;people,0.9931841,portrait,0.98655146,adult,0.9808307,man,0.9706433,one,0.9458477,
2002_d50a57de-6ee5-4eb3-89de-ec8c08b9fa12_hip-hop.jpg;people,0.9906914,adult,0.97716016,sit,0.974952,man,0.96557045,indoors,0.9573753,
2002_e00f79af-9ab5-44b4-87d6-0edcf919339f_hip-hop.jpg;people,0.97125137,underwater,0.9558922,music,0.95509386,one,0.93147445,dark,0.9312177,
2002_e27f633e-f508-4c32-98db-a68eba043e90_hip-hop.jpg;man,0.96528107,people,0.9615921,adult,0.9412775,horizontal,0.928283,indoors,0.8934986,
2002_e99114cc-85a3-4923-af1d-fab56aebdfd9_rock.jpg;man,0.96983355,people,0.9671378,adult,0.9479898,horizontal,0.94689566,music,0.92925525,
2002_ec1da0fc-d7f4-417f-abaf-19c3919f5b85_rock.jpg;underwater,0.9834923,no person,0.9481594,fish,0.9234884,swimming,0.91983736,tropical,0.8934916,
2002_f0d5ab53-cfa7-4877-bf43-6348c348eb7f_country.jpg;people,0.9992994,adult,0.9843801,man,0.9776455,outdoors,0.97221684,backlit,0.96521354,
2003_0c5f99da-3386-41aa-b28e-7bde860dad04_rock.jpg;no person,0.96168554,paper,0.906695,wear,0.86231494,business,0.8620008,text,0.85518074,
2003_161414b6-530a-4987-9b01-e496bb1f581a_country.jpg;music,0.9939529,portrait,0.98612964,adult,0.9850362,people,0.9822071,musician,0.98189443,
2003_1dde490b-06ba-41f0-b9c9-32283416ccda_rock.jpg;gold,0.96181977,desktop,0.9539634,symbol,0.94672704,safety,0.94334376,decoration,0.92454547,
2003_27a2ff98-b36e-4897-959d-851bdfdfc81f_hip-hop.jpg;people,0.9977068,child,0.9863589,woman,0.98206055,two,0.98020494,adult,0.97420245,
2003_345eee80-84f0-4f12-8c72-807d7e5038ed_electronic.jpg;science,0.9860467,abstract,0.9632531,dark,0.9465513,danger,0.9159498,anatomy,0.8820483,
2003_3553a37d-92cd-3d5a-bd6f-0191713daa91_rock.jpg;adult,0.9924232,people,0.99219704,illustration,0.9878731,painting,0.9755136,woman,0.97534657,
2003_3c0995a3-978e-48e8-8ff6-01a7b501228e_electronic.jpg;bubble,0.9715549,no person,0.92722535,round,0.92664325,business,0.9158616,template,0.91450375,
2003_41e7289c-9db7-4a4e-9bfb-54e0a81ba57c_hip-hop.jpg;illustration,0.9747784,vector,0.95855016,symbol,0.9539646,design,0.93403333,art,0.9155102,
2003_4280a2de-5ed0-357a-909e-92fed90dce09_hip-hop.jpg;indoors,0.9822937,recreation,0.9781389,man,0.96935046,adult,0.9472043,people,0.9449041,
2003_5657f5dc-d0df-41f4-8134-12df29236c22_pop.jpg;vertical,0.9942751,people,0.9867035,indoors,0.98064095,illustration,0.97119856,horizontal,0.9674463,
2003_731fd3d3-10ea-4a41-9e6d-871488e53f54_electronic.jpg;guitar,0.9841366,people,0.98035425,music,0.97580105,pop,0.9402257,entertainment,0.9337262,
2003_780902b9-e89f-473f-8616-7d27c0d3f22c_pop.jpg;bird,0.99506056,wildlife,0.9926834,nature,0.9888371,raptor,0.97623444,feather,0.9711842,
2003_7ed462e2-6bab-4a60-8875-41f217b699dc_pop.jpg;woman,0.99288154,fashion,0.9812863,glamour,0.97771347,redhead,0.9436593,portrait,0.9358541,
2003_81e6ae73-ac28-4e45-a350-62ec44049c80_electronic.jpg;adult,0.9914086,people,0.98939514,man,0.989013,shirtless,0.9450764,portrait,0.94068754,
2003_85989de3-a24d-4f68-b170-9d6631042e45_country.jpg;man,0.9838286,wear,0.98188686,recreation,0.9817785,one,0.97308743,outdoors,0.9596376,
2003_9c24605d-c777-4e41-8cdf-e246b49ae643_electronic.jpg;woman,0.97856593,adult,0.961981,people,0.95984256,man,0.95804167,portrait,0.9306356,
2003_a9e929ac-5a2b-4e7b-9718-adc2cbe17f99_country.jpg;flag,0.99988073,country,0.9986522,freedom,0.9984853,patriotism,0.99819493,symbol,0.9957168,
2003_a9fbae55-7780-4868-9363-2caebfaea5ba_rock.jpg;no person,0.9865321,nature,0.97542083,water,0.9701384,outdoors,0.9652202,wildlife,0.9647459,
2003_b4a7df4f-2a4c-4554-b24e-98e190f60345_country.jpg;art,0.9831822,illustration,0.95606875,antique,0.9494874,old,0.9483501,retro,0.9474201,
2003_c0e58077-b627-4130-bb95-c6e3659469d9_country.jpg;man,0.9815794,people,0.9747663,silhouette,0.94971836,illustration,0.94235206,adult,0.89722455,
2003_c25b0906-b5ab-495c-8979-fdda63c231a9_country.jpg;bird,0.9941575,wildlife,0.9828043,horizontal,0.9750402,animal,0.9703939,outdoors,0.9588403,
2003_c382865c-1a47-4650-97be-e8e12272e211_country.jpg;illustration,0.98535144,nature,0.9749533,flora,0.96408033,leaf,0.9539476,vector,0.94185984,
2003_c9f2922b-3334-452a-b745-334724bf4830_pop.jpg;flag,0.9616765,illustration,0.9515208,retro,0.94774115,paper,0.9258362,vintage,0.9234944,
2003_d1727eed-2480-43d8-aa97-e980f365224d_electronic.jpg;no person,0.9665313,technology,0.94831717,vehicle,0.9282988,science,0.926123,display,0.891378,
2003_d5f90194-031d-4192-88f5-9bb89ce632bd_electronic.jpg;storm,0.99763596,weather,0.9965345,rain,0.9897574,landscape,0.9864323,sky,0.9860858,
2003_dc45d5c5-c6ea-4645-ba49-757642a8c2b5_rock.jpg;text,0.9485446,business,0.9407102,vertical,0.93742186,education,0.93018645,people,0.928643,
2003_dcc9ac72-5226-4d11-bd61-872e0be24545_hip-hop.jpg;portrait,0.9909996,people,0.98857754,man,0.97717965,music,0.9762368,movie,0.97528064,
2003_de1fbef7-d6cb-4e87-bb8d-5fb084b8b58b_country.jpg;people,0.995369,lid,0.98856926,adult,0.98640895,child,0.9540906,woman,0.9473357,
2003_ea5a35c8-4192-4bd9-af6b-dd244197a8e5_rock.jpg;retro,0.9697192,traditional,0.924349,art,0.9138237,Christmas,0.8862697,people,0.86487556,
2003_f954f852-11e3-46be-ad30-fd3de8e8a5e4_hip-hop.jpg;adult,0.98388165,people,0.9838226,portrait,0.97219753,stock,0.9701646,indoors,0.9603003,
2003_fea30be1-e7c0-4fd2-ae80-c8d06c8d6326_hip-hop.jpg;music,0.98287755,people,0.9604502,dark,0.95341194,performance,0.9490632,man,0.9342166,
2004_15d7a651-3550-442e-bd48-acbed0efb901_electronic.jpg;horizontal,0.9538157,outdoors,0.9276296,indoors,0.92660296,square,0.9200596,travel,0.8942838,
2004_196e0ccc-8976-45af-a865-b109218539c3_rock.jpg;outdoors,0.9744065,people,0.97124475,man,0.9288801,performance,0.92887115,nature,0.91320366,
2004_1e400551-b1cc-4077-bc82-844b58ef13b4_electronic.jpg;illustration,0.9933609,religion,0.9756634,Madonna,0.96603703,aura,0.96022004,art,0.95901823,
2004_1fc32de4-cedd-4569-9e71-372d469d96e6_rock.jpg;illustration,0.9935209,people,0.96711147,vector,0.95459604,woman,0.94992614,man,0.94592667,
2004_495c9999-ebd7-44ab-a631-f3c626b17246_electronic.jpg;no person,0.9883766,painting,0.9451678,retro,0.93331486,dirty,0.9058963,dark,0.8903463,
2004_4d48cb3e-cb7e-487f-a538-c309bd754877_pop.jpg;paper,0.97938675,finance,0.9747431,old,0.9664826,money,0.9637529,currency,0.96064687,
2004_5ea95501-8ae3-461c-b4ec-c9aa83e61fc9_electronic.jpg;no person,0.9606652,illustration,0.9008237,people,0.8902596,science,0.8782779,retro,0.83905923,
2004_74ef9d9e-298b-460a-8730-5222f4eb2374_pop.jpg;people,0.99573123,portrait,0.9947773,man,0.9945085,adult,0.99279606,one,0.9859094,
2004_7992c871-d621-446e-a364-c8c0aec3f769_electronic.jpg;horizontal,0.99662304,vertical,0.98519844,adult,0.98098326,people,0.978657,illustration,0.97860783,
2004_8d98da87-6191-4bc5-83d9-800ff42a7b27_country.jpg;people,0.99905306,adult,0.99202895,vehicle,0.98665667,transportation system,0.9864381,portrait,0.9638378,
2004_94638975-a7ed-4d4b-be00-960c89c55027_hip-hop.jpg;print,0.9965355,people,0.9925286,illustration,0.9909047,stamp,0.97576785,portrait,0.9748292,
2004_9577d663-00f4-4ecc-a38c-0c5c1b62bb30_electronic.jpg;desktop,0.98264456,illustration,0.97099054,vector,0.96161866,design,0.95651066,picture frame,0.94525874,
2004_99ffd1a9-45bf-4f5c-92e2-a4b22e0ba85c_hip-hop.jpg;illustration,0.98770523,man,0.94773316,people,0.9454513,retro,0.9372231,vector,0.93553346,
2004_9b88cf3e-4077-4c1b-b5c2-148a7c7066c2_pop.jpg;portrait,0.9888166,man,0.98396325,people,0.9761543,adult,0.9716708,business,0.9556161,
