,filename,genre,hash,minNeighbors,people,scaleFactor
186,"['1999_81a1dc18-349b-4470-a85f-f2cf1cf3ff67_electronic', 'jpg']",electronic,81a1dc18-349b-4470-a85f-f2cf1cf3ff67,4,0,1.09
187,"['1999_82dfe0a3-a84f-499a-9efa-da0c0873ea33_country', 'jpg']",country,82dfe0a3-a84f-499a-9efa-da0c0873ea33,4,2,1.09
188,"['1999_97831ff7-20b7-4eac-8d68-1b644936278c_hip-hop', 'jpg']",hip-hop,97831ff7-20b7-4eac-8d68-1b644936278c,4,0,1.09
189,"['1999_99070885-eb30-4604-be19-c07bd93ef12e_rock', 'jpg']",rock,99070885-eb30-4604-be19-c07bd93ef12e,4,0,1.09
190,"['1999_a5f6128e-491b-3f5e-b9e4-21b4166eb5bc_rock', 'jpg']",rock,a5f6128e-491b-3f5e-b9e4-21b4166eb5bc,4,3,1.09
191,"['1999_cac2b28b-469a-4a7e-8f56-21acb12f6c77_pop', 'jpg']",pop,cac2b28b-469a-4a7e-8f56-21acb12f6c77,4,0,1.09
192,"['1999_d0374fd8-223a-41cd-ae53-fc96dad1edc2_pop', 'jpg']",pop,d0374fd8-223a-41cd-ae53-fc96dad1edc2,4,1,1.09
193,"['1999_d33ce12c-6973-4b81-bdfe-21ebabedc158_hip-hop', 'jpg']",hip-hop,d33ce12c-6973-4b81-bdfe-21ebabedc158,4,2,1.09
194,"['1999_e7b6c232-063d-4f9e-a6a6-c3af8337199a_country', 'jpg']",country,e7b6c232-063d-4f9e-a6a6-c3af8337199a,4,1,1.09
195,"['1999_ed107f8d-fcee-496d-bba1-e3191789d6e1_country', 'jpg']",country,ed107f8d-fcee-496d-bba1-e3191789d6e1,4,0,1.09
196,"['1999_fc0c4079-a29f-30e3-939e-d6ee4d03f886_rock', 'jpg']",rock,fc0c4079-a29f-30e3-939e-d6ee4d03f886,4,0,1.09
197,"['2000_14e7a6a2-f181-4e67-92d0-01303e60ddfa_pop', 'jpg']",pop,14e7a6a2-f181-4e67-92d0-01303e60ddfa,4,1,1.09
198,"['2000_19976ffa-c705-4535-bdaa-cf2f73a32bd4_electronic', 'jpg']",electronic,19976ffa-c705-4535-bdaa-cf2f73a32bd4,4,0,1.09
199,"['2000_1e16f409-d014-430c-b5e3-3e0a1bab2e64_rock', 'jpg']",rock,1e16f409-d014-430c-b5e3-3e0a1bab2e64,4,0,1.09
200,"['2000_2d7f5fd0-1b59-42d4-b9b6-5c9b47f9bb5d_electronic', 'jpg']",electronic,2d7f5fd0-1b59-42d4-b9b6-5c9b47f9bb5d,4,0,1.09
201,"['2000_336917ad-16ee-40ec-91a2-7c0cb654051b_country', 'jpg']",country,336917ad-16ee-40ec-91a2-7c0cb654051b,4,0,1.09
202,"['2000_459e1739-d8c4-4386-a176-5f934aabf9f6_pop', 'jpg']",pop,459e1739-d8c4-4386-a176-5f934aabf9f6,4,0,1.09
203,"['2000_47a57cb6-e676-4502-985c-2d9c475ac9ec_hip-hop', 'jpg']",hip-hop,47a57cb6-e676-4502-985c-2d9c475ac9ec,4,0,1.09
204,"['2000_534b6c59-1838-40d3-8bdf-e218e822c740_electronic', 'jpg']",electronic,534b6c59-1838-40d3-8bdf-e218e822c740,4,0,1.09
205,"['2000_566eb3d5-5884-4965-8cc1-40f5d64fcfc3_pop', 'jpg']",pop,566eb3d5-5884-4965-8cc1-40f5d64fcfc3,4,0,1.09
206,"['2000_5bc069ce-749a-4c88-a3d6-bbb9fa9642c2_electronic', 'jpg']",electronic,5bc069ce-749a-4c88-a3d6-bbb9fa9642c2,4,0,1.09
207,"['2000_65bbd028-3343-4943-84a2-ad9fd51350fd_rock', 'jpg']",rock,65bbd028-3343-4943-84a2-ad9fd51350fd,4,0,1.09
208,"['2000_6a0c8924-925e-48ee-96f5-0af82187aa79_rock', 'jpg']",rock,6a0c8924-925e-48ee-96f5-0af82187aa79,4,0,1.09
209,"['2000_6d750833-523d-4dc9-a14a-6d45c9b411ac_country', 'jpg']",country,6d750833-523d-4dc9-a14a-6d45c9b411ac,4,0,1.09
210,"['2000_6df2edfe-cad6-4f74-b660-e782c60f5da5_electronic', 'jpg']",electronic,6df2edfe-cad6-4f74-b660-e782c60f5da5,4,0,1.09
211,"['2000_757c481b-c243-498d-bba9-91dec78a49ec_rock', 'jpg']",rock,757c481b-c243-498d-bba9-91dec78a49ec,4,0,1.09
212,"['2000_79991c08-21fb-4aba-87a6-b681ddf44bf2_hip-hop', 'jpg']",hip-hop,79991c08-21fb-4aba-87a6-b681ddf44bf2,4,0,1.09
213,"['2000_7e0c0c74-1954-4591-98e2-2d26d6ada54c_electronic', 'jpg']",electronic,7e0c0c74-1954-4591-98e2-2d26d6ada54c,4,1,1.09
214,"['2000_829a95a1-c08f-4f28-8012-8daf3504f217_electronic', 'jpg']",electronic,829a95a1-c08f-4f28-8012-8daf3504f217,4,1,1.09
215,"['2000_87a51f1d-f8c2-4fa7-801c-1865e8f80cc3_rock', 'jpg']",rock,87a51f1d-f8c2-4fa7-801c-1865e8f80cc3,4,1,1.09
216,"['2000_920c4420-eb2e-4309-8ad9-b1c15109e86f_pop', 'jpg']",pop,920c4420-eb2e-4309-8ad9-b1c15109e86f,4,0,1.09
217,"['2000_978aad5f-18a8-4ef8-b182-0c38c446d91f_pop', 'jpg']",pop,978aad5f-18a8-4ef8-b182-0c38c446d91f,4,0,1.09
218,"['2000_9df31376-02b2-400c-bc65-83480a28287e_electronic', 'jpg']",electronic,9df31376-02b2-400c-bc65-83480a28287e,4,0,1.09
219,"['2000_a7c54111-057b-4d91-a0ee-f3f30d5fc6ef_electronic', 'jpg']",electronic,a7c54111-057b-4d91-a0ee-f3f30d5fc6ef,4,2,1.09
220,"['2000_b3da1b87-ab9d-4bbd-ab4e-d9c46ef41a7d_country', 'jpg']",country,b3da1b87-ab9d-4bbd-ab4e-d9c46ef41a7d,4,0,1.09
221,"['2000_d1d702b2-a3fc-422d-9c6e-c5d0633b9ecc_rock', 'jpg']",rock,d1d702b2-a3fc-422d-9c6e-c5d0633b9ecc,4,0,1.09
222,"['2000_d9de29b5-24cb-4343-8ce4-a68c2c378423_country', 'jpg']",country,d9de29b5-24cb-4343-8ce4-a68c2c378423,4,0,1.09
223,"['2000_df091849-095e-433f-b451-3adecf294578_electronic', 'jpg']",electronic,df091849-095e-433f-b451-3adecf294578,4,0,1.09
224,"['2000_e022d75b-efad-4e5d-a192-970888da9532_country', 'jpg']",country,e022d75b-efad-4e5d-a192-970888da9532,4,0,1.09
225,"['2000_e301ce16-02f7-4339-8177-5f787559f9ca_hip-hop', 'jpg']",hip-hop,e301ce16-02f7-4339-8177-5f787559f9ca,4,0,1.09
226,"['2000_fec9289e-3a84-4f9f-9553-3d91c2d27ad7_hip-hop', 'jpg']",hip-hop,fec9289e-3a84-4f9f-9553-3d91c2d27ad7,4,0,1.09
227,"['2001_0c378146-0be6-34af-8f0a-95f8d29a5c8c_hip-hop', 'jpg']",hip-hop,0c378146-0be6-34af-8f0a-95f8d29a5c8c,4,1,1.09
228,"['2001_1a806523-6e3f-4ece-ac10-d470fc1d09bf_country', 'jpg']",country,1a806523-6e3f-4ece-ac10-d470fc1d09bf,4,0,1.09
229,"['2001_1dacf76b-e450-4945-b877-c7db83bbadce_rock', 'jpg']",rock,1dacf76b-e450-4945-b877-c7db83bbadce,4,0,1.09
230,"['2001_1f026be6-5446-4a40-8979-40b52dbbd8fa_pop', 'jpg']",pop,1f026be6-5446-4a40-8979-40b52dbbd8fa,4,1,1.09
231,"['2001_2bee1831-f594-486e-bec1-0b213a7d07ee_pop', 'jpg']",pop,2bee1831-f594-486e-bec1-0b213a7d07ee,4,0,1.09
232,"['2001_3749d18e-97f4-4b11-b063-8fa32ac21a99_rock', 'jpg']",rock,3749d18e-97f4-4b11-b063-8fa32ac21a99,4,0,1.09
233,"['2001_44829ec0-a5e9-435f-bbea-ee6ba5c75642_hip-hop', 'jpg']",hip-hop,44829ec0-a5e9-435f-bbea-ee6ba5c75642,4,1,1.09
234,"['2001_529b0a15-e88e-4af3-a0c2-bf05b2e0fbdc_pop', 'jpg']",pop,529b0a15-e88e-4af3-a0c2-bf05b2e0fbdc,4,1,1.09
235,"['2001_55699405-a41f-4835-8ff0-d659808edccd_pop', 'jpg']",pop,55699405-a41f-4835-8ff0-d659808edccd,4,0,1.09
236,"['2001_5d7e08dc-461f-48ad-b27e-ebf35d41bca7_country', 'jpg']",country,5d7e08dc-461f-48ad-b27e-ebf35d41bca7,4,0,1.09
237,"['2001_6803c0ea-0fb7-442a-afb0-b8614c83d038_hip-hop', 'jpg']",hip-hop,6803c0ea-0fb7-442a-afb0-b8614c83d038,4,0,1.09
238,"['2001_6ac5b964-34b5-4609-bfd6-c2aebc5cdebe_rock', 'jpg']",rock,6ac5b964-34b5-4609-bfd6-c2aebc5cdebe,4,0,1.09
239,"['2001_6da289bf-35b6-41b4-8a9d-60c120a1622e_country', 'jpg']",country,6da289bf-35b6-41b4-8a9d-60c120a1622e,4,0,1.09
240,"['2001_73bb810c-5d15-45ef-8de9-65e38b1238f6_electronic', 'jpg']",electronic,73bb810c-5d15-45ef-8de9-65e38b1238f6,4,0,1.09
241,"['2001_8121df2b-ef35-434a-87ae-8770373d6469_pop', 'jpg']",pop,8121df2b-ef35-434a-87ae-8770373d6469,4,0,1.09
242,"['2001_81879848-ce29-407d-a55a-a57e999ca533_pop', 'jpg']",pop,81879848-ce29-407d-a55a-a57e999ca533,4,0,1.09
243,"['2001_83f92cc6-5159-430c-abcb-be1671407c63_pop', 'jpg']",pop,83f92cc6-5159-430c-abcb-be1671407c63,4,0,1.09
244,"['2001_89992355-8ae5-4b7f-b4dd-7cd0650b3580_pop', 'jpg']",pop,89992355-8ae5-4b7f-b4dd-7cd0650b3580,4,0,1.09
245,"['2001_91eb8ddf-5683-4ab2-aa1b-be39d1a65f7c_rock', 'jpg']",rock,91eb8ddf-5683-4ab2-aa1b-be39d1a65f7c,4,1,1.09
246,"['2001_93216356-7f66-4492-9fba-54ab96f0c7bd_hip-hop', 'jpg']",hip-hop,93216356-7f66-4492-9fba-54ab96f0c7bd,4,0,1.09
247,"['2001_970b98dc-e7a4-46fa-9cf6-bb5d450c522d_country', 'jpg']",country,970b98dc-e7a4-46fa-9cf6-bb5d450c522d,4,3,1.09
248,"['2001_9c89067f-9d3d-4880-9a97-13688886e4c5_country', 'jpg']",country,9c89067f-9d3d-4880-9a97-13688886e4c5,4,0,1.09
249,"['2001_bc95cda3-9bc0-4a75-b895-1cd12a0810c8_electronic', 'jpg']",electronic,bc95cda3-9bc0-4a75-b895-1cd12a0810c8,4,0,1.09
250,"['2001_c25f58bd-3a4b-4940-a172-0bf6d0435887_hip-hop', 'jpg']",hip-hop,c25f58bd-3a4b-4940-a172-0bf6d0435887,4,0,1.09
251,"['2001_f4de3bd7-a7f7-4da8-b3e8-927270c38257_hip-hop', 'jpg']",hip-hop,f4de3bd7-a7f7-4da8-b3e8-927270c38257,4,0,1.09
252,"['2001_fb65572a-f91c-43b2-aa8c-e835d2f4d740_electronic', 'jpg']",electronic,fb65572a-f91c-43b2-aa8c-e835d2f4d740,4,0,1.09
253,"['2002_02d63f84-fd12-4611-b612-d8e4b058b5f2_electronic', 'jpg']",electronic,02d63f84-fd12-4611-b612-d8e4b058b5f2,4,0,1.09
254,"['2002_167b51f4-1f76-4bf0-8626-fe4e93bb993f_rock', 'jpg']",rock,167b51f4-1f76-4bf0-8626-fe4e93bb993f,4,1,1.09
255,"['2002_3406f8a6-b047-4e64-9175-0ffba399e1e7_hip-hop', 'jpg']",hip-hop,3406f8a6-b047-4e64-9175-0ffba399e1e7,4,1,1.09
256,"['2002_3447c003-0b5d-34a2-bf89-23a1b8c7ba43_pop', 'jpg']",pop,3447c003-0b5d-34a2-bf89-23a1b8c7ba43,4,1,1.09
257,"['2002_4f0e5075-047a-4103-9ba1-d5f99f99d36c_country', 'jpg']",country,4f0e5075-047a-4103-9ba1-d5f99f99d36c,4,0,1.09
258,"['2002_576deb93-2d48-4304-b649-4202223f317b_rock', 'jpg']",rock,576deb93-2d48-4304-b649-4202223f317b,4,0,1.09
259,"['2002_662ca343-80a2-4913-9cb3-01b09107bd90_rock', 'jpg']",rock,662ca343-80a2-4913-9cb3-01b09107bd90,4,1,1.09
260,"['2002_67cf06d4-c23f-4720-9d08-aecea1e22b79_pop', 'jpg']",pop,67cf06d4-c23f-4720-9d08-aecea1e22b79,4,3,1.09
261,"['2002_708f085d-210a-4b81-9f31-51130dc11d1c_pop', 'jpg']",pop,708f085d-210a-4b81-9f31-51130dc11d1c,4,0,1.09
262,"['2002_75b18e80-d108-4055-b26a-79ce08728d45_hip-hop', 'jpg']",hip-hop,75b18e80-d108-4055-b26a-79ce08728d45,4,1,1.09
263,"['2002_7b4dbfb2-0a09-44f2-9b6f-be5578f0b534_country', 'jpg']",country,7b4dbfb2-0a09-44f2-9b6f-be5578f0b534,4,0,1.09
264,"['2002_8303a23b-cc32-4383-973d-c418bee0ddd5_rock', 'jpg']",rock,8303a23b-cc32-4383-973d-c418bee0ddd5,4,0,1.09
265,"['2002_85d128ea-d0a5-471d-b982-b25664cfaff7_hip-hop', 'jpg']",hip-hop,85d128ea-d0a5-471d-b982-b25664cfaff7,4,1,1.09
266,"['2002_8b717570-1fc5-41cc-b05a-b0354414679a_rock', 'jpg']",rock,8b717570-1fc5-41cc-b05a-b0354414679a,4,1,1.09
267,"['2002_9a1e5f83-4be0-48ff-8477-dce2e73a2ace_pop', 'jpg']",pop,9a1e5f83-4be0-48ff-8477-dce2e73a2ace,4,0,1.09
268,"['2002_9e327a6d-4cbd-4068-a647-896069a7e2a0_rock', 'jpg']",rock,9e327a6d-4cbd-4068-a647-896069a7e2a0,4,0,1.09
269,"['2002_a020be63-0c14-404d-bdaf-96f3583dafd2_electronic', 'jpg']",electronic,a020be63-0c14-404d-bdaf-96f3583dafd2,4,0,1.09
270,"['2002_c1874f9f-d728-478b-884b-a4077ed70d15_rock', 'jpg']",rock,c1874f9f-d728-478b-884b-a4077ed70d15,4,0,1.09
271,"['2002_c6ee44b4-b822-40a3-b550-a9dda17802cf_pop', 'jpg']",pop,c6ee44b4-b822-40a3-b550-a9dda17802cf,4,0,1.09
272,"['2002_c93f8b71-e341-457f-a680-d9b873219619_rock', 'jpg']",rock,c93f8b71-e341-457f-a680-d9b873219619,4,0,1.09
273,"['2002_cd31e6f9-152d-45c4-ae33-431266a19e82_pop', 'jpg']",pop,cd31e6f9-152d-45c4-ae33-431266a19e82,4,0,1.09
274,"['2002_cf2823eb-9fbd-46a7-af5c-9e4455277c62_rock', 'jpg']",rock,cf2823eb-9fbd-46a7-af5c-9e4455277c62,4,1,1.09
275,"['2002_d24e7761-a7c4-48f6-bd0a-8fa892147191_country', 'jpg']",country,d24e7761-a7c4-48f6-bd0a-8fa892147191,4,0,1.09
276,"['2002_d50a57de-6ee5-4eb3-89de-ec8c08b9fa12_hip-hop', 'jpg']",hip-hop,d50a57de-6ee5-4eb3-89de-ec8c08b9fa12,4,1,1.09
277,"['2002_e00f79af-9ab5-44b4-87d6-0edcf919339f_hip-hop', 'jpg']",hip-hop,e00f79af-9ab5-44b4-87d6-0edcf919339f,4,0,1.09
278,"['2002_e27f633e-f508-4c32-98db-a68eba043e90_hip-hop', 'jpg']",hip-hop,e27f633e-f508-4c32-98db-a68eba043e90,4,1,1.09
279,"['2002_e99114cc-85a3-4923-af1d-fab56aebdfd9_rock', 'jpg']",rock,e99114cc-85a3-4923-af1d-fab56aebdfd9,4,0,1.09
280,"['2002_ec1da0fc-d7f4-417f-abaf-19c3919f5b85_rock', 'jpg']",rock,ec1da0fc-d7f4-417f-abaf-19c3919f5b85,4,0,1.09
281,"['2002_f0d5ab53-cfa7-4877-bf43-6348c348eb7f_country', 'jpg']",country,f0d5ab53-cfa7-4877-bf43-6348c348eb7f,4,0,1.09
282,"['2003_0c5f99da-3386-41aa-b28e-7bde860dad04_rock', 'jpg']",rock,0c5f99da-3386-41aa-b28e-7bde860dad04,4,1,1.09
283,"['2003_161414b6-530a-4987-9b01-e496bb1f581a_country', 'jpg']",country,161414b6-530a-4987-9b01-e496bb1f581a,4,1,1.09
284,"['2003_1dde490b-06ba-41f0-b9c9-32283416ccda_rock', 'jpg']",rock,1dde490b-06ba-41f0-b9c9-32283416ccda,4,1,1.09
285,"['2003_27a2ff98-b36e-4897-959d-851bdfdfc81f_hip-hop', 'jpg']",hip-hop,27a2ff98-b36e-4897-959d-851bdfdfc81f,4,1,1.09
286,"['2003_345eee80-84f0-4f12-8c72-807d7e5038ed_electronic', 'jpg']",electronic,345eee80-84f0-4f12-8c72-807d7e5038ed,4,1,1.09
287,"['2003_3553a37d-92cd-3d5a-bd6f-0191713daa91_rock', 'jpg']",rock,3553a37d-92cd-3d5a-bd6f-0191713daa91,4,0,1.09
288,"['2003_3c0995a3-978e-48e8-8ff6-01a7b501228e_electronic', 'jpg']",electronic,3c0995a3-978e-48e8-8ff6-01a7b501228e,4,0,1.09
289,"['2003_41e7289c-9db7-4a4e-9bfb-54e0a81ba57c_hip-hop', 'jpg']",hip-hop,41e7289c-9db7-4a4e-9bfb-54e0a81ba57c,4,0,1.09
290,"['2003_4280a2de-5ed0-357a-909e-92fed90dce09_hip-hop', 'jpg']",hip-hop,4280a2de-5ed0-357a-909e-92fed90dce09,4,0,1.09
291,"['2003_5657f5dc-d0df-41f4-8134-12df29236c22_pop', 'jpg']",pop,5657f5dc-d0df-41f4-8134-12df29236c22,4,0,1.09
292,"['2003_731fd3d3-10ea-4a41-9e6d-871488e53f54_electronic', 'jpg']",electronic,731fd3d3-10ea-4a41-9e6d-871488e53f54,4,0,1.09
293,"['2003_780902b9-e89f-473f-8616-7d27c0d3f22c_pop', 'jpg']",pop,780902b9-e89f-473f-8616-7d27c0d3f22c,4,1,1.09
294,"['2003_7ed462e2-6bab-4a60-8875-41f217b699dc_pop', 'jpg']",pop,7ed462e2-6bab-4a60-8875-41f217b699dc,4,0,1.09
295,"['2003_81e6ae73-ac28-4e45-a350-62ec44049c80_electronic', 'jpg']",electronic,81e6ae73-ac28-4e45-a350-62ec44049c80,4,0,1.09
296,"['2003_85989de3-a24d-4f68-b170-9d6631042e45_country', 'jpg']",country,85989de3-a24d-4f68-b170-9d6631042e45,4,0,1.09
297,"['2003_9c24605d-c777-4e41-8cdf-e246b49ae643_electronic', 'jpg']",electronic,9c24605d-c777-4e41-8cdf-e246b49ae643,4,1,1.09
298,"['2003_a9e929ac-5a2b-4e7b-9718-adc2cbe17f99_country', 'jpg']",country,a9e929ac-5a2b-4e7b-9718-adc2cbe17f99,4,0,1.09
299,"['2003_a9fbae55-7780-4868-9363-2caebfaea5ba_rock', 'jpg']",rock,a9fbae55-7780-4868-9363-2caebfaea5ba,4,0,1.09
300,"['2003_b4a7df4f-2a4c-4554-b24e-98e190f60345_country', 'jpg']",country,b4a7df4f-2a4c-4554-b24e-98e190f60345,4,0,1.09
301,"['2003_c0e58077-b627-4130-bb95-c6e3659469d9_country', 'jpg']",country,c0e58077-b627-4130-bb95-c6e3659469d9,4,0,1.09
302,"['2003_c25b0906-b5ab-495c-8979-fdda63c231a9_country', 'jpg']",country,c25b0906-b5ab-495c-8979-fdda63c231a9,4,0,1.09
303,"['2003_c382865c-1a47-4650-97be-e8e12272e211_country', 'jpg']",country,c382865c-1a47-4650-97be-e8e12272e211,4,0,1.09
304,"['2003_c9f2922b-3334-452a-b745-334724bf4830_pop', 'jpg']",pop,c9f2922b-3334-452a-b745-334724bf4830,4,0,1.09
305,"['2003_d1727eed-2480-43d8-aa97-e980f365224d_electronic', 'jpg']",electronic,d1727eed-2480-43d8-aa97-e980f365224d,4,0,1.09
306,"['2003_d5f90194-031d-4192-88f5-9bb89ce632bd_electronic', 'jpg']",electronic,d5f90194-031d-4192-88f5-9bb89ce632bd,4,0,1.09
307,"['2003_dc45d5c5-c6ea-4645-ba49-757642a8c2b5_rock', 'jpg']",rock,dc45d5c5-c6ea-4645-ba49-757642a8c2b5,4,1,1.09
308,"['2003_dcc9ac72-5226-4d11-bd61-872e0be24545_hip-hop', 'jpg']",hip-hop,dcc9ac72-5226-4d11-bd61-872e0be24545,4,0,1.09
309,"['2003_de1fbef7-d6cb-4e87-bb8d-5fb084b8b58b_country', 'jpg']",country,de1fbef7-d6cb-4e87-bb8d-5fb084b8b58b,4,0,1.09
310,"['2003_ea5a35c8-4192-4bd9-af6b-dd244197a8e5_rock', 'jpg']",rock,ea5a35c8-4192-4bd9-af6b-dd244197a8e5,4,0,1.09
311,"['2003_f954f852-11e3-46be-ad30-fd3de8e8a5e4_hip-hop', 'jpg']",hip-hop,f954f852-11e3-46be-ad30-fd3de8e8a5e4,4,0,1.09
312,"['2003_fea30be1-e7c0-4fd2-ae80-c8d06c8d6326_hip-hop', 'jpg']",hip-hop,fea30be1-e7c0-4fd2-ae80-c8d06c8d6326,4,1,1.09
313,"['2004_15d7a651-3550-442e-bd48-acbed0efb901_electronic', 'jpg']",electronic,15d7a651-3550-442e-bd48-acbed0efb901,4,0,1.09
314,"['2004_196e0ccc-8976-45af-a865-b109218539c3_rock', 'jpg']",rock,196e0ccc-8976-45af-a865-b109218539c3,4,0,1.09
315,"['2004_1e400551-b1cc-4077-bc82-844b58ef13b4_electronic', 'jpg']",electronic,1e400551-b1cc-4077-bc82-844b58ef13b4,4,2,1.09
316,"['2004_1fc32de4-cedd-4569-9e71-372d469d96e6_rock', 'jpg']",rock,1fc32de4-cedd-4569-9e71-372d469d96e6,4,1,1.09
317,"['2004_495c9999-ebd7-44ab-a631-f3c626b17246_electronic', 'jpg']",electronic,495c9999-ebd7-44ab-a631-f3c626b17246,4,0,1.09
318,"['2004_4d48cb3e-cb7e-487f-a538-c309bd754877_pop', 'jpg']",pop,4d48cb3e-cb7e-487f-a538-c309bd754877,4,0,1.09
319,"['2004_5ea95501-8ae3-461c-b4ec-c9aa83e61fc9_electronic', 'jpg']",electronic,5ea95501-8ae3-461c-b4ec-c9aa83e61fc9,4,0,1.09
320,"['2004_74ef9d9e-298b-460a-8730-5222f4eb2374_pop', 'jpg']",pop,74ef9d9e-298b-460a-8730-5222f4eb2374,4,0,1.09
321,"['2004_7992c871-d621-446e-a364-c8c0aec3f769_electronic', 'jpg']",electronic,7992c871-d621-446e-a364-c8c0aec3f769,4,0,1.09
322,"['2004_8d98da87-6191-4bc5-83d9-800ff42a7b27_country', 'jpg']",country,8d98da87-6191-4bc5-83d9-800ff42a7b27,4,0,1.09
323,"['2004_94638975-a7ed-4d4b-be00-960c89c55027_hip-hop', 'jpg']",hip-hop,94638975-a7ed-4d4b-be00-960c89c55027,4,3,1.09
324,"['2004_9577d663-00f4-4ecc-a38c-0c5c1b62bb30_electronic', 'jpg']",electronic,9577d663-00f4-4ecc-a38c-0c5c1b62bb30,4,0,1.09
325,"['2004_99ffd1a9-45bf-4f5c-92e2-a4b22e0ba85c_hip-hop', 'jpg']",hip-hop,99ffd1a9-45bf-4f5c-92e2-a4b22e0ba85c,4,4,1.09
326,"['2004_9b88cf3e-4077-4c1b-b5c2-148a7c7066c2_pop', 'jpg']",pop,9b88cf3e-4077-4c1b-b5c2-148a7c7066c2,4,1,1.09
327,"['2004_a5727d40-4f38-49df-a3f0-13b619ed4814_hip-hop', 'jpg']",hip-hop,a5727d40-4f38-49df-a3f0-13b619ed4814,4,0,1.09
328,"['2004_b32b3292-55db-4883-adaf-786171f381a1_pop', 'jpg']",pop,b32b3292-55db-4883-adaf-786171f381a1,4,0,1.09
329,"['2004_bbfd46c9-8647-473d-8382-917920724ea1_rock', 'jpg']",rock,bbfd46c9-8647-473d-8382-917920724ea1,4,0,1.09
330,"['2004_be4c8191-7b29-4667-98ff-962059c3c486_hip-hop', 'jpg']",hip-hop,be4c8191-7b29-4667-98ff-962059c3c486,4,0,1.09
331,"['2004_c4cf23d5-c0f6-49f8-b892-87f044f377e1_hip-hop', 'jpg']",hip-hop,c4cf23d5-c0f6-49f8-b892-87f044f377e1,4,2,1.09
332,"['2004_cdd3e963-3ef7-484e-b266-3f2d5d631b3b_pop', 'jpg']",pop,cdd3e963-3ef7-484e-b266-3f2d5d631b3b,4,0,1.09
333,"['2004_d145e18a-6cbe-434b-82fe-dd680d45b060_pop', 'jpg']",pop,d145e18a-6cbe-434b-82fe-dd680d45b060,4,1,1.09
334,"['2004_d22a36ce-2a5d-48d3-a3f6-4c226a8fac26_pop', 'jpg']",pop,d22a36ce-2a5d-48d3-a3f6-4c226a8fac26,4,0,1.09
335,"['2004_d9d6d2d0-8552-4c12-982d-49cc6a4d7a7e_pop', 'jpg']",pop,d9d6d2d0-8552-4c12-982d-49cc6a4d7a7e,4,1,1.09
336,"['2004_db04b015-973a-4fe4-8b1a-2ac0ce0a248e_pop', 'jpg']",pop,db04b015-973a-4fe4-8b1a-2ac0ce0a248e,4,0,1.09
337,"['2004_db1f317d-7c44-474b-9be6-3302eb52fcb2_country', 'jpg']",country,db1f317d-7c44-474b-9be6-3302eb52fcb2,4,1,1.09
338,"['2004_e90554b3-6ad4-4359-b917-85a22fcc0753_pop', 'jpg']",pop,e90554b3-6ad4-4359-b917-85a22fcc0753,4,0,1.09
339,"['2004_ea074fb8-888d-42a0-b2f9-d73b0039f5c0_rock', 'jpg']",rock,ea074fb8-888d-42a0-b2f9-d73b0039f5c0,4,1,1.09
340,"['2004_f4bf1058-372d-42c2-bcd0-d1a501cf1428_electronic', 'jpg']",electronic,f4bf1058-372d-42c2-bcd0-d1a501cf1428,4,0,1.09
341,"['2005_091786c8-db0d-4ce9-8a60-f13bda4abfd9_hip-hop', 'jpg']",hip-hop,091786c8-db0d-4ce9-8a60-f13bda4abfd9,4,0,1.09
342,"['2005_0b98781c-a8ec-4a9e-a4ed-0fdfd1033ced_hip-hop', 'jpg']",hip-hop,0b98781c-a8ec-4a9e-a4ed-0fdfd1033ced,4,0,1.09
343,"['2005_0f69648e-04c6-3082-9cd2-f973cb191781_rock', 'jpg']",rock,0f69648e-04c6-3082-9cd2-f973cb191781,4,0,1.09
344,"['2005_1915dbf5-31f1-486d-891d-9bdc92935cd9_hip-hop', 'jpg']",hip-hop,1915dbf5-31f1-486d-891d-9bdc92935cd9,4,0,1.09
345,"['2005_22c7b8ee-a6a6-4818-a9a7-843fbb2c9d03_pop', 'jpg']",pop,22c7b8ee-a6a6-4818-a9a7-843fbb2c9d03,4,1,1.09
346,"['2005_240fd4f6-217a-47f3-a81a-90a08d4cc360_hip-hop', 'jpg']",hip-hop,240fd4f6-217a-47f3-a81a-90a08d4cc360,4,0,1.09
347,"['2005_25b6299e-1ab1-440b-b204-5306b399d5c6_hip-hop', 'jpg']",hip-hop,25b6299e-1ab1-440b-b204-5306b399d5c6,4,0,1.09
348,"['2005_26f618e5-3259-4e4e-94ca-5df54bd1469d_electronic', 'jpg']",electronic,26f618e5-3259-4e4e-94ca-5df54bd1469d,4,0,1.09
349,"['2005_30214efe-bc85-48c3-b5a1-39d50fd3dd11_rock', 'jpg']",rock,30214efe-bc85-48c3-b5a1-39d50fd3dd11,4,0,1.09
350,"['2005_3a131446-032a-4190-a101-72f85d65a5bb_hip-hop', 'jpg']",hip-hop,3a131446-032a-4190-a101-72f85d65a5bb,4,0,1.09
351,"['2005_489287ff-44ee-4e14-9653-3a257980d728_pop', 'jpg']",pop,489287ff-44ee-4e14-9653-3a257980d728,4,0,1.09
352,"['2005_6692240d-55c2-471f-8b9e-f4b5f575e2d1_rock', 'jpg']",rock,6692240d-55c2-471f-8b9e-f4b5f575e2d1,4,0,1.09
