,file,hmax1,hmax2,hmax3,smax1,smax2,smax3,smed,sstd,vmax1,vmax2,vmax3,vmedian,vstd
476,1999_82dfe0a3-a84f-499a-9efa-da0c0873ea33_country,0,10,30,90,80,70,14422.0,30010.591796875,60,20,40,21506.5,18206.15625
477,2004_495c9999-ebd7-44ab-a631-f3c626b17246_electronic,70,80,20,90,70,80,19842.0,20761.580078125,60,50,40,5286.5,54367.55859375
478,2003_de1fbef7-d6cb-4e87-bb8d-5fb084b8b58b_country,10,0,100,90,80,70,1710.0,46982.296875,50,60,40,26472.5,17590.154296875
479,2000_14e7a6a2-f181-4e67-92d0-01303e60ddfa_pop,110,50,60,90,50,60,14434.0,30000.2578125,70,80,60,11949.0,29885.8984375
480,2009_323b22de-fcba-4881-a9e7-7c495000e9ed_electronic,0,40,30,90,80,70,5535.5,46326.80859375,0,90,80,13055.0,35164.078125
481,2007_14ccf0a8-9085-4713-97f9-e9da16dbed2f_electronic,30,70,60,50,40,30,1855.0,41978.00390625,30,70,60,9296.0,27609.88671875
482,1992_6d8ae022-8687-46ed-8755-045f73494fee_hip-hop,60,10,70,90,70,80,11087.0,34952.62890625,60,90,70,17402.5,30811.91015625
483,2005_d1918911-da23-4c5b-8a1d-31c69731110b_hip-hop,110,0,100,90,80,70,9692.5,41405.0,90,40,80,15512.0,44040.47265625
484,1991_9be99ebf-9486-4981-a13b-d1c960bc9ca7_rock,40,10,20,90,60,50,18880.0,23761.671875,80,50,60,30580.5,18691.84375
485,2001_6da289bf-35b6-41b4-8a9d-60c120a1622e_country,20,10,30,90,80,70,118.0,50700.79296875,30,70,80,19647.5,21028.771484375
486,2006_2ef79631-26b6-4b63-b55c-8863394003cc_electronic,30,0,10,90,80,70,215.5,53782.26171875,70,60,50,19728.5,24615.76171875
487,2008_6155451e-57a5-4ce0-9a91-8a119fbe59cb_hip-hop,30,20,10,90,80,70,688.0,53243.4296875,70,60,80,22840.0,19811.755859375
488,2009_5f9ff8e2-8007-4c2d-9559-b98ec27ff776_pop,0,90,110,90,80,0,3466.0,61961.26953125,90,60,0,15973.0,22172.244140625
489,2000_a7c54111-057b-4d91-a0ee-f3f30d5fc6ef_electronic,0,10,20,90,80,70,437.0,50919.55859375,80,90,70,11929.0,27121.990234375
490,1991_4349b090-8599-4151-b5ba-a94ac327933c_rock,0,10,110,90,80,70,3268.0,48986.0625,60,90,30,17461.0,22527.759765625
491,2007_7cef5d37-90ac-4b7e-8e76-31a02363f431_hip-hop,0,10,60,90,80,0,1688.0,65761.078125,90,40,0,12905.5,41221.3359375
492,2001_2bee1831-f594-486e-bec1-0b213a7d07ee_pop,0,110,80,90,80,70,2094.0,60172.31640625,70,60,80,13435.5,23191.58203125
493,2008_16c2685c-36cd-475f-bfaf-8ceb8bbd95ee_pop,0,10,30,90,80,60,2345.5,56851.875,90,80,70,4506.5,36436.1328125
494,2005_489287ff-44ee-4e14-9653-3a257980d728_pop,0,110,40,90,80,70,3296.0,46178.66796875,80,90,0,23265.0,7678.658203125
495,2004_c4cf23d5-c0f6-49f8-b892-87f044f377e1_hip-hop,0,10,80,90,80,50,11747.5,43810.27734375,90,50,40,11966.0,37973.54296875
496,2006_d61a6676-7851-4a10-811a-cb9aaed06d23_pop,110,0,60,90,80,70,3663.0,36454.82421875,90,80,30,17668.5,26591.61328125
497,2006_441a4aea-4451-419a-98dc-2b5fe242dc04_electronic,0,110,10,90,80,0,17661.5,23808.20703125,60,0,90,28738.0,9416.1533203125
498,2006_e30870f0-4c78-4465-98ed-40077948a650_rock,0,100,10,90,80,70,63.5,41618.63671875,80,50,60,30625.5,20764.224609375
499,1991_2369662f-fa9a-4d51-b68e-00133f6a32fe_electronic,50,40,60,60,70,50,16481.0,23090.232421875,60,70,80,14636.0,27002.451171875
