,file,hmax1,hmax2,hmax3,smax1,smax2,smax3,smed,sstd,vmax1,vmax2,vmax3,vmedian,vstd
295,2003_dcc9ac72-5226-4d11-bd61-872e0be24545_hip-hop,0,10,20,90,80,60,8046.5,46984.63671875,90,60,50,18537.0,22878.84375
296,1995_4df2f9a7-8d62-4895-a28c-c5df3e666ad5_rock,30,40,110,60,80,70,2473.0,60066.75,90,80,70,3485.5,67533.34375
297,2002_4f0e5075-047a-4103-9ba1-d5f99f99d36c_country,10,20,70,90,80,70,600.5,49793.3203125,60,30,40,23694.0,17521.0625
298,2008_f677da4a-c069-4ae2-9bde-bafdcaa3eaa9_rock,0,100,80,90,0,80,2204.0,36757.9140625,0,50,60,12924.5,27928.775390625
299,2001_1f026be6-5446-4a40-8979-40b52dbbd8fa_pop,10,20,0,90,80,70,216.5,59593.46484375,80,70,60,11422.0,25909.416015625
300,2005_78e0a82c-f6e3-45fe-8f5c-190ae91bf357_rock,30,0,40,90,80,50,21018.5,19195.375,10,20,30,18606.5,16811.599609375
301,2003_5657f5dc-d0df-41f4-8134-12df29236c22_pop,90,80,100,70,60,80,23934.5,19219.103515625,40,50,60,10555.5,26991.533203125
302,2007_0194abe3-f137-3757-b639-2566af63036d_electronic,0,30,10,90,80,70,300.5,49976.91015625,60,80,70,19809.0,25271.853515625
303,2007_4eb56cea-ca17-4f14-bf98-cfdef3947c7f_hip-hop,40,0,70,50,60,80,17533.0,23872.044921875,30,90,50,27296.0,19381.884765625
304,2004_d22a36ce-2a5d-48d3-a3f6-4c226a8fac26_pop,0,30,10,90,80,70,12737.5,34417.4296875,90,60,80,27528.5,11278.556640625
305,1995_72cbb9e5-99aa-45ef-a762-8dfb6eb3674d_electronic,20,0,40,50,60,90,11452.0,28596.474609375,90,80,0,7705.0,41459.13671875
306,2007_bd10b986-eca8-40a9-8ded-dd7804d271fb_hip-hop,30,10,0,90,80,70,3737.5,43008.19921875,90,50,60,26382.5,13509.8916015625
307,1991_29adc87d-8df0-4a66-8e26-10cb67a9461d_country,0,100,110,90,80,70,4556.5,38598.12890625,90,30,80,10772.0,32357.41796875
308,1994_d939d8f4-6e1e-48c5-9ee5-c01bb41404e4_pop,0,110,100,90,80,70,565.0,72178.7421875,90,0,20,1835.5,69879.046875
309,2007_6acf7da7-d6e5-4a92-b160-5efe87ed68a7_pop,30,40,110,60,50,80,22944.0,23799.490234375,90,80,70,14889.5,22525.306640625
310,2000_534b6c59-1838-40d3-8bdf-e218e822c740_electronic,0,10,110,90,80,60,147.5,63812.94140625,90,80,70,1766.0,43388.06640625
311,2006_69ffac87-4f95-47ba-8826-a9ae8e643f61_electronic,10,20,0,90,80,70,8.0,49796.796875,30,20,40,17596.5,27413.927734375
312,1996_2fa486f2-5e20-4a63-8e03-2a16dc32963c_rock,50,10,40,90,80,70,512.0,46438.86328125,90,60,50,25377.5,25448.814453125
313,2005_7f634e83-03a4-4ef1-aaa2-b520e4415e6b_rock,60,70,10,90,70,60,13900.5,27670.08984375,60,70,40,18551.0,27957.009765625
314,2000_6a0c8924-925e-48ee-96f5-0af82187aa79_rock,80,90,70,80,60,50,3420.5,61190.5078125,20,40,30,1967.0,41620.24609375
315,2005_96ec45d1-859f-4179-a59c-d7b4faef77f0_rock,0,30,40,80,70,90,4929.0,34957.98828125,50,60,40,22748.5,9514.34765625
316,2007_163ecae4-6bb7-479d-8e90-92aa03cb79bc_country,10,0,60,90,80,70,10451.0,41459.578125,50,60,90,20802.0,24054.70703125
317,2008_a57ef7f3-7cc3-4552-b945-778531ce0c61_electronic,30,20,0,80,70,60,5000.5,48616.2265625,50,40,60,9037.0,29571.935546875
318,2003_3c0995a3-978e-48e8-8ff6-01a7b501228e_electronic,110,0,100,90,80,70,295.5,66937.984375,90,80,70,6900.5,35363.69921875
319,2001_93216356-7f66-4492-9fba-54ab96f0c7bd_hip-hop,70,10,30,80,40,50,8705.5,43109.80078125,60,70,50,6616.5,42341.58984375
320,1997_6137f03f-be09-418d-9b5a-9799531f635e_rock,70,30,20,90,80,70,202.5,59289.44140625,60,30,40,14427.0,31913.859375
321,2007_47949ab9-3cbd-4fe0-8e6a-46539a6cae80_electronic,0,110,20,90,80,70,1562.0,56793.28125,90,80,70,7826.0,52623.2890625
322,1991_9d5166bc-4369-3192-86b9-859d77dec9ae_electronic,0,0,0,90,0,0,0.0,74999.6640625,90,30,20,3157.5,64905.421875
323,1990_491ded48-ec70-42cd-bba3-7fc4b0115f56_rock,0,0,0,0,90,0,0.0,50090.61328125,0,90,80,669.0,49427.03125
324,1991_cb35a21f-f597-439a-99ae-4184a2c2d3bf_pop,0,20,40,80,90,70,8970.0,37849.0078125,90,0,80,16084.5,25913.56640625
325,2008_e2b314d5-5a49-48a1-83df-26172acb37d7_country,110,0,30,70,90,60,23775.5,21582.5625,70,80,60,12431.5,27479.041015625
326,2007_b12c60d7-80c9-4391-b885-22dd289759e7_hip-hop,110,80,0,90,80,70,6610.5,43961.01171875,80,40,20,21632.0,22111.833984375
327,2000_e301ce16-02f7-4339-8177-5f787559f9ca_hip-hop,80,90,100,80,60,70,463.5,33504.9375,50,60,40,104.5,52319.4453125
328,1998_a0dfcd18-8b1a-4efe-aa62-13b44eefcd86_rock,20,110,0,60,50,80,15929.5,26167.66796875,90,80,70,6319.5,41987.91015625
329,1991_4362b319-05ad-4923-a9fe-20240eb7b174_country,0,110,30,90,80,20,1007.0,67246.703125,90,80,40,19159.0,25380.240234375
330,2001_970b98dc-e7a4-46fa-9cf6-bb5d450c522d_country,0,110,10,90,80,70,2759.5,58137.42578125,90,60,80,10285.5,50001.67578125
331,2003_c9f2922b-3334-452a-b745-334724bf4830_pop,110,20,30,90,80,50,2172.5,52370.26953125,70,60,80,8047.0,33840.37890625
332,1992_7d7aa4f7-8165-4dfb-b073-b0e1e1b8845a_hip-hop,20,30,40,50,90,60,11452.0,28796.22265625,90,80,70,14439.0,29508.48828125
333,1992_efa36c3d-2e8a-4cab-b3c5-32d12b3f07b0_electronic,10,20,50,90,50,40,14153.0,25320.41796875,80,90,70,14484.5,37751.3125
334,2002_c1874f9f-d728-478b-884b-a4077ed70d15_rock,0,110,100,80,90,70,6900.5,38001.8125,60,70,50,25732.5,20876.697265625
335,2003_731fd3d3-10ea-4a41-9e6d-871488e53f54_electronic,0,110,40,90,80,70,6390.5,46043.30078125,20,30,10,22851.0,13580.3671875
336,2009_30e4620f-b5b5-46b5-af6b-57457d33d716_hip-hop,80,90,0,90,80,70,1054.0,40999.87890625,40,50,60,9080.0,29139.64453125
337,1990_83219409-a39c-3c3c-9928-06f0eac04423_electronic,50,10,20,70,80,30,10965.5,29343.603515625,50,60,40,18130.0,30266.462890625
338,1993_61a92fac-a3a9-43a5-97f4-fc79e6e44cdd_pop,110,40,50,80,90,70,16249.0,19935.0390625,70,80,50,25186.5,18245.103515625
339,1994_7bdec870-d321-4b69-a424-35d5e67ce442_hip-hop,30,20,50,90,80,70,6014.5,53783.05859375,90,80,60,13233.0,22427.5390625
340,1999_e7b6c232-063d-4f9e-a6a6-c3af8337199a_country,110,80,90,40,50,60,19932.5,24008.619140625,50,60,40,4848.5,32769.140625
341,2005_ca485ab0-da87-4fdf-9564-6664f23a7945_rock,0,10,20,80,70,90,3432.0,41709.16015625,80,40,50,22809.5,24462.2421875
342,1994_c938d527-546b-451a-99d1-e883a490e0c2_pop,0,110,10,90,80,70,3483.0,45460.546875,90,20,30,11764.5,37926.17578125
343,1993_1932563f-b7ac-43db-9b35-01bd11fd5299_country,0,10,40,90,0,80,946.5,64718.37890625,0,90,60,7574.0,38517.23828125
344,2002_8b717570-1fc5-41cc-b05a-b0354414679a_rock,10,20,30,80,90,20,108.5,70606.2109375,80,90,70,166.0,70308.9921875
345,2004_196e0ccc-8976-45af-a865-b109218539c3_rock,20,70,30,90,70,80,3844.0,37459.8359375,60,30,20,13098.0,29490.85546875
346,1998_3fb4454a-64b6-4981-8748-4cdd889fe04b_hip-hop,110,50,0,90,80,70,907.0,49978.1875,90,70,80,5191.5,42991.30078125
347,2005_6ac9f4c6-3f11-44e6-872a-5ae6fa8b15fe_electronic,0,0,0,90,0,0,0.0,74949.3515625,0,90,10,655.5,61678.2890625
348,2007_e3c33f03-3324-3ace-b5e2-887dba7795fd_pop,0,40,20,80,90,70,10861.5,34985.375,60,70,90,30230.0,17591.755859375
349,1995_50b4286d-282e-47ee-8a70-6f2357dc6919_rock,110,100,50,80,70,90,2878.5,38637.44921875,90,80,70,856.0,46503.75
350,2000_65bbd028-3343-4943-84a2-ad9fd51350fd_rock,10,30,0,60,70,80,39.0,58666.9453125,90,80,70,1633.5,48412.80078125
351,1994_2c781a00-943e-42f0-a4a0-a26559811a41_electronic,110,50,60,90,10,50,25007.5,7328.27001953125,40,50,80,15624.5,31164.404296875
352,1990_3f6ba929-ff4a-4af8-a896-2803ca3112c0_rock,50,100,40,60,50,40,19225.5,24995.771484375,80,90,70,171.0,42205.76171875
353,1991_7f113627-ef05-4c70-aa80-8ca90e15df4c_rock,40,30,10,90,80,70,9564.0,31591.857421875,30,20,40,26632.5,15826.4453125
354,1999_5528841d-3e6f-4e4c-97f9-e1d1cc196206_electronic,70,10,110,90,80,30,14719.0,28853.537109375,60,90,80,19488.5,25005.88671875
355,2004_94638975-a7ed-4d4b-be00-960c89c55027_hip-hop,0,110,40,90,80,70,4792.5,43397.90625,90,80,60,13491.5,27860.27734375
356,2009_84c9200f-d9d7-48c0-a274-2df3f1c9a8ba_pop,10,40,20,70,60,80,7884.5,30680.03515625,40,50,30,19702.0,22865.724609375
357,1993_610c553f-6d11-4427-bf0b-77226960b901_pop,100,50,80,10,50,30,20128.5,12626.052734375,10,40,50,3850.0,42999.49609375
358,2005_fc648794-6666-4a13-83e3-0f20dc8a4c0c_electronic,30,20,10,80,70,90,602.5,44995.8046875,50,40,60,21901.5,21757.7734375
359,2002_167b51f4-1f76-4bf0-8626-fe4e93bb993f_rock,30,40,20,60,70,80,20531.5,26884.98046875,40,30,50,17848.0,25239.841796875
360,1993_04b56b33-9dc4-4cb6-90db-a7717f5d3cda_country,0,110,10,90,30,40,8106.5,47156.390625,80,90,70,13557.5,25157.712890625
361,2008_1cd772fd-838a-4a20-b1d7-f6d40877a60b_rock,0,110,10,90,80,70,4190.0,47973.2890625,90,60,40,24169.5,17288.818359375
362,2002_708f085d-210a-4b81-9f31-51130dc11d1c_pop,10,20,30,90,80,70,2018.0,61408.64453125,70,60,80,3744.0,37289.67578125
363,2006_b0beb1c8-1ed7-3dda-a77a-ad48fde73104_pop,20,10,0,90,80,70,1000.5,65384.7578125,70,60,80,12050.0,27326.2734375
364,2006_cc491072-7ed0-40c1-a36b-4499e86de2b5_hip-hop,100,70,90,90,80,70,12893.5,27774.044921875,40,60,20,24838.5,18808.548828125
365,2009_88a77286-9fef-405b-be10-a2f12877cb22_country,0,70,100,90,70,80,1961.5,43816.11328125,90,20,30,13820.0,27276.341796875
366,2003_41e7289c-9db7-4a4e-9bfb-54e0a81ba57c_hip-hop,110,0,10,90,80,20,1118.0,70758.6875,90,80,70,23.0,70158.2734375
367,1993_846f3d24-9006-4ef3-9f4e-ef13317d98a0_hip-hop,0,110,100,90,80,50,3465.0,49889.05859375,90,80,60,16482.5,29422.052734375
368,2007_ee553dec-4f1a-4d55-8146-32151ee4a466_country,110,0,20,90,80,70,14270.5,24335.103515625,0,90,50,25942.0,9424.8857421875
369,2004_ea074fb8-888d-42a0-b2f9-d73b0039f5c0_rock,20,0,10,90,80,70,0.0,53819.17578125,50,60,70,19637.5,30357.4140625
370,1998_de32ea23-1f25-4359-93ee-afdc9de2b6dc_electronic,70,80,0,90,70,60,25166.0,24950.51953125,60,90,40,12197.5,38749.70703125
371,2006_f7b5f3c0-a688-4433-85bf-f478ddf5edff_hip-hop,30,0,20,90,80,70,240.5,67996.71875,90,80,60,7788.5,32984.91015625
372,2000_df091849-095e-433f-b451-3adecf294578_electronic,0,0,0,0,90,0,0.0,61974.46484375,0,90,70,1496.0,68137.390625
373,2001_5d7e08dc-461f-48ad-b27e-ebf35d41bca7_country,70,100,110,90,60,70,801.0,41470.08203125,50,80,40,18387.0,26277.525390625
374,2009_0f5f0366-f199-46dd-bbbd-34b282890e91_hip-hop,0,40,30,90,80,0,8330.0,38384.94921875,90,0,60,20484.0,19456.578125
375,1993_89f28dd9-568d-45aa-8a3b-15389bcb81f4_rock,40,30,50,30,40,50,18686.5,17199.40234375,90,80,70,3373.0,34379.89453125
376,2002_cd31e6f9-152d-45c4-ae33-431266a19e82_pop,0,10,110,90,80,40,1801.0,47894.10546875,90,80,70,4374.5,46153.5546875
377,1999_d0374fd8-223a-41cd-ae53-fc96dad1edc2_pop,0,10,100,90,80,70,384.0,70379.96875,90,80,70,3235.5,61169.45703125
378,1998_bfdf5e10-043e-47fb-bbde-3dcd16e13fc5_hip-hop,0,40,50,0,90,50,9290.0,35660.8828125,0,90,70,11949.5,37137.3828125
379,1998_08eba0cf-3a36-4655-9bff-ce2518934a21_electronic,100,90,80,60,80,70,722.5,32105.009765625,50,70,60,190.0,40423.4453125
380,2001_3749d18e-97f4-4b11-b063-8fa32ac21a99_rock,20,10,60,90,20,80,11529.5,39343.82421875,90,80,10,21684.5,17024.548828125
381,1995_711946e6-0c3e-3b60-92dd-20e3ced9d0e5_electronic,60,50,70,80,70,90,7982.0,31363.830078125,60,50,70,15236.5,33517.53515625
382,1997_6445dabe-2389-4dd8-94a6-9f22e8e254d6_country,100,0,110,90,60,70,17305.0,30152.033203125,10,80,20,9239.5,34809.89453125
383,2002_8303a23b-cc32-4383-973d-c418bee0ddd5_rock,60,40,50,80,50,90,14466.5,36315.68359375,40,90,80,18430.5,26884.44140625
384,1997_1abf3c04-cc11-4ea7-8377-dccf6355579c_hip-hop,0,110,90,90,80,40,24138.5,19228.251953125,80,30,70,26334.0,15176.0537109375
385,2005_3a131446-032a-4190-a101-72f85d65a5bb_hip-hop,20,30,10,80,90,70,152.0,50240.6015625,60,70,50,3177.0,43444.34765625
386,1998_84179abc-b714-40fc-8390-8518d57a41d5_electronic,20,0,30,90,80,70,942.5,63310.1796875,70,80,60,14936.5,26771.908203125
387,2007_3bfea784-6dfd-48bc-9f0a-c280d591f8f9_pop,0,40,50,90,80,70,21519.5,17658.212890625,40,50,60,15640.0,21214.44140625
388,2008_9116ee21-a76f-4322-bbef-7545ad3155f7_hip-hop,0,40,50,90,80,70,8389.5,33219.8046875,0,90,40,23844.5,8116.09130859375
389,2001_83f92cc6-5159-430c-abcb-be1671407c63_pop,10,110,20,90,80,70,412.5,69766.8203125,90,70,80,10555.5,31344.521484375
390,2007_805e1717-04f2-39c2-86fb-64d036d63c11_country,0,10,20,90,80,10,570.0,69992.8203125,90,80,70,3853.5,59651.8359375
391,1999_2cfa71de-25e5-433a-a689-01b9d140f59d_pop,0,110,30,90,80,70,848.0,49992.76953125,90,80,60,20020.0,23138.865234375
392,2003_81e6ae73-ac28-4e45-a350-62ec44049c80_electronic,20,10,0,90,60,80,4798.0,57548.7734375,40,60,30,13512.5,23781.79296875
393,2009_4f090737-cafa-4781-be6c-8ade7da5d681_electronic,10,20,70,90,80,70,88.5,61515.48828125,90,80,60,2956.5,38079.7578125
394,1998_d6c866bf-1bab-4c35-b538-d4b42c0d93ed_hip-hop,0,40,110,0,90,40,3399.0,63081.8828125,0,90,70,3002.0,63715.61328125
395,1994_97410570-1112-465d-9eff-2e721e57e738_hip-hop,20,40,10,30,10,20,25785.5,14519.5517578125,60,70,50,6909.5,35077.25
396,2004_cdd3e963-3ef7-484e-b266-3f2d5d631b3b_pop,20,100,30,90,40,50,10789.0,46207.98046875,60,50,80,11740.5,25465.287109375
397,1998_d28b1565-137e-475b-b554-a4a9cde3810b_rock,20,30,10,90,80,70,425.5,49978.078125,30,70,40,19869.5,21010.10546875
398,1996_85e9cfbd-d41d-407f-ad85-7e661c0c11db_electronic,0,110,10,90,40,30,25833.5,19970.83984375,60,70,90,15049.5,24269.345703125
399,2003_d1727eed-2480-43d8-aa97-e980f365224d_electronic,30,70,60,90,70,80,4005.5,45160.6015625,60,30,40,13094.5,26022.896484375
400,1999_cac2b28b-469a-4a7e-8f56-21acb12f6c77_pop,80,70,110,70,60,50,16334.0,22813.958984375,40,50,60,10571.5,34012.6796875
401,1995_802bf5d5-9257-4d29-84af-edf61bc0c91c_country,0,110,100,90,20,80,4662.0,60086.2109375,90,80,40,5962.5,56896.984375
402,2003_0c5f99da-3386-41aa-b28e-7bde860dad04_rock,100,0,90,90,80,60,3709.5,60997.96484375,90,80,10,5689.0,47046.93359375
403,1991_209058f3-4f55-4be0-81c4-a5c4f9ad9934_country,10,80,0,90,80,70,10992.5,30943.828125,40,60,90,18016.0,18557.814453125
404,1990_912a8e16-3730-46e4-847d-dfba119df13a_pop,100,110,0,90,40,50,14667.5,27977.6953125,90,70,50,24995.5,21919.296875
405,2008_853dc35d-8f09-345e-81e7-cee78e6a5c34_pop,110,100,60,90,80,70,12503.5,28150.802734375,60,90,50,18467.0,23686.96484375
406,1991_cd6100f2-cbbe-3703-916b-d3e35d9efd4a_rock,10,0,20,80,90,50,3819.5,49074.25390625,70,60,80,5272.5,35344.87890625
407,1996_aea728ef-e286-3949-bfba-01ab0ac961c2_pop,0,10,20,90,80,70,4648.0,40686.98828125,80,90,70,21320.5,20061.1328125
408,2009_74204276-618e-43d5-99e5-829328fee10a_electronic,20,30,10,30,40,80,7654.5,32356.86328125,60,70,90,12480.5,34357.921875
409,1995_0d225de3-5dcf-4219-93e0-be16ab17afa7_rock,0,110,10,90,80,30,9172.5,41464.7890625,60,90,80,24527.5,23047.841796875
410,1997_0aec800b-621e-48df-a734-2720a6312885_rock,80,20,0,90,80,70,18918.5,17586.15234375,10,60,40,21926.0,19504.62109375
411,2009_8c468df7-03af-4245-bd83-be085d9d6bf6_pop,40,50,100,80,70,60,15271.0,26624.029296875,50,30,40,16789.5,22696.134765625
412,2001_91eb8ddf-5683-4ab2-aa1b-be39d1a65f7c_rock,30,0,40,80,90,0,10221.5,33846.33984375,90,0,80,13841.0,33060.71875
413,1999_78d4a493-4036-338f-8eef-466f38b3e935_rock,0,10,110,90,80,70,3831.0,49597.890625,90,80,70,13378.5,44658.84765625
414,2004_a5727d40-4f38-49df-a3f0-13b619ed4814_hip-hop,20,10,0,90,80,70,6272.0,52291.51171875,60,70,90,18552.0,16246.97265625
415,2000_9df31376-02b2-400c-bc65-83480a28287e_electronic,110,80,100,90,60,70,4493.0,43353.63671875,80,40,70,13284.5,31658.904296875
416,2000_b3da1b87-ab9d-4bbd-ab4e-d9c46ef41a7d_country,80,70,10,80,70,90,5262.5,42043.3203125,60,50,40,18916.0,20056.90234375
417,1990_55267b7f-24b1-3180-b988-4990e07f88c8_electronic,10,0,70,90,80,70,26.0,73573.0,90,0,60,1428.0,46626.625
418,1991_1174e529-a321-4a65-8c02-6dcbd573a383_country,10,20,30,90,80,70,720.5,68475.9140625,70,60,80,18201.0,32098.189453125
419,2000_459e1739-d8c4-4386-a176-5f934aabf9f6_pop,40,0,110,50,90,80,12015.0,34786.328125,60,90,70,9990.5,36451.8359375
420,2005_fa0d5bfc-58c9-43c2-aea3-fa0edb56e83f_country,0,10,20,90,80,70,808.0,71274.9375,90,60,70,15250.0,31786.078125
421,2009_16bca431-2228-4156-8f12-1932b72c2335_pop,50,0,30,90,80,70,523.0,66428.7421875,60,90,40,8454.0,40429.62890625
422,2005_26f618e5-3259-4e4e-94ca-5df54bd1469d_electronic,0,70,110,90,80,70,415.0,65180.640625,90,20,40,1697.5,63099.28515625
423,1993_9fe3276e-e7a2-4364-bc36-09704613360b_electronic,30,20,110,40,50,90,4310.5,43078.62109375,70,60,90,3253.0,42402.83203125
424,1993_002877ac-67ec-49c0-b12f-68bc9b4ee1af_country,20,10,30,90,80,10,11453.5,35839.57421875,60,70,90,18324.5,27205.490234375
425,2002_9e327a6d-4cbd-4068-a647-896069a7e2a0_rock,90,0,100,90,80,70,1.0,66530.546875,50,60,90,1676.5,36693.28125
426,1996_0bafaedd-658b-4ed7-90df-1582a23c79b7_rock,60,50,30,90,80,20,17245.5,25981.6640625,60,70,20,11401.5,27899.283203125
427,2009_0789780c-0059-44f7-b4f5-5a06de3dcd26_pop,30,20,10,80,90,70,4155.0,43003.703125,50,40,60,24646.5,16001.0791015625
428,1999_99070885-eb30-4604-be19-c07bd93ef12e_rock,110,0,100,90,80,70,23502.5,15390.0302734375,50,60,40,26240.5,16200.572265625
429,1993_ab48b1da-7190-4f3a-b1c3-78b4778128a7_hip-hop,40,30,0,80,90,60,23347.5,14390.33984375,40,70,60,23911.0,17366.623046875
430,2006_47c4a416-cf8b-44b2-ae05-7f810c6e149e_electronic,110,0,100,90,80,70,27.0,63103.296875,80,90,70,11021.0,40320.0078125
431,1993_8068e914-f3a9-4e3c-a9dd-511ec459a626_pop,0,50,100,90,80,70,17580.5,34836.90625,90,40,80,16475.0,27176.099609375
432,1999_fc0c4079-a29f-30e3-939e-d6ee4d03f886_rock,20,70,0,90,70,80,5296.5,43049.91015625,60,30,20,18920.5,25426.01953125
433,2008_15954da7-7d95-4813-abfe-b7c61e4d0975_hip-hop,20,10,70,90,80,70,5036.0,39322.234375,90,40,30,17238.5,29527.36328125
434,2004_db1f317d-7c44-474b-9be6-3302eb52fcb2_country,0,110,10,90,80,60,2925.0,67375.109375,90,60,50,4558.0,58091.0859375
435,2008_86c91629-9d6c-416b-8b2e-3ba4e6ed0b07_hip-hop,30,20,50,90,80,70,11169.5,35100.8984375,60,50,70,19536.0,22680.439453125
436,1997_b73f4fe0-8676-401f-b38e-9b117d6e2f8e_pop,110,0,100,90,20,10,2790.0,66111.015625,90,80,70,1229.5,46541.44140625
437,1991_052c18c4-2fd7-4be8-bf9e-c538d131a039_electronic,110,0,100,90,80,70,0.0,74863.765625,90,80,70,4487.5,49944.76953125
438,1995_f2d28583-174b-4c50-bd86-e0d4b866bf11_hip-hop,0,70,60,90,80,70,4364.0,34515.71484375,50,60,70,16326.0,24324.306640625
439,2008_6312f231-415c-4317-b145-460edfce1806_hip-hop,110,0,70,90,80,70,2629.0,46907.30859375,90,40,60,26098.0,11114.751953125
440,2005_0b98781c-a8ec-4a9e-a4ed-0fdfd1033ced_hip-hop,10,30,20,80,90,70,294.0,60639.98046875,90,80,40,10887.5,31402.8515625
441,2003_780902b9-e89f-473f-8616-7d27c0d3f22c_pop,0,30,10,80,90,70,1972.5,42577.984375,90,80,40,15160.5,36808.40234375
442,2006_9820fea9-39da-3e96-830a-202b6cde8253_pop,100,0,70,90,80,70,6619.0,34125.33203125,60,90,50,29420.0,18591.59375
443,2004_d145e18a-6cbe-434b-82fe-dd680d45b060_pop,110,100,30,90,80,70,19247.5,19905.697265625,60,40,70,33429.0,18739.541015625
444,1993_52ff2a91-e2c9-3045-9dff-879dd4864426_rock,0,40,10,90,80,70,6472.0,39307.4140625,90,80,60,26808.5,17201.037109375
445,2007_a5d1ef39-09af-45ea-a3d7-8af0a91a691a_hip-hop,80,30,20,90,80,70,381.5,41954.9609375,60,50,40,19390.0,23718.86328125
446,2005_ede858b2-0b08-4944-bc2e-88dc50f8ba9f_pop,110,0,40,60,90,70,12728.5,28788.9609375,80,90,60,14619.5,34272.65234375
447,1996_9f754cd6-7653-4b0d-bf72-1745a60d5f1e_pop,110,10,0,90,80,70,5651.5,49218.11328125,90,60,70,14695.0,38896.28125
448,2005_a42b2f39-dd6c-4db0-896f-456d2ad0c474_hip-hop,0,10,30,90,80,50,7556.0,48264.6640625,70,90,60,24534.0,16486.76171875
449,2002_cf2823eb-9fbd-46a7-af5c-9e4455277c62_rock,110,10,30,90,80,70,10967.0,37276.2109375,90,80,70,15099.5,29304.8046875
450,1995_856284e5-e975-461c-b132-6ab9c2f27ef0_country,110,0,10,90,70,80,7053.0,36099.60546875,80,90,70,6816.5,33049.87890625
451,2000_6df2edfe-cad6-4f74-b660-e782c60f5da5_electronic,10,0,40,50,40,80,27669.0,21396.77734375,80,70,60,17751.5,27488.587890625
452,2007_81e0d103-5fbe-4765-8c75-8ba33c30b36b_country,70,110,0,90,80,70,8893.5,42826.51171875,40,90,50,13148.5,36382.58984375
453,2003_d5f90194-031d-4192-88f5-9bb89ce632bd_electronic,110,90,100,80,70,90,25623.5,21267.572265625,90,30,80,22732.5,17191.01953125
454,2001_55699405-a41f-4835-8ff0-d659808edccd_pop,110,0,100,70,90,80,7329.0,45971.9609375,70,60,90,4275.0,46604.9765625
455,1992_2bd73f2b-9d42-4ea9-b5b2-1c91ad87a692_pop,110,0,100,90,80,70,3077.0,61416.81640625,90,60,40,6081.0,55356.88671875
456,2005_98450cf0-1972-403c-ab5f-318003cc6c6c_hip-hop,0,110,10,80,70,90,15058.0,24577.478515625,70,20,80,19841.5,20207.166015625
457,1990_28d79e63-2e5a-404d-b95f-f1b383babcfe_country,110,0,10,90,80,40,18904.5,31776.923828125,70,60,90,16468.5,28181.970703125
458,2006_a047b949-977d-4f8e-ad97-c7fdd621fe79_hip-hop,50,0,40,80,70,20,18406.5,26236.640625,50,60,90,9396.5,33022.40625
459,1999_81a1dc18-349b-4470-a85f-f2cf1cf3ff67_electronic,0,110,30,90,80,70,4677.0,50518.90625,90,60,40,10577.5,47297.421875
460,2003_c25b0906-b5ab-495c-8979-fdda63c231a9_country,0,60,10,90,60,50,9239.5,45709.88671875,60,70,90,8860.5,28145.662109375
461,1991_754faecf-8687-4e02-9fd3-e1165d8b7f28_country,110,40,20,90,80,70,3047.0,44384.48046875,60,80,50,22246.0,19275.890625
462,2007_3a65e08a-a077-4fcf-b81b-901fa9104fc8_rock,110,0,40,90,80,70,5137.5,41699.48046875,90,40,80,11466.0,45393.1328125
463,2007_437a177e-71a7-4cc3-9af4-f6fad7636fdc_pop,0,110,80,90,80,50,1820.0,67732.8984375,90,40,10,4239.0,62207.66015625
464,1999_0c25166a-9684-43ae-8349-a3133269d3e2_rock,30,10,20,90,70,80,312.5,64680.578125,90,80,70,11606.5,28593.15625
465,2007_331b3e8d-c13d-4664-b066-2c455c77ffd2_country,110,100,20,90,80,70,23068.5,21976.390625,60,80,70,21235.5,19480.53125
466,2001_529b0a15-e88e-4af3-a0c2-bf05b2e0fbdc_pop,40,100,50,90,80,70,22720.5,18471.03125,30,80,40,27484.0,17277.6484375
467,1997_db470570-67e1-40f0-afef-9e089b28cabd_hip-hop,40,30,20,90,80,70,139.0,69812.5859375,50,90,80,12013.5,35912.06640625
468,2003_c382865c-1a47-4650-97be-e8e12272e211_country,0,110,100,90,50,80,203.0,74438.421875,90,40,50,660.5,73115.15625
469,2001_6803c0ea-0fb7-442a-afb0-b8614c83d038_hip-hop,80,100,110,90,80,70,7227.0,37693.7265625,50,60,90,15165.0,24764.4921875
470,2001_c25f58bd-3a4b-4940-a172-0bf6d0435887_hip-hop,0,10,20,90,80,70,16983.5,27375.13671875,50,60,40,22732.5,16162.4990234375
471,1998_84cfc47e-60e8-4256-a87f-b952056288dc_hip-hop,10,0,20,90,80,0,4214.0,51119.828125,90,60,80,24885.0,22414.12890625
472,2008_ac3c348f-8d12-40bd-8def-7aa67d4946a3_rock,110,100,0,90,80,70,2361.0,58434.4921875,90,80,70,8683.5,33591.765625
473,2006_82f14d3d-094c-4c93-8892-51d5099f6872_rock,0,0,0,90,0,0,0.0,68859.3203125,0,30,10,11622.5,34680.78515625
474,1996_6394deb7-c2e6-4d9f-8164-c7661bb62edd_country,0,30,110,90,70,60,9491.5,29643.20703125,90,40,50,9066.5,30099.2109375
475,2006_bd18c7e3-7248-4f68-90f7-f5f0c4c491ac_country,110,0,20,90,80,50,18418.0,21939.39453125,90,80,70,26000.5,20866.013671875
