,genre,hash,histmax_b,histmax_g,histmax_r,histmed_b,histmed_g,histmed_r,histstd_b,histstd_g,histstd_r
0,country,e022d75b-efad-4e5d-a192-970888da9532,0,0,0,2012.0,740.0,1063.0,0.0,0.0,0.0
1,pop,db04b015-973a-4fe4-8b1a-2ac0ce0a248e,0,0,0,191.0,3.0,1.0,0.0,0.0,0.0
2,hip-hop,fea30be1-e7c0-4fd2-ae80-c8d06c8d6326,0,0,0,7765.0,2454.0,3603.0,0.0,0.0,0.0
3,country,254c7aa0-83c4-4ad0-9cb6-39cdff4934dd,0,0,0,3196.0,938.0,218.0,0.0,0.0,0.0
4,country,f943cb70-14b3-4243-8144-1ad83a01aaa9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
5,pop,9a1e5f83-4be0-48ff-8477-dce2e73a2ace,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
6,rock,a5f6128e-491b-3f5e-b9e4-21b4166eb5bc,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
7,hip-hop,3a2c6c46-5b25-4690-8bde-d4ce9f4d211f,0,0,0,2325.0,336.0,1570.0,0.0,0.0,0.0
8,hip-hop,0584c25b-a8a9-4f0a-8e1b-2ad1549e5ffe,0,0,0,13707.0,8471.0,6508.0,0.0,0.0,0.0
9,hip-hop,25b6299e-1ab1-440b-b204-5306b399d5c6,0,0,0,2608.0,7456.0,6472.0,0.0,0.0,0.0
10,country,7b4dbfb2-0a09-44f2-9b6f-be5578f0b534,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0
11,hip-hop,fec9289e-3a84-4f9f-9553-3d91c2d27ad7,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0
12,rock,30214efe-bc85-48c3-b5a1-39d50fd3dd11,0,0,0,492.0,238.0,87341.0,0.0,0.0,0.0
13,country,72c77ef7-aa04-44b2-ada4-ebb718bf53ac,0,0,0,28.0,0.0,0.0,0.0,0.0,0.0
14,hip-hop,1915dbf5-31f1-486d-891d-9bdc92935cd9,0,0,0,40379.0,37907.0,30019.0,0.0,0.0,0.0
15,hip-hop,55c24dc9-d6bf-4fd6-b306-2b3f40c62927,0,0,0,157.0,13.0,3.0,0.0,0.0,0.0
16,electronic,73bb810c-5d15-45ef-8de9-65e38b1238f6,0,0,0,11.0,14.0,10.0,0.0,0.0,0.0
17,country,32eace38-f6b5-477b-9b6a-6370775ebf7b,0,0,0,1210.0,1066.0,1007.0,0.0,0.0,0.0
18,rock,bbf6ecfb-cb4f-401c-9d05-2b6c22d1366d,0,0,0,6642.0,13.0,5406.0,0.0,0.0,0.0
19,country,d21770fe-5235-4bba-9289-f8e3c2b39282,0,0,0,4663.0,3401.0,1298.0,0.0,0.0,0.0
20,electronic,f4bf1058-372d-42c2-bcd0-d1a501cf1428,0,0,0,2.0,3.0,0.0,0.0,0.0,0.0
21,country,aae883ce-905d-4b1b-8440-037e4102bf7a,0,0,0,1261.0,13.0,0.0,0.0,0.0,0.0
22,rock,6ac5b964-34b5-4609-bfd6-c2aebc5cdebe,0,0,0,23596.0,21133.0,20558.0,0.0,0.0,0.0
23,country,06dac49b-a000-40c6-a4bc-0d9105cbed28,0,0,0,103733.0,105316.0,105169.0,0.0,0.0,0.0
24,electronic,34d4362f-941e-461c-b994-792e0dff242d,0,0,0,2206.0,23.0,0.0,0.0,0.0,0.0
25,electronic,af3388d9-3416-4dfc-9453-8927f5b0a0bf,0,0,0,331.0,0.0,0.0,0.0,0.0,0.0
26,rock,e99114cc-85a3-4923-af1d-fab56aebdfd9,0,0,0,2872.0,465.0,3056.0,0.0,0.0,0.0
27,country,27c5f9be-6b51-4ddc-860f-0ed605e9d836,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
28,country,9393e707-e105-42b5-aaac-c2a524a7a589,0,0,0,33828.0,2251.0,6705.0,0.0,0.0,0.0
29,pop,17a635c3-c8ec-4dbd-a438-5e540d49e3a3,0,0,0,500.0,19.0,119.0,0.0,0.0,0.0
30,pop,01b387c3-0977-47a4-8def-1aae48b79447,0,0,0,128.0,131.0,6287.0,0.0,0.0,0.0
31,electronic,483ac6b2-555f-41ad-9a8c-7ff51e887b5d,0,0,0,25288.0,13963.0,13628.0,0.0,0.0,0.0
32,pop,8121df2b-ef35-434a-87ae-8770373d6469,0,0,0,3673.0,1000.0,1243.0,0.0,0.0,0.0
33,electronic,9b55b5f1-4ecf-49ef-8c13-442b01f8f8bc,0,0,0,2144.0,466.0,14.0,0.0,0.0,0.0
34,country,ed107f8d-fcee-496d-bba1-e3191789d6e1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
35,hip-hop,cd37f7e0-592e-4da1-852f-1c416aa4cf57,0,0,0,14772.0,8532.0,6861.0,0.0,0.0,0.0
36,rock,ea5a35c8-4192-4bd9-af6b-dd244197a8e5,0,0,0,6273.0,3106.0,169.0,0.0,0.0,0.0
37,electronic,a01c4390-05eb-4192-9f7c-e1a1e5246e96,0,0,0,51.0,115.0,177.0,0.0,0.0,0.0
38,country,65c216a0-1233-4ca4-b033-e17df5489a31,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0
39,rock,c93f8b71-e341-457f-a680-d9b873219619,0,0,0,0.0,1.0,135.0,0.0,0.0,0.0
40,pop,9b88cf3e-4077-4c1b-b5c2-148a7c7066c2,0,0,0,2.0,2.0,8.0,0.0,0.0,0.0
41,electronic,1e400551-b1cc-4077-bc82-844b58ef13b4,0,0,0,985.0,73.0,1366.0,0.0,0.0,0.0
42,pop,55b3afe2-c079-42e4-84d5-4a7e5bd4d8bb,0,0,0,1254.0,1631.0,0.0,0.0,0.0,0.0
43,hip-hop,04949aa9-ed92-4520-a33c-b7b6b4b3f7c6,0,0,0,92.0,2.0,0.0,0.0,0.0,0.0
44,pop,abba4d7c-b9d5-3259-b4d9-fe43a6f23c30,0,0,0,174.0,3329.0,84.0,0.0,0.0,0.0
45,country,85989de3-a24d-4f68-b170-9d6631042e45,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
46,electronic,39790482-0def-4b62-8daf-7cb8051aa71b,0,0,0,1692.0,1182.0,931.0,0.0,0.0,0.0
47,country,3950d762-f987-46ac-8044-86d90e40dd5d,0,0,0,519.0,473.0,278.0,0.0,0.0,0.0
48,country,d7bd5278-6a18-4542-a1be-34ab59d050b7,0,0,0,2802.0,1222.0,0.0,0.0,0.0,0.0
49,pop,c7ecf410-d423-4cdd-a97d-1e47104fab8c,0,0,0,6.0,17.0,0.0,0.0,0.0,0.0
50,electronic,79373ec3-88b1-4186-815c-1633b0011f75,0,0,0,0.0,1.0,25.0,0.0,0.0,0.0
51,rock,6692240d-55c2-471f-8b9e-f4b5f575e2d1,0,0,0,4578.0,3233.0,6077.0,0.0,0.0,0.0
52,hip-hop,be4c8191-7b29-4667-98ff-962059c3c486,0,0,0,19.0,0.0,8.0,0.0,0.0,0.0
53,country,808f4d7e-64ab-4e3a-8826-94d46c3451d1,0,0,0,2253.0,707.0,1214.0,0.0,0.0,0.0
54,rock,cff373a4-a3f5-47f1-9ae2-17f48e96f55a,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
55,country,f4afbe11-984e-4865-9677-b244dce5c8ed,0,0,0,59407.0,65740.0,67936.0,0.0,0.0,0.0
56,country,08f7953d-4f06-45c5-8b2f-e837c1d0375c,0,0,0,5024.0,329.0,175.0,0.0,0.0,0.0
57,electronic,d3080a3d-c41f-4d78-b80e-8d8ab26ac200,0,0,0,8295.0,1188.0,12658.0,0.0,0.0,0.0
58,country,508ff93f-7cef-49e3-a16c-368988860735,0,0,0,80.0,1581.0,0.0,0.0,0.0,0.0
59,hip-hop,cc32d408-de18-4a62-a74e-e5f222582d4c,0,0,0,19788.0,8935.0,6807.0,0.0,0.0,0.0
60,pop,4d48cb3e-cb7e-487f-a538-c309bd754877,0,0,0,9.0,11.0,0.0,0.0,0.0,0.0
61,electronic,57172fbc-f0dd-4a14-9e97-d7d366f90e01,0,0,0,60.0,69.0,2589.0,0.0,0.0,0.0
62,hip-hop,85d128ea-d0a5-471d-b982-b25664cfaff7,0,0,0,68.0,497.0,775.0,0.0,0.0,0.0
63,country,5b426b12-332e-49cc-a1a3-d921c668d095,0,0,0,1181.0,470.0,27.0,0.0,0.0,0.0
64,pop,24a08714-2e03-4798-b739-d9a2cc5bf5f2,0,0,0,1477.0,925.0,1133.0,0.0,0.0,0.0
65,hip-hop,67ebbc43-0415-4a07-90b9-3f8f8be296eb,0,0,0,101420.0,113243.0,102300.0,0.0,0.0,0.0
66,electronic,2d7f5fd0-1b59-42d4-b9b6-5c9b47f9bb5d,0,0,0,29.0,0.0,11.0,0.0,0.0,0.0
67,rock,0f69648e-04c6-3082-9cd2-f973cb191781,0,0,0,1326.0,290.0,2310.0,0.0,0.0,0.0
68,electronic,9c24605d-c777-4e41-8cdf-e246b49ae643,0,0,0,17022.0,29231.0,26995.0,0.0,0.0,0.0
69,electronic,73432ed1-f2c5-47cb-8bcd-cf4970a73bad,0,0,0,7896.0,22653.0,7128.0,0.0,0.0,0.0
70,pop,b32b3292-55db-4883-adaf-786171f381a1,0,0,0,6647.0,1130.0,2642.0,0.0,0.0,0.0
71,pop,3447c003-0b5d-34a2-bf89-23a1b8c7ba43,0,0,0,5731.0,8741.0,15609.0,0.0,0.0,0.0
72,hip-hop,44829ec0-a5e9-435f-bbea-ee6ba5c75642,0,0,0,300.0,702.0,130.0,0.0,0.0,0.0
73,rock,5c05047d-aa78-39b1-8a95-9a302b056110,0,0,0,0.0,0.0,201.0,0.0,0.0,0.0
74,electronic,4d7cc51a-28fe-4f4c-8b5a-f91a12ee00e3,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0
75,electronic,8fbf22dc-2393-405b-a6d1-71a7e87cfd08,0,0,0,91.0,65.0,53.0,0.0,0.0,0.0
76,hip-hop,1193941c-de68-3299-95b9-87b0922e27b0,0,0,0,34.0,1620.0,1017.0,0.0,0.0,0.0
77,rock,466c6528-69ca-4536-b12b-ada285318dd6,0,0,0,13228.0,7228.0,349.0,0.0,0.0,0.0
78,pop,7ed462e2-6bab-4a60-8875-41f217b699dc,0,0,0,18239.0,5.0,549.0,0.0,0.0,0.0
79,hip-hop,99ffd1a9-45bf-4f5c-92e2-a4b22e0ba85c,0,0,0,440.0,131.0,448.0,0.0,0.0,0.0
80,hip-hop,e00f79af-9ab5-44b4-87d6-0edcf919339f,0,0,0,1155.0,2.0,89585.0,0.0,0.0,0.0
81,pop,823d0afc-b1ff-4be2-b995-47565a417005,0,0,0,12596.0,13566.0,7209.0,0.0,0.0,0.0
82,hip-hop,e4345f70-efb0-4d01-9add-6f8ca578ed4a,0,0,0,402.0,303.0,326.0,0.0,0.0,0.0
83,rock,6aa63fe8-aa2d-4cdc-afe4-1f84803b496b,0,0,0,498.0,1508.0,101.0,0.0,0.0,0.0
84,country,9c89067f-9d3d-4880-9a97-13688886e4c5,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0
85,country,7e1cceaf-cfe8-44a5-bc4e-35505940e8f6,0,0,0,1030.0,836.0,1376.0,0.0,0.0,0.0
86,rock,d17140f6-62b7-4fc6-a066-907be5f6e70c,0,0,0,435.0,10.0,2.0,0.0,0.0,0.0
87,country,9b125676-b2fc-4eaa-baf0-366fbbca2c2b,0,0,0,18194.0,16783.0,14911.0,0.0,0.0,0.0
88,electronic,49ebe9c7-570e-4d87-ad3a-e54d4ad85b30,0,0,0,13.0,14.0,0.0,0.0,0.0,0.0
89,hip-hop,9eeaa399-0c9b-411c-8e93-2c96551760e4,0,0,0,5843.0,4186.0,188.0,0.0,0.0,0.0
90,rock,a9fbae55-7780-4868-9363-2caebfaea5ba,0,0,0,22.0,35.0,92.0,0.0,0.0,0.0
91,electronic,4157e946-dc6d-44bf-b9b5-ecfef34ed73c,0,0,0,3429.0,3705.0,3331.0,0.0,0.0,0.0
92,country,336917ad-16ee-40ec-91a2-7c0cb654051b,0,0,0,237.0,104.0,77.0,0.0,0.0,0.0
93,pop,60e1752d-8eb1-4b53-a2f1-0f3c4226e25d,0,0,0,781.0,601.0,1469.0,0.0,0.0,0.0
94,pop,920c4420-eb2e-4309-8ad9-b1c15109e86f,0,0,0,1656.0,422.0,1171.0,0.0,0.0,0.0
95,pop,c98a6b0b-dc91-431c-9be1-bbbc74833642,0,0,0,726.0,286.0,295.0,0.0,0.0,0.0
96,rock,954f8d9c-b667-4f3b-a6e0-1e00da7e2371,0,0,0,32084.0,16965.0,4787.0,0.0,0.0,0.0
97,pop,9fe82bfa-ef73-4338-b476-df8d86a51e57,0,0,0,4.0,610.0,16497.0,0.0,0.0,0.0
98,rock,77f32a9c-8080-497b-b0d9-f93e21a5f93c,0,0,0,222.0,76.0,19942.0,0.0,0.0,0.0
99,rock,662ca343-80a2-4913-9cb3-01b09107bd90,0,0,0,16092.0,301.0,210.0,0.0,0.0,0.0
100,electronic,fb65572a-f91c-43b2-aa8c-e835d2f4d740,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
101,country,a9e929ac-5a2b-4e7b-9718-adc2cbe17f99,0,0,0,883.0,835.0,50.0,0.0,0.0,0.0
102,pop,f6b46dc2-2be1-46c4-b50e-e1ff9300e83a,0,0,0,25394.0,21290.0,16755.0,0.0,0.0,0.0
103,country,b4a7df4f-2a4c-4554-b24e-98e190f60345,0,0,0,4874.0,48.0,31.0,0.0,0.0,0.0
104,rock,708d027e-cd22-3470-a60e-1aec146a18a1,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0
105,pop,22384986-46ce-4582-b388-bd90571a547c,0,0,0,458.0,8.0,5.0,0.0,0.0,0.0
106,pop,89992355-8ae5-4b7f-b4dd-7cd0650b3580,0,0,0,2.0,30.0,4631.0,0.0,0.0,0.0
107,hip-hop,6c41a584-37e5-4710-aa5d-1f75c50d61f0,0,0,0,2828.0,759.0,11113.0,0.0,0.0,0.0
108,country,5965201a-bf72-40da-a28c-610d53213bd7,0,0,0,5880.0,370.0,326.0,0.0,0.0,0.0
109,pop,afdcccfe-5188-4718-b238-a6145487afba,0,0,0,349.0,162.0,0.0,0.0,0.0,0.0
110,pop,566eb3d5-5884-4965-8cc1-40f5d64fcfc3,0,0,0,2807.0,1707.0,2126.0,0.0,0.0,0.0
111,rock,1fc32de4-cedd-4569-9e71-372d469d96e6,0,0,0,1737.0,1409.0,718.0,0.0,0.0,0.0
112,hip-hop,1e4a9a21-7599-4d23-9193-d28bced2fb6b,0,0,0,20.0,77.0,275.0,0.0,0.0,0.0
113,hip-hop,707c7c8a-b092-4af9-abf4-2332471cb426,0,0,0,3263.0,1898.0,1355.0,0.0,0.0,0.0
114,rock,87a51f1d-f8c2-4fa7-801c-1865e8f80cc3,0,0,0,2112.0,2251.0,1296.0,0.0,0.0,0.0
115,electronic,302b15bf-5f05-4e56-8d9b-be73c4c13edf,0,0,0,844.0,570.0,1990.0,0.0,0.0,0.0
116,pop,6bb236f1-4c11-3308-bae0-804a90ae347b,0,0,0,3691.0,8.0,2.0,0.0,0.0,0.0
117,rock,d8e9e0f9-7ced-4176-a935-cfac17409d10,0,0,0,0.0,6.0,60422.0,0.0,0.0,0.0
118,pop,f06c5dc0-e7c4-4511-b30a-b09d78c0c625,0,0,0,1.0,58.0,10.0,0.0,0.0,0.0
119,electronic,9577d663-00f4-4ecc-a38c-0c5c1b62bb30,0,0,0,2.0,2.0,2.0,0.0,0.0,0.0
120,electronic,96316bce-982a-495d-9921-2494acd756f3,0,0,0,507.0,134.0,5.0,0.0,0.0,0.0
121,electronic,dbe0fa62-eb1e-4861-8818-48bda443cd39,0,0,0,7573.0,155.0,0.0,0.0,0.0,0.0
122,electronic,7992c871-d621-446e-a364-c8c0aec3f769,0,0,0,234219.0,234219.0,234219.0,0.0,0.0,0.0
123,country,01bbbb06-115a-4993-b28e-9e30dea19184,0,0,0,143.0,11.0,0.0,0.0,0.0,0.0
124,country,8d98da87-6191-4bc5-83d9-800ff42a7b27,0,0,0,196.0,446.0,147.0,0.0,0.0,0.0
125,hip-hop,47a57cb6-e676-4502-985c-2d9c475ac9ec,0,0,0,173.0,107.0,9.0,0.0,0.0,0.0
126,pop,a6a37a40-793d-4528-9a2c-4e8c7169e4c7,0,0,0,5893.0,384.0,816.0,0.0,0.0,0.0
127,hip-hop,669e7e2a-e1f9-49f9-972b-0e96ccf60ddc,0,0,0,42612.0,4746.0,10044.0,0.0,0.0,0.0
128,country,637df077-d40a-4e72-bc02-9ace96cd3564,0,0,0,3961.0,2645.0,2537.0,0.0,0.0,0.0
129,hip-hop,2f46bec5-6923-454a-ad19-1f1d4c6e5b02,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130,electronic,eefa6f79-d77c-4030-a6ac-52b8e751d38d,0,0,0,105.0,66.0,102.0,0.0,0.0,0.0
131,rock,691e8098-5ca0-4a6a-af1f-256d2fc79d10,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0
132,electronic,3e15d970-158a-4dda-9d00-d31b20a9eb7f,0,0,0,2661.0,417.0,342.0,0.0,0.0,0.0
133,electronic,97b97ec9-8b73-3a0d-aa3c-bd5ae117453e,0,0,0,245.0,1272.0,1429.0,0.0,0.0,0.0
134,hip-hop,71330c9f-b5d1-4204-9fa0-c0cc63d4054e,0,0,0,54687.0,41937.0,28620.0,0.0,0.0,0.0
135,hip-hop,f4de3bd7-a7f7-4da8-b3e8-927270c38257,0,0,0,6703.0,6404.0,5261.0,0.0,0.0,0.0
136,pop,d1f89730-eb6e-431f-84a0-6ca631345b2e,0,0,0,27.0,0.0,12.0,0.0,0.0,0.0
137,pop,2531f259-9f0e-4424-9c5b-e2275bd42239,0,0,0,2388.0,1881.0,182.0,0.0,0.0,0.0
138,hip-hop,06936d3f-551a-4f49-a717-148f5471ddee,0,0,0,11370.0,4797.0,8760.0,0.0,0.0,0.0
139,country,464721f0-91a9-42fc-b286-904106fce287,0,0,0,2635.0,425.0,1193.0,0.0,0.0,0.0
140,country,bb572612-98ed-4cea-8893-2cdc5dee7c81,0,0,0,7678.0,243.0,233.0,0.0,0.0,0.0
141,electronic,85a9de98-ebe4-4134-81ed-ccd8d4b5cfeb,0,0,0,1418.0,14.0,190.0,0.0,0.0,0.0
142,hip-hop,40cc2ee1-0dcc-49f2-aa88-881cfc64c4be,0,0,0,1451.0,0.0,1404.0,0.0,0.0,0.0
143,rock,1dde490b-06ba-41f0-b9c9-32283416ccda,0,0,0,23606.0,23859.0,95.0,0.0,0.0,0.0
144,country,e52596cc-dcd4-4aba-99b1-f600f13cb0c2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
145,rock,1dacf76b-e450-4945-b877-c7db83bbadce,0,0,0,58272.0,59538.0,31204.0,0.0,0.0,0.0
146,electronic,31d4a361-ee0a-44f2-8db8-b0ffc8179d2e,0,0,0,540.0,223.0,313.0,0.0,0.0,0.0
147,electronic,bc95cda3-9bc0-4a75-b895-1cd12a0810c8,0,0,0,34.0,0.0,1.0,0.0,0.0,0.0
148,rock,15ad6386-d33b-480d-aca2-39b22526de23,0,0,0,45647.0,30857.0,11867.0,0.0,0.0,0.0
149,rock,647bdfce-8294-480a-b8fe-b331161e97de,0,0,0,6422.0,5751.0,7886.0,0.0,0.0,0.0
150,rock,960e5cd6-b869-455b-9a86-115343f333c3,0,0,0,3244.0,376.0,192.0,0.0,0.0,0.0
151,country,f03e1045-590b-3853-8b75-0fc0e6698187,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
152,pop,c6ee44b4-b822-40a3-b550-a9dda17802cf,0,0,0,2040.0,228.0,64.0,0.0,0.0,0.0
153,pop,9b859598-af45-3927-9d2a-a8581d143b4f,0,0,0,18443.0,4033.0,2365.0,0.0,0.0,0.0
154,rock,45090fb9-77ab-3a0f-b6fd-37f6db33c2aa,0,0,0,183.0,1.0,9.0,0.0,0.0,0.0
155,electronic,5c3608b9-c1a6-3279-aade-3a408d8ed9b5,0,0,0,2525.0,10.0,114.0,0.0,0.0,0.0
156,country,61fccb9b-a912-4875-8c86-d889518179c9,0,0,0,1265.0,562.0,1564.0,0.0,0.0,0.0
157,rock,1a7189e6-b410-49d5-b064-69b173f0aeeb,0,0,0,1484.0,15.0,1.0,0.0,0.0,0.0
158,rock,3a8c1b8b-30fa-33c3-9ef8-ec9f542f9491,0,0,0,24.0,341.0,664.0,0.0,0.0,0.0
159,pop,74ef9d9e-298b-460a-8730-5222f4eb2374,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
160,country,efe4802f-5faf-39b2-8e62-ea01b9906460,0,0,0,3422.0,2529.0,313.0,0.0,0.0,0.0
161,electronic,49133b41-e394-34cd-91b0-3795f9208bf3,0,0,0,4539.0,2107.0,2257.0,0.0,0.0,0.0
162,country,d9de29b5-24cb-4343-8ce4-a68c2c378423,0,0,0,7726.0,1343.0,2927.0,0.0,0.0,0.0
163,rock,6eb585f4-b80c-452a-9bc5-149ad3b90e78,0,0,0,136790.0,126802.0,97599.0,0.0,0.0,0.0
164,electronic,daf41569-527f-4ab1-8cda-d28a438873cc,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
165,rock,737fe3c1-8b60-42d6-924f-056510d7e642,0,0,0,1599.0,0.0,169.0,0.0,0.0,0.0
166,country,4006541b-afd8-4687-ae31-7195d9d92e91,0,0,0,4832.0,210.0,56.0,0.0,0.0,0.0
167,rock,ec1da0fc-d7f4-417f-abaf-19c3919f5b85,0,0,0,0.0,8.0,455.0,0.0,0.0,0.0
168,electronic,b5d8192f-6924-4e2c-952b-b10b69eb2cfa,0,0,0,118766.0,74561.0,77080.0,0.0,0.0,0.0
169,country,04342860-0351-47fd-9a9a-00cf59b9c579,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
170,rock,576deb93-2d48-4304-b649-4202223f317b,0,0,0,12.0,11.0,1.0,0.0,0.0,0.0
171,rock,3553a37d-92cd-3d5a-bd6f-0191713daa91,0,0,0,23.0,0.0,0.0,0.0,0.0,0.0
172,country,18116341-4a97-4bf5-8a21-f40dbf3904dc,0,0,0,221.0,5.0,3.0,0.0,0.0,0.0
173,electronic,5bc069ce-749a-4c88-a3d6-bbb9fa9642c2,0,0,0,89.0,89.0,89.0,0.0,0.0,0.0
174,country,f123a7bf-01c9-458f-8fa9-6cf087d3aadf,0,0,0,16994.0,5328.0,0.0,0.0,0.0,0.0
175,country,a748a984-1790-48bf-9f92-15d5f8152fe2,0,0,0,152.0,22.0,4.0,0.0,0.0,0.0
176,country,1a806523-6e3f-4ece-ac10-d470fc1d09bf,0,0,0,845.0,40.0,648.0,0.0,0.0,0.0
177,hip-hop,4280a2de-5ed0-357a-909e-92fed90dce09,0,0,0,4888.0,3164.0,3824.0,0.0,0.0,0.0
178,hip-hop,46763006-00e6-4fd4-8788-5e75f5e7f170,0,0,0,15.0,43.0,198.0,0.0,0.0,0.0
179,rock,d4cccd1c-61fb-4939-aa53-49798314724e,0,0,0,8222.0,7257.0,3409.0,0.0,0.0,0.0
180,pop,e90554b3-6ad4-4359-b917-85a22fcc0753,0,0,0,0.0,0.0,39404.0,0.0,0.0,0.0
181,country,d24e7761-a7c4-48f6-bd0a-8fa892147191,0,0,0,6888.0,4032.0,961.0,0.0,0.0,0.0
182,electronic,a65038f6-3936-4681-ade5-6f32cfa9487d,0,0,0,21324.0,1677.0,21.0,0.0,0.0,0.0
183,hip-hop,f954f852-11e3-46be-ad30-fd3de8e8a5e4,0,0,0,674.0,385.0,22.0,0.0,0.0,0.0
184,electronic,e50d6802-fa4c-474f-a003-1d00b89f73c3,0,0,0,63851.0,29957.0,17106.0,0.0,0.0,0.0
185,hip-hop,2825df2f-bd7b-47d9-9a51-79e9b3b21ba2,0,0,0,2641.0,67.0,2623.0,0.0,0.0,0.0
186,electronic,f0781963-a86c-44b8-b6f3-6f9982832e3d,0,0,0,239.0,11.0,423.0,0.0,0.0,0.0
187,hip-hop,4fc77d6e-e721-4c57-b6e4-61cad4a2b5ed,0,0,0,1720.0,819.0,33.0,0.0,0.0,0.0
188,electronic,5ea95501-8ae3-461c-b4ec-c9aa83e61fc9,0,0,0,28403.0,25313.0,19531.0,0.0,0.0,0.0
189,hip-hop,091786c8-db0d-4ce9-8a60-f13bda4abfd9,0,0,0,2504.0,393.0,3.0,0.0,0.0,0.0
190,rock,dd51cabe-c150-38cf-b0cd-ebc9e5c9994f,0,0,0,177.0,0.0,0.0,0.0,0.0,0.0
191,country,5c2103db-5dab-469f-9697-02c9e542ad4a,0,0,0,71.0,8.0,5.0,0.0,0.0,0.0
192,hip-hop,75b18e80-d108-4055-b26a-79ce08728d45,0,0,0,2869.0,2513.0,2207.0,0.0,0.0,0.0
193,electronic,345eee80-84f0-4f12-8c72-807d7e5038ed,0,0,0,3898.0,28770.0,34971.0,0.0,0.0,0.0
194,country,7db4927b-6dd8-4e78-abc5-ba51ff5cd9d5,0,0,0,899.0,46.0,150.0,0.0,0.0,0.0
195,rock,6a76b16c-be39-3175-a4e8-8ed2ac969a6d,0,0,0,974.0,2986.0,2.0,0.0,0.0,0.0
196,rock,757c481b-c243-498d-bba9-91dec78a49ec,0,0,0,17105.0,13739.0,1215.0,0.0,0.0,0.0
197,electronic,7e0c0c74-1954-4591-98e2-2d26d6ada54c,0,0,0,19.0,39.0,8.0,0.0,0.0,0.0
198,rock,2c8efc87-84d5-4519-8898-934c82c6bf46,0,0,0,7082.0,3984.0,2165.0,0.0,0.0,0.0
199,country,f0d5ab53-cfa7-4877-bf43-6348c348eb7f,0,0,0,24182.0,3916.0,0.0,0.0,0.0,0.0
200,electronic,02d63f84-fd12-4611-b612-d8e4b058b5f2,0,0,0,64.0,29.0,17126.0,0.0,0.0,0.0
201,electronic,b58b451e-77e8-4d11-a3ed-99a64df539d5,0,0,0,4539.0,2571.0,3997.0,0.0,0.0,0.0
202,pop,e686f0f9-d7fc-4db3-b918-542e6963ebec,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
203,pop,67cf06d4-c23f-4720-9d08-aecea1e22b79,0,0,0,33.0,0.0,0.0,0.0,0.0,0.0
204,country,ea312cf2-017e-4362-be40-588bfea67fff,0,0,0,5387.0,563.0,1474.0,0.0,0.0,0.0
205,country,8bd26f90-a889-4824-9cc7-74e2393707a6,0,0,0,26117.0,12077.0,1149.0,0.0,0.0,0.0
206,rock,d7471394-4eab-4a27-8b21-65024c07e753,0,0,0,792.0,261.0,85.0,0.0,0.0,0.0
207,country,93d7160a-ebfe-4678-908e-037e3952a96e,0,0,0,11142.0,10290.0,9240.0,0.0,0.0,0.0
208,electronic,b9c004a2-0c3b-4e09-bee3-d147872a9266,0,0,0,60.0,3.0,0.0,0.0,0.0,0.0
209,rock,19c9c45f-fd34-4f0d-9bc8-f53e6cbce3cb,0,0,0,7305.0,3880.0,2463.0,0.0,0.0,0.0
210,country,3e5abaf6-faca-4d56-b272-d6931e1bd164,0,0,0,98.0,0.0,0.0,0.0,0.0,0.0
211,country,0dcb1330-c599-44d0-9993-9b8b84034890,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0
212,hip-hop,3406f8a6-b047-4e64-9175-0ffba399e1e7,0,0,0,8577.0,2522.0,1836.0,0.0,0.0,0.0
213,country,09cdc71c-ed69-3be2-a587-cf475e3612db,0,0,0,67.0,61.0,69.0,0.0,0.0,0.0
214,pop,faafdc60-4be5-4a22-8e8c-670ec5d385e2,0,0,0,771.0,3.0,0.0,0.0,0.0,0.0
215,rock,d1d702b2-a3fc-422d-9c6e-c5d0633b9ecc,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0
216,pop,ae97eb23-501f-478f-9d1f-258094d7e47f,0,0,0,607.0,319.0,252.0,0.0,0.0,0.0
217,electronic,13742f8b-d981-48b5-b1e0-1acb3e21d520,0,0,0,1276.0,708.0,497.0,0.0,0.0,0.0
