,hash,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21,component_22,component_23,component_24,component_25
0,1193941c-de68-3299-95b9-87b0922e27b0,0.16273333746355326,0.5114275846413627,0.28486427170878953,0.2811634089274215,0.35292606714997077,-0.13347265705139713,0.0273253124600412,0.004366430277640223,-0.6153382893384659,-0.1893994654008034,0.5895380310062394,-0.05463974632528867,0.3222621716913376,0.3699832516030195,-0.2319334923957153,-0.24830984818711752,-0.05103338454182265,-0.14530096063038161,0.2607156897530252,-0.0756565747862139,0.12098996503673888,0.02138947068812215,-0.04436291489105157,-0.08972171890212124,0.03948041574757839
1,28d79e63-2e5a-404d-b95f-f1b383babcfe,-1.8070334918746047,-0.555782004681338,0.5520778129422693,-0.06256417717161829,1.1588526190002957,0.17405478158264895,0.7813561527291478,-0.5329899739673819,-0.6752038679268337,-0.40135706781145036,-0.817739421636737,0.5252429688551687,0.36928345907322135,-0.37160558707024904,0.18406167980176155,-0.21936262308035517,0.17132535689469897,0.30839242822061047,0.16421776103056437,0.2256971019429029,0.6433955509958251,-0.24121523426445163,-0.781111811985727,0.09029190630187593,-0.20919764432700613
2,3950d762-f987-46ac-8044-86d90e40dd5d,-1.5786014945709526,-0.29947579863120466,0.22389796276517232,0.11487227144704651,0.9848161532565199,0.005881701534809452,0.8702409353277201,-0.5252022009239167,0.035318562897034375,-0.6034429321455401,0.16716849686230756,0.38644013354910767,-0.4315045431401282,0.044011330262542725,-0.14099707832452596,0.1104714484483708,0.5188128631610817,-0.12879985516317285,-0.2246143147180131,0.02710135527563434,0.16266513017194015,0.5105044417356274,-0.4565771346874307,0.4381565317194536,-0.34462588767916097
3,3f6ba929-ff4a-4af8-a896-2803ca3112c0,1.746293725676049,0.32964436814305836,-0.5886482551773968,0.1939817079811388,-0.7522076787221259,1.1859030824516483,0.4739176938335523,0.2720181319263843,0.5871510525155561,-0.01856707855420037,-0.8221971648506349,1.456827529429968,0.29019465530024735,-0.4106806330259905,0.25680101095063584,0.16214855420163282,0.1018696577312754,0.28388655494219117,0.24507265341774453,-0.11623960490321111,-0.07070917135545184,0.05103185080502365,0.04239711093192716,-0.2852631655537902,0.16737906821167642
4,491ded48-ec70-42cd-bba3-7fc4b0115f56,1.7156277027530167,0.24816293117568328,0.5314344648347967,-1.3538020520688114,0.9093782987649058,-0.9731043515694549,-1.023901691655633,0.14676831168506385,-0.22132220197906582,-0.49895652191020573,-0.3700358131804552,0.450706402411971,-0.1397548736268262,0.1214323978446008,-0.496250777938282,0.07516691822186226,-0.1746506357883812,0.1373194415384772,0.016066609515838076,0.13824879879490523,-0.2665358976385531,0.4034951619006153,-0.3237061248437273,-0.41962606742882225,-0.22918546840465842
5,498f132b-c8a3-4d51-a906-367704f692ae,1.1360291080523162,0.2962203453375293,0.7762227843314066,-0.5911631594256702,1.0771615563742123,-0.8898722912711781,-1.2421452312258745,-0.10584796418023307,-0.7743804094492286,-0.7424631837126469,-0.028755427650387223,-0.07864889432714449,0.25638057391598845,-0.719467923785984,-0.4447674482770517,-0.34663746997972644,0.21360509053763257,0.32985947961435974,-0.44810838960753546,0.07144714817308344,0.17082478789468422,0.16801097685670358,0.27153651178550087,0.14811189180889106,0.2875545248147857
6,55267b7f-24b1-3180-b988-4990e07f88c8,1.6654043388500193,-0.23095258012540407,0.24672606402735678,0.19031965842545703,0.5131632385343532,0.4323375200656951,-1.2613330310075317,-0.6923481554425368,0.6396426760951474,0.39824870829333353,0.060298542798952505,0.16006666952212734,0.8011492202296168,-0.37652574916427173,0.40469421291302626,-0.3692507932927282,0.0903545741526955,0.053346613908399725,-0.15566249259704953,-0.06267023313933853,-0.3093860070653845,0.05232228417554267,-0.08410842767667728,-0.4752511360191585,-0.10982736312163516
7,67ebbc43-0415-4a07-90b9-3f8f8be296eb,-1.722339011427936,0.1599851259446182,-0.5022189140981329,-0.918963021215185,-0.9100533735404486,0.7219290990406059,-0.17406634661841885,-0.1844071244307622,-0.4223703591012165,-0.5808816409448979,-0.16310411309382483,0.1973067515000234,-0.013649982372600695,-0.020025982136178982,-0.5042641110551759,-0.2856885056955215,-0.44045869568550744,-0.423687422087706,-0.2574669940179703,-0.1676418792977298,-0.1911798445793011,0.24529280717264185,0.11941643577847263,0.684656165254592,-0.25609198643446285
8,83219409-a39c-3c3c-9928-06f0eac04423,1.576950936428936,0.5615828131677079,0.3368978042155273,-0.6382618890605706,-0.11154900365786562,0.03874736931532725,0.2742868279261153,0.03871435251073562,-0.03578208078489067,0.3116616669801322,-0.09634046040512341,1.2360990084028778,0.2908668478983331,0.27359451181617744,-0.5319826798392748,-0.3478622648588338,0.04309996431154297,0.467863962195445,-0.14153922660471088,1.1532735903209617,0.06925230064846706,-0.07602244644862773,-0.18960615313878923,0.25882514309997573,0.22479150016861918
9,912a8e16-3730-46e4-847d-dfba119df13a,-0.24756957395062665,1.60876015380085,-0.8370028903638477,1.4211623208338549,0.3395366112401228,-0.9374054434831423,0.3939973119363596,0.3153017165272312,-0.12733593008809949,0.08868919674973483,-0.6584966174427416,-0.6745285738475029,-0.2445829962066956,-0.10313952770460413,-0.553790685730092,-0.11336362714500646,0.23003176755636262,-0.5365914306450508,-0.07717224681581565,-0.6991763590875456,0.7205397111554209,-0.3399769798689161,-0.03968049016042974,0.3091925520862322,0.0909669382327406
