,genre,gray_max,gray_med,gray_std,hash
285,hip-hop,-1.0256,-1.5588,-0.3613,7c18bdc8-f3d6-45f9-8557-5c370dd4950c
286,hip-hop,-0.4703,-0.6896,-1.2436,7eca502f-41a8-4aee-893f-6d262232f0a4
287,rock,-0.8943,-1.3231,-0.2863,7f113627-ef05-4c70-aa80-8ca90e15df4c
288,rock,-0.7227,-1.0874,-1.5628,8474aeab-7c01-397f-94fd-8500ed4766d2
289,rock,0.9228,0.6363,0.335,86013e21-8612-43ec-831b-dd3c46ba21cc
290,rock,-0.8943,-0.9695,0.3172,89c59910-a1b5-30ef-b0ac-87030d671d17
291,hip-hop,1.3165,-0.115,0.7957,8a56a965-a512-4240-a492-4f517ed3331e
292,rock,-1.0256,-1.5146,-0.8369,8d04292b-e61b-40c1-a1a8-f0c3f5eda611
293,hip-hop,-0.9852,-1.3231,0.4774,8dfe1d43-56a2-479f-88c9-ffb182d1b7d9
294,rock,-0.2583,-0.0561,-0.8171,8f34c222-d65d-4a48-b596-073ab5973a10
295,electronic,1.4881,0.4595,0.8952,904b9fda-9786-44e6-b05d-2eed94d91d06
296,country,-0.8439,-0.3655,-0.2464,941978a6-a0f7-462b-83c9-e5749d12860a
297,rock,-0.3088,-0.5423,-0.8832,9547e437-c4fb-4b92-b07b-d695ba6aa1ce
298,hip-hop,1.4377,-0.1445,0.1463,981de657-6dfe-46d7-9abb-48e8f465bd09
299,rock,-0.2079,-0.0708,-1.0011,98a12b7e-9a8b-4135-a689-12c2c59f271e
300,country,-1.0256,0.1943,1.5065,9b125676-b2fc-4eaa-baf0-366fbbca2c2b
301,hip-hop,-0.8943,-1.3379,-0.6312,9b6c05fc-a0cc-4371-a1cc-09e1922808f7
302,pop,-1.0054,-1.1905,-1.1008,9b859598-af45-3927-9d2a-a8581d143b4f
303,rock,-0.6319,-0.6602,-0.1522,9be99ebf-9486-4981-a13b-d1c960bc9ca7
304,electronic,-0.8035,-1.1463,0.7177,9c926003-cc63-4868-9bdb-0b2028d66a5a
305,rock,-0.2381,0.4006,0.3384,9d12009c-6f74-4b87-9eec-c26cfe072fbb
306,electronic,1.5083,2.139,-0.7627,9d5166bc-4369-3192-86b9-859d77dec9ae
307,rock,-0.5006,-0.8222,-0.613,9e8f050f-c102-43b4-9498-788db02190b1
308,pop,-1.0155,-1.1169,1.883,9f0a966c-8429-4acd-a6ad-c0aa2c64cac9
309,hip-hop,0.9632,1.2551,0.2827,a092ec0b-25b6-4ab4-868f-70961ed67513
310,pop,-0.2684,-0.2771,-0.9973,a0dba30c-4540-447d-bedb-fc7e0f2cf52c
311,rock,-0.2684,-0.2771,-0.9973,a0dba30c-4540-447d-bedb-fc7e0f2cf52c
312,pop,-0.7833,-0.6749,0.4757,a2582326-bbd3-4919-bc1c-9403cbea3c59
313,rock,-0.7025,0.4301,1.2913,a2646080-a68f-4bf0-bc9e-41ccf62b8fba
314,hip-hop,-1.0256,0.1059,0.2587,a4f2a194-38ca-49c3-8cb4-bf369a004b33
315,hip-hop,1.5487,-0.3802,0.5997,a5d0ece4-cdef-40a8-a458-1a5c854d8c0a
316,electronic,1.4579,0.5921,1.3895,a74560e2-30e9-4874-b25f-18e0b4e20585
317,rock,-0.6218,-0.9401,-1.0846,a95b9b77-f7b8-403d-866a-2a58858ec34d
318,hip-hop,1.5487,-0.778,1.4231,a9aff52b-0475-4c15-a4fa-117886c99a06
319,pop,-0.9448,-1.1316,-0.1806,a9d15d36-0297-46ef-99bd-3068abb1bbaf
320,country,1.5487,1.7118,1.4868,aa706199-3cb7-42c7-8328-b3f3c0ff2e84
321,pop,1.5487,0.8573,2.3778,ac52ac7f-85d6-4023-a261-dbc71a60b477
322,pop,-0.7732,0.3859,0.5357,ae26b3ae-1cdb-4889-9f5a-81b9d88f5430
323,hip-hop,1.1449,1.5939,-1.1568,ae6126e3-3bc0-4217-870f-6dbdbe7cc46e
324,pop,-0.7833,-1.1758,-0.2205,ae97eb23-501f-478f-9d1f-258094d7e47f
325,electronic,-0.0564,-0.174,-0.6015,af49fb27-f06e-4169-95c9-42057a1df198
326,pop,1.4579,1.977,0.8702,b001bac2-14ca-44ef-a135-36733260081f
327,country,1.5386,-0.3213,2.261,b092a7af-429b-4b76-bac8-73e4ceb3ffa5
328,rock,-0.6319,-0.4834,0.0641,b162c31a-6158-4459-a3be-a8eed683d2bc
329,country,0.8723,0.6363,-0.5436,b31e7a4d-dc3b-4f72-929b-dfe72a1f240b
330,pop,0.2767,0.3711,-0.3076,b597adbc-71ab-44a1-b5a0-12c4ad252894
331,country,-1.0054,0.6069,0.9759,b5ea0583-a42e-42b7-a576-81a2f438cb06
332,rock,-1.0256,-1.4999,2.889,b68c58ac-91da-4a7f-90e1-509e3ba43ee6
333,pop,1.3569,1.6676,1.4651,b6fb0497-37a7-4925-90f9-3d1e16f93499
334,hip-hop,-1.0256,-1.5441,2.3194,b780add3-830c-3b52-8fa8-42d94409304b
335,hip-hop,-0.864,-0.1445,0.5105,b9af7f91-01fc-410e-8f38-cdebd5dd27e0
336,hip-hop,-0.7631,-1.1169,-0.2648,bc76c298-3871-4216-bf6b-bc9448419621
337,country,1.1752,0.9162,-0.277,c3ee9c7a-adaf-4956-b08e-6d925b48b944
338,rock,-0.6722,-0.4097,-0.6008,c4acda75-6db8-466d-a866-83547d17f0a1
339,rock,0.2061,0.2238,-1.2475,c5d00d3b-365d-40c5-af3a-be0b880ee3e0
340,hip-hop,1.3771,1.5939,0.5137,c68edaeb-063e-4f1c-9756-91226f48ce5a
341,rock,-0.2583,-0.3655,-0.719,c7fd9896-f937-4856-9b27-ff71312636f7
342,pop,-0.965,-0.5718,0.7433,c9776531-89bc-49cc-81be-34174e8ff558
343,pop,-0.6117,-0.7927,-1.4775,cab67e81-5b84-4571-ace6-704f14c9727b
344,pop,-0.9751,0.6953,1.6643,cb35a21f-f597-439a-99ae-4184a2c2d3bf
345,pop,-0.8539,-0.557,-0.3931,ccbeca49-6f71-457b-b2a3-061f34e010a1
346,hip-hop,-0.5006,-0.7485,-1.0962,cd129e75-a9ec-4f1a-856c-d735bb52e8e5
347,rock,0.5089,0.6069,-0.4404,cd6100f2-cbbe-3703-916b-d3e35d9efd4a
348,country,-0.9549,-0.9106,-0.5219,ceb43823-e1cc-4ad4-9654-88c832f066e0
349,country,1.0843,1.4908,-0.3284,d00624b3-d366-4250-bbd6-ac3e43824f9a
350,rock,1.5487,-1.1169,1.8393,d30268da-4490-36c7-a6d1-a7fe6e67a07f
351,pop,0.731,0.4448,-0.5672,d4c1b928-4889-4ba2-96fb-44db51e4ff89
352,country,-1.0256,-0.1298,0.9082,d6885be8-9143-4c3a-a4f3-391a7da0554c
353,rock,1.3973,1.0783,1.0384,d6ee2c2e-5c41-3fa7-8fda-1c87ba8cab16
354,rock,-0.7429,-0.8369,1.416,d832e7b1-d7a6-424e-a16a-b2a8b356323a
355,rock,-1.0256,-1.2495,0.8751,d9780511-e2c0-4c2e-a6d9-337b241cd586
356,rock,1.0742,0.8868,0.1305,da7eeb4a-13bf-4c64-868b-f9580c2aaa40
357,pop,1.5487,0.3564,1.5245,db431fc3-34c8-4d39-a8e8-52e995c8ac4d
358,pop,1.468,0.5774,0.4417,db5c9f0b-007a-47ed-b753-27613f6d9fca
359,country,-0.3694,0.6658,-0.6821,dc351e86-5fb6-407a-9304-538ca5afe56c
360,hip-hop,-0.7126,-1.0579,0.1983,dc75e74a-8503-4649-a03f-abaf4de8fc08
361,electronic,1.5184,1.4466,-0.819,dd5291b5-c284-3c0d-b5ce-d949c4b6fa7d
362,hip-hop,-0.864,-1.2937,0.438,dd9e31bd-8fd5-4e96-aa84-32a4f9529870
363,hip-hop,1.4478,0.2975,1.4489,e105a102-1e99-4a55-a513-faa8bfb6ca0f
364,pop,1.5487,0.9604,1.2839,e1aecbde-2b1a-3d6b-aaa8-31f1e75abfc2
365,electronic,-0.8943,-1.3526,-1.4257,e3e064a9-676b-45e5-bb16-87c5182d62d9
366,electronic,-0.8035,-0.6896,0.7159,e454ad1c-a76a-4792-9fcb-07df13a4d5e8
367,hip-hop,-0.4905,-0.3213,-0.2576,e663fd60-406d-4884-9587-b35a6fe2504b
368,rock,-0.7328,-1.0874,-0.9134,e737dd9b-2b75-41e7-9944-e312b4d8adad
369,country,-0.7631,-0.9548,-0.4474,e8a257ea-316f-4867-8d1f-bd490c97f0cc
370,pop,-0.8237,-0.9548,-0.3357,e8a297ab-b18c-3a90-a95c-420cf325f214
371,hip-hop,1.0238,1.3877,0.0467,e9581a6d-b244-3e64-917d-b07acc3e4115
372,rock,-0.6117,-0.9106,-1.2753,eae90193-b944-4317-932f-fa8eb38701e8
373,pop,0.4483,0.5627,-1.3655,eb5ef03a-e871-4e5a-9a69-e68c6be98fe2
374,hip-hop,1.3872,0.9899,0.6235,ebb2628b-c995-39be-98cc-8027c89679b5
375,country,-0.9044,-0.9695,1.3986,ef8a5ece-5757-43e6-ab25-505c1f25b093
376,rock,-0.9044,-1.2347,0.6245,efbaafab-278f-4361-b098-2b6ac2b17fac
377,rock,-0.9347,0.3859,1.5372,f15c236f-661e-4acc-84f4-f42509cc813e
378,rock,-0.6722,0.1354,0.5277,f4e81a84-ed5c-40d1-bc0d-e5f0c3e665e4
379,country,0.4281,0.5037,-0.064,fd298336-61b9-4d04-81bd-2d63c9fac720
380,pop,-1.0256,-1.0579,-0.8552,fd671ccf-313d-4d37-999d-d23685dbc32b
381,hip-hop,0.5089,0.1354,-0.8254,fdbdda18-6b54-4dc0-b094-01003d086911
382,country,-0.7631,-0.8222,0.0858,fe4720a8-fd30-4972-9761-b37b83e506b5
383,rock,-0.6419,-0.8369,-0.3739,febfb763-876f-455f-9d4a-c9ce66bb45aa
384,country,-1.0256,-0.9843,0.3385,02ea02e4-f587-471d-ba89-95bd0598025a
385,pop,-1.0256,-0.7633,0.4152,02fd70f6-811c-4eaa-af30-9ac13f9657e6
386,pop,0.7007,0.9752,-1.2074,0645aeaa-77ec-4924-be4e-d53204f4e4e8
387,hip-hop,-0.9953,-1.22,1.0096,06936d3f-551a-4f49-a717-148f5471ddee
388,pop,-0.7429,-0.778,0.7082,07338e83-b752-448e-833f-eb3ec7b5abff
389,electronic,1.0137,1.4024,-1.6748,09ea6796-b560-4325-835e-97afc24cf043
390,hip-hop,1.5487,1.8002,1.8685,09f01bc1-0cc1-3691-9183-c03d1a0982c5
391,rock,0.2565,0.3269,-0.5534,0aac17e8-6618-32fa-901d-37e187ed37d5
392,rock,0.3373,0.3711,-0.8604,0aacc19b-edb8-4713-98f1-757246d06e3c
393,hip-hop,-0.965,-0.6749,0.9498,0c58f59b-0a43-4902-bd75-d576052bab7e
394,hip-hop,-0.6924,-0.7191,-0.0916,0d1a5a51-f8bf-42a2-9e25-8d2b9cabbbee
395,rock,-0.9246,-1.3379,-0.4036,0e48394e-8f37-42e2-b0d5-58bcd1ca6a93
396,electronic,0.8622,-0.8664,0.5035,10ba9c64-644c-4cce-8607-4b10c2ff819d
397,pop,-0.753,-0.6896,0.0391,111dfb5c-831d-4e2a-9820-ec68828959b8
398,rock,-1.0256,-0.7044,0.611,15ad6386-d33b-480d-aca2-39b22526de23
399,rock,0.3575,0.4448,0.329,171ffbe3-d2df-4377-8853-ffdc1d19bc4c
400,country,1.3973,1.8739,-0.5592,19492262-2575-4cbf-b16f-8db04fbf0084
401,electronic,-1.0155,-1.3379,1.1023,1a4910a4-0f2b-4cce-96c9-dec8ca1a05ff
402,rock,-0.7631,-0.5423,0.5481,1a7189e6-b410-49d5-b064-69b173f0aeeb
403,pop,-1.0256,-0.3508,0.5253,1c40ca45-1860-3a50-922f-a941d895288f
404,pop,-0.9953,-0.6307,1.6965,1d36e044-0f25-4aa7-880b-d8dc0cfb8d02
405,rock,-0.8136,-0.6602,-0.6761,1d92ffdc-c4ca-431a-a0d2-7ac75d5320f3
406,rock,-0.9953,-1.4704,-1.0608,1e32a597-d107-421b-b8d6-13cb47e03f96
407,pop,-0.5006,0.5332,-0.0794,202fad4c-1731-466a-88b0-b4d3c188a8df
408,rock,0.9228,1.2404,-0.9351,2158f3b2-0873-440a-b4ec-a15f60698c91
409,hip-hop,-0.8136,-0.9253,-1.1544,2410639d-038b-466c-aedf-5b60ebb039de
410,rock,0.8824,0.9752,0.0409,24acbcd0-bc74-4f87-93a1-503af594e36e
411,rock,1.3266,0.8868,0.5482,24ad3c88-c92b-45fd-96b0-6a2442e177e2
412,rock,1.266,0.8868,-0.3147,2686d3a3-6f06-4d8e-b12d-f12feee28893
413,country,0.0041,1.093,0.9993,27585b99-a7a7-4a66-a5ca-79e326ca06e8
414,electronic,-0.7732,-0.2771,-0.3465,28f3275a-35bd-4806-a3bd-6224a672730e
415,country,-0.6722,-0.2918,0.467,2911d814-f619-419f-bbd6-a8c43a084a85
416,electronic,-0.1877,-0.3066,-1.7433,2a9c6b8a-1903-410b-868c-80d88f1e1c69
417,hip-hop,-0.8842,-0.5865,0.4517,2b93d0fd-8fcf-48bb-a27f-254515a7766f
418,pop,1.5487,2.1832,1.4002,2bd73f2b-9d42-4ea9-b5b2-1c91ad87a692
419,pop,-0.8741,-1.2347,-0.4137,2d2b51d6-6481-4031-a577-dcff01a1c71a
420,country,-0.6016,-0.5718,-0.7393,300c142d-a564-4a8a-875c-e70896baf137
421,country,1.5487,-0.2918,0.2001,303a7f54-1256-448e-b6e4-4e2127daa3c6
422,rock,1.5487,1.5645,2.0856,30566692-d93e-4558-bade-03b92238c9b3
423,hip-hop,-1.0256,-0.0414,0.6425,311a8fbe-5cf1-4596-86b8-bfed89527028
424,country,1.044,0.7836,-0.3933,3124765e-c097-49b3-9ecd-d8180a36a0ca
425,rock,-0.3997,-0.6307,-1.324,317fa83b-f95a-49f5-8850-a73d62d66f10
426,rock,0.196,0.047,0.4752,31f6ce26-747f-472b-842f-28670db0919f
427,pop,1.5487,-0.2182,1.3179,32e24f0b-23e2-488c-b983-b6ede75b235d
428,country,1.5083,2.0949,0.9525,33007040-ad07-4e9a-aa52-3c0a9be5c938
429,rock,0.6301,0.931,-1.791,33e51050-8c36-40c5-b5b2-de34ae7ab872
430,rock,-0.117,-0.1298,-0.0541,353018e6-07e3-4b3a-997e-7477d04de9b3
431,pop,-1.0155,-1.4999,-1.2167,38a7eecc-ab6a-42ea-8eee-d577f5adb176
432,hip-hop,-0.0463,-0.1887,-1.3056,3bb93655-8df5-463e-8807-2bcf19703fba
433,pop,1.4579,0.4743,1.1665,3c4f9652-5907-4526-a612-f95e310b0e78
434,country,-0.6016,-0.9548,-0.4622,3c556c47-110d-4782-a607-c93e486bccf8
435,country,0.0445,0.0028,-0.1287,4014b4be-8079-4f84-a1cf-de093dbe4687
436,electronic,-0.9246,-0.3802,0.9763,42bca28d-3427-4853-9908-65509f76d5eb
437,rock,-0.4501,-0.6454,-0.8357,4356128a-63a5-3068-9cfc-a9722d008d9e
438,hip-hop,-1.0155,-1.3526,-0.1925,43f0ad89-1417-47d6-a479-1ad8680386be
439,country,1.5487,-0.0561,0.7434,4aa7a6c1-367b-4e0d-92de-f167cc0c636e
440,electronic,-0.7934,-0.9695,0.3088,4ca16395-deab-4f78-86a8-f0e60c905bc9
441,pop,1.5487,0.3122,1.5031,4ce2c288-7531-4de9-b4d7-8e3b583c4eeb
442,country,1.5487,1.5792,1.0593,4d59d407-ea9c-4182-a5b0-10497dc75931
443,pop,-0.8943,-0.6307,0.6654,5140a04d-bbf2-495c-8599-878c3522d1ea
444,rock,-1.0256,-1.5588,-1.4778,525b5f09-3a82-4046-b44a-15e8ff0c0a43
445,pop,1.4579,0.4006,0.5556,53ae7e8e-f2b4-4e7b-a32a-97dd021a385b
446,rock,-0.9549,-1.4262,1.7885,575926ae-7309-4e40-b551-297b31b8bdc5
447,country,-0.0665,-0.174,-1.0864,58016851-9c61-444e-ab7c-eb8223ea62e0
448,country,-1.0256,0.6069,1.3347,58ea43b3-a0f6-49c4-9b73-e37421605070
449,rock,0.4584,0.6216,-1.1664,5924abd1-2a38-383e-85c2-cc007b6336e3
450,country,-1.0155,-1.441,1.4909,5a3d85a9-8171-431b-8f80-c6c264737d2f
451,rock,-0.6117,-0.5718,-0.914,5a7ed000-fb9e-4809-bbb3-2a8ac10c8de2
452,pop,1.5487,1.2404,1.3282,5e8fcc3c-13d0-4cdf-b2ca-65fbee436e55
453,hip-hop,-0.6016,-0.2918,-0.931,60aca4ff-ef2d-481d-af88-0902412e9963
454,country,-0.7631,0.6658,0.9436,6332f8a3-9f35-4e92-864a-9b39c800fbd4
455,electronic,1.5487,2.198,-1.841,64c615c0-579c-455d-a38b-7b565b21cd6f
456,country,-0.5511,-0.4686,0.5495,64e6f473-c0ca-48e0-9a92-2b5d24c49ebc
457,electronic,0.5493,0.489,-0.7447,6955f9db-4dc0-3dce-b754-4f8fb3a54951
458,hip-hop,-0.7227,-0.4244,-0.552,69874d28-0127-408a-a315-54b53a836a88
459,pop,1.5386,0.3122,1.9208,6b0c8c2e-3d57-3d00-9abb-71284e5158d5
460,hip-hop,-0.753,-0.9843,-0.321,6d8ae022-8687-46ed-8755-045f73494fee
461,hip-hop,-0.6924,-0.6749,-0.2389,6fad6fff-0b5f-4f82-a65c-75ab329b62df
462,rock,1.5487,2.198,-1.257,70707a6a-7780-40fe-83fe-a8c095721c68
463,rock,-0.5208,-0.6454,-1.8055,708d027e-cd22-3470-a60e-1aec146a18a1
464,hip-hop,-0.7934,-0.999,-0.0772,71307ea7-601c-4277-87db-66c56c8063dc
465,hip-hop,-0.6823,-0.4392,0.6789,715eec54-e07e-42be-9367-8bf6ba71d9db
466,electronic,0.0344,-0.4244,-1.3559,71cd063f-a4c2-4acc-a3b1-c6d7b5c59c7b
467,rock,-0.1372,-0.2034,-1.0005,74fa6f0d-a077-3c46-88f5-c2a25d066b86
468,electronic,0.3474,-0.1887,-0.4225,7906ccc2-26fd-49cb-aeb3-a45b9e81f0ce
469,hip-hop,-0.541,0.1354,-0.3917,79475d46-efbd-4bd3-aaec-86f0cd746657
470,hip-hop,-1.0256,-0.3213,0.7252,797016c3-81db-4bf8-a5b5-2c6af533e1a5
471,hip-hop,0.9026,1.2109,0.7422,79b4522d-4bb9-3d6c-92c7-9d0fa21bc8da
472,hip-hop,-0.8035,-1.0432,1.5465,7a57ca78-043b-4c45-8eb1-454432019e1d
473,pop,-1.0256,-1.5588,-1.4566,7b40704a-8246-466e-ba9b-c13cfdbb037f
474,hip-hop,-0.3391,-0.4392,-1.1554,7c93ddd0-19b2-46f2-8009-b0a384374fe8
475,rock,0.1051,-0.3213,-0.9916,7cd5014e-a088-4573-b2c1-e4945dc4ef68
476,pop,0.1051,-0.5423,-0.6758,7cf50261-7f2f-448d-bc50-681ea263d7ee
477,electronic,-0.3795,-0.5128,-1.953,7d59dfed-4715-4e11-9eb0-60da1626319e
478,hip-hop,-0.4804,-0.1298,-0.7529,7d7aa4f7-8165-4dfb-b073-b0e1e1b8845a
479,electronic,1.5386,-0.2771,0.8619,7ee24d2a-d30b-4c53-af2a-97098ede993e
480,pop,-0.5713,-0.778,0.0409,7f420d03-f1b5-41fb-a42a-8d70972668ee
481,rock,-0.5511,-0.7191,-0.7902,7f83a8cf-79e3-41c6-ba96-28d8287c4fba
482,country,1.5083,1.5645,1.9677,808f4d7e-64ab-4e3a-8826-94d46c3451d1
483,rock,0.4988,0.5185,0.018,83ad9477-628f-466d-b6a2-705b2ea8247c
484,rock,-0.9852,-1.4852,-1.0178,844dbde0-3b0f-4c29-affc-12f16a791be0
485,electronic,-1.0054,-1.4999,-1.3546,84b8205e-9fe0-4f9c-b85f-c6f018d943f4
486,electronic,-0.0463,-0.1592,-1.2556,85a9de98-ebe4-4134-81ed-ccd8d4b5cfeb
487,hip-hop,0.2767,-0.336,-0.652,863822f9-4008-416b-99ae-dda1ba1ba7b1
488,rock,-1.0256,0.2533,0.7388,89e71eb4-f3f1-4094-a56b-70414eaf936d
489,country,1.5487,0.6953,1.202,8bff97d3-98cf-4715-a653-1896ce488e20
490,country,1.5184,0.5185,0.7543,8c8d676f-2811-468b-afcd-5f8889602e9d
491,pop,1.5184,0.5185,0.7543,8c8d676f-2811-468b-afcd-5f8889602e9d
492,pop,-0.8237,-0.8664,1.1713,8ca6058f-f7da-4106-9e9e-b2c00e2ba1ea
493,pop,-0.6621,-0.2771,-0.5972,90874d60-cc93-4e5c-a06c-620eb475b950
494,country,1.468,0.8573,0.6808,97deb7df-32f4-4ac6-996a-5413a21995ff
495,electronic,1.5083,-1.0727,1.7219,97ec87b9-e926-446c-84c0-fd63687b4547
496,rock,-0.8338,-0.2918,-0.2882,982d838e-2753-3964-8730-2219cb347560
497,hip-hop,-0.8136,-0.9843,-0.1952,98390f83-2364-4656-a3f0-d69a733f3f75
498,rock,-0.2482,-0.174,-0.9614,994727cc-933b-4695-8fe5-567c82b84d66
499,pop,1.4074,1.977,-0.9167,9bd8c31e-17b4-46b5-ae67-87a2d11743d7
500,pop,-0.9347,-0.4686,-0.0244,9c01ccce-0cec-4027-b79f-3093f11a0770
501,rock,-0.8439,-0.4834,0.1305,9c9a22c1-0956-4761-97cd-38a3b62d52be
502,rock,-0.7328,-0.1592,-1.5394,a0948231-1fec-4b32-acb6-2d0ea933abce
503,rock,1.1146,0.5921,0.6056,a0bce436-2e87-3553-b183-a99dad5434aa
504,hip-hop,-0.9953,-1.3231,0.2442,a1c6baa7-69c2-4693-9cb4-5d3fae66d1e8
505,pop,1.5285,2.1538,0.3045,a48d3b9f-02a8-4fde-8681-f294799530dc
506,hip-hop,-0.8237,-0.7191,0.5236,a51280da-bfc8-3572-95ab-f56b6549592f
507,country,-0.0766,0.3269,-0.1273,a6af58cb-251a-45a8-8f05-6c3c82a8a1b0
508,country,1.5487,0.7984,1.9505,a6b5f559-6e2a-450e-be79-fc0947f1ad18
509,pop,-0.2684,-0.3802,-1.5306,a6ce4280-4d3d-482e-9c73-d279bb3921cf
510,country,-0.864,-0.0856,0.7592,a7ba1a55-e3ec-4c5b-bb0f-d1c4a378dccf
511,country,1.5386,0.1649,1.9579,a95466f9-ef51-32a5-b1a3-5e075fbdd810
512,rock,-0.9044,-1.3379,0.0058,aa21ac5c-35f7-4015-a5d4-af96cd4fde66
513,hip-hop,-0.9246,-1.0874,0.9125,adfa033e-a782-4210-be6d-ec54cc055440
514,country,0.5089,0.2533,-0.7169,ae297131-0bdc-4213-a44c-802c80bc346d
515,rock,-0.9145,-1.2937,0.707,b5492935-8ff8-4cd6-9510-ba0bb4dcee3f
516,pop,-0.6924,-0.2182,0.002,b574b81a-b713-4008-abb3-07001d9d0363
517,country,-0.8539,-1.2053,0.6355,b71e12c1-5732-458b-8a50-f1f19f0b63a7
518,electronic,-0.4905,0.0617,-0.8112,b7315ba3-4c87-44c4-8531-d052939833ed
519,country,-0.8741,-1.1021,0.9409,b9e9c71b-fdff-4428-b726-7827fa5f145f
520,country,-0.9246,-1.2789,1.3616,bc3092e3-d095-4fcb-85a9-89cbef7c3c74
521,hip-hop,-1.0155,-0.7633,0.5543,bd7d323a-b55d-4788-ac7f-13dad18d851c
522,electronic,0.3777,0.1059,-0.5494,becb6a7f-efa2-40a5-8c3d-92464396c258
523,electronic,-0.2179,-0.0266,-0.9886,bee98a64-979f-45c8-bdab-5422c80c692f
524,country,1.5487,1.9475,0.5574,bf28c800-9824-4a2f-903a-992f9912b4d0
525,country,-0.7227,-0.7485,-0.4355,bf3ab12f-1898-3b69-9fc2-fc22d8c6f2aa
526,pop,-0.864,0.3859,0.4175,c04708b2-a8a6-4ad3-9188-ff698d4c71d8
527,pop,-0.8035,-0.5128,0.0817,c08259ac-b27a-3f6f-bcc2-c22a5342ee9e
528,pop,-0.7631,-1.1169,0.1968,c11c7fd6-1187-3138-874b-b31fa89c9a24
529,pop,1.5487,2.198,-0.0393,c2a7d89e-6258-39f0-8108-e86e7c2d89d6
530,country,-1.0256,-1.2642,0.8185,c311dd7b-67a4-4b7e-8ea6-699b9596170a
531,electronic,-1.0256,-0.6749,-1.4979,c7191cc5-d186-4eca-98d4-26d91b9b7c45
532,hip-hop,-1.0256,-0.3508,0.2016,c85164c7-52e1-455a-bf05-a29bff3b7413
533,electronic,-1.0256,-1.2789,1.3495,ca2aad6f-f0ac-417b-b485-9df940c8fa48
534,hip-hop,1.4074,1.9623,1.0733,cbe88778-101d-4a09-a310-81e7f6d8ab08
535,hip-hop,-0.2684,-0.5276,-1.3118,cfbf1ee9-d740-4b08-b149-6178934dbc54
536,rock,1.5285,1.9328,0.859,cff373a4-a3f5-47f1-9ae2-17f48e96f55a
537,rock,-0.6016,-0.395,-0.3127,d1a11036-d1d1-4fd8-b30e-72b209a62df2
538,hip-hop,-0.753,-1.0874,0.8262,d4579035-82e3-45c4-a38e-830bcff9658d
539,pop,1.0137,1.0636,-0.1605,d5b4c292-0671-4914-9e27-d6f8b621b369
540,electronic,-0.8237,-0.778,0.779,d642f8f5-cf58-41ff-8779-e07d747a92c6
541,rock,0.9531,1.2993,1.0893,d718ba13-6674-3133-b2e8-d6b6fa8257c1
542,rock,-0.6621,0.4595,-0.057,d7471394-4eab-4a27-8b21-65024c07e753
543,electronic,-0.7732,-0.8664,-0.6575,dc8e3672-59dc-4b8c-90aa-97223b3644bf
544,country,-0.6823,-0.0708,-0.0916,ddb95a5f-7eea-4f27-89ae-7bd626eae7b0
545,rock,-0.2785,-0.0708,0.5122,e257d43f-d460-40d1-970b-c80fd489e606
546,hip-hop,-0.1271,-0.2918,-1.8065,e26f2954-9fbe-4e87-8420-b7431fb9cf2e
547,rock,-0.0463,-0.1445,-0.7721,e2b0f514-e7e5-4971-bdb3-981ab141910d
548,electronic,1.2055,-0.9695,1.837,e502c857-7c5a-4ed2-97d3-b6c1ed0fd4c2
549,country,-0.9953,-0.9548,1.4674,e8815a28-50c3-47bb-be54-9fc97249d4a4
550,rock,-0.8439,-1.22,-1.7119,e8b0488b-fcc3-4cce-8d68-2b59efe262cd
551,hip-hop,-0.8539,-0.1298,0.5042,ec5734d2-8fcb-49ee-9913-c360d6c4e718
552,rock,-0.8842,-1.0432,-0.9286,ee94528f-16e7-495e-a1f3-a78b56657bf3
553,rock,1.1651,1.5055,-0.9923,ee9cfb57-d829-3b2b-9b01-98a96f364a84
554,electronic,0.1455,-0.3802,-1.1988,efa36c3d-2e8a-4cab-b3c5-32d12b3f07b0
555,rock,-0.1574,-0.3066,-2.3006,eff41d82-3d47-46d2-9a99-4c67bc1bd1b8
556,rock,-0.5006,-0.2918,-0.626,f176a0a2-48ee-4139-a4da-6fd63270f5cc
557,pop,-0.5309,-0.5718,1.0132,f180b53a-cc89-451c-a09e-30a977cb2c24
558,country,0.8017,1.0194,-0.1049,f512295f-8235-4a68-9f58-7d830d4036e6
559,electronic,1.5487,2.198,0.1557,f5e411dd-5ab1-4240-8650-d5a4bf7b614d
560,rock,-0.864,-1.2642,-0.2147,f82bf3b3-c714-43f1-9354-86697da2ad1e
561,country,-0.7328,-0.4097,0.7999,f90e7702-636d-4c25-ad0a-614b92240a65
562,electronic,-0.5814,-0.7338,0.0953,fb0b371b-2b07-4eaa-86fd-90505bb604d2
563,rock,-0.9953,-0.999,-0.5021,fb314c6d-c6bb-4004-b80c-5dadef5fa33f
564,hip-hop,1.2055,0.872,-0.7766,fd3adf59-1274-4432-bade-7ed0ec0cf150
565,country,-0.8035,-0.6896,1.3207,feb4fc14-c5e1-4a24-9a17-3a4862a87a7f
566,country,-0.2785,-0.3213,-0.1743,002877ac-67ec-49c0-b12f-68bc9b4ee1af
567,country,1.5487,-0.8075,0.8859,035e3d19-674f-4de1-8215-ca18d76c7227
568,hip-hop,-0.9852,-1.4999,-1.3795,03799e6d-c510-473a-84aa-d15596063c03
